alpha,public,urban,healthcentre,primary,secondary,tertiary,logVisits,logVisitsPP_TB,log_ID_p_bldgspace,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines,sigma_f,op_adherencesupportvisit,op_coughtriage,op_diagnosticvisit,op_follow-upvisit,op_monitoringvisit,op_screeningvisit,op_screeningvisit_mch,op_treatmentvisit,op_treatmentvisit_dot,op_treatmentvisit_ltbi,op_treatmentvisit_mdr,op_vaccinations,op_visitforcollectingmedicine,op_visitforinjection
2.20055,-0.422615,0.38495,-0.131045,0.167237,0.224826,-0.289106,-0.148824,-0.138787,0.16603,0.351042,0.101561,0.022663,0.130386,-0.176794,0.0129649,-0.0329179,0.475571,-0.0398419,-0.209339,0.126893,-0.088868,0.190577,0.0562873,-0.0216338,0.00826705,-0.0342053,0.045478,0.0605586,-0.128053,-0.0513194,-0.0997583
2.20368,-0.360489,0.105573,-0.0220949,0.100886,0.241882,-0.0875455,-0.125444,-0.306244,0.11247,0.361996,0.135032,0.0763319,0.104399,-0.269798,0.109363,-0.0465576,0.42563,-0.202024,-0.243394,0.228505,-0.16746,0.224784,-0.00874786,0.330471,0.0241347,-0.0473893,0.138641,0.0523972,-0.156822,-0.428534,-0.307344
2.23526,-0.449737,0.105191,0.0405807,0.362387,0.324467,0.232409,-0.186962,-0.267933,0.174211,0.328166,0.156855,-0.00852835,0.0643978,-0.426295,-0.0549567,-0.057621,0.381656,-0.0567607,-0.16565,0.168277,-0.0794544,0.170604,0.0525459,-0.164619,0.0254646,-0.0447626,0.0765677,-0.0557488,-0.110421,-0.20074,-0.0464905
2.21736,-0.26353,0.176073,0.13423,0.217565,0.239825,-0.0417382,-0.104784,-0.241508,0.20112,0.342139,0.258505,-0.200791,0.30802,-0.49329,-0.0307646,-0.256737,0.395055,-0.197157,-0.152766,0.244999,-0.101277,0.17667,0.0645786,0.26998,0.00782727,0.0937678,0.212793,0.0824209,-0.10606,-0.246943,-0.141422
2.20029,-0.396763,0.223587,0.174658,0.231109,0.39685,0.151839,-0.123667,-0.239054,0.111373,0.355794,0.188611,-0.0260056,0.126929,-0.389967,0.0785067,-0.025293,0.399752,-0.0482654,-0.217383,0.142824,-0.0871286,0.179247,-0.0198103,0.0115833,-0.0629738,-0.00306833,0.054627,0.113987,-0.135415,-0.348813,-0.0680671
2.23701,-0.471643,0.021489,0.00764767,0.15711,0.368237,0.13409,-0.177795,-0.256625,0.141166,0.353933,0.190602,-0.0197648,0.213595,-0.228298,0.186787,-0.00229729,0.362991,-0.10694,-0.181217,0.17738,-0.0636841,0.167232,-0.0113354,0.179927,0.0343108,0.145064,0.122314,0.0168017,-0.0980375,-0.0533264,-0.324474
2.20623,-0.465779,0.224586,0.146281,0.209283,0.272929,0.276495,-0.158146,-0.20024,0.129223,0.341747,0.137854,-0.0145272,0.0961868,-0.196665,-0.0139969,-0.130697,0.395595,-0.00638438,-0.30738,0.186064,-0.077829,0.164119,-0.0650557,0.0778974,-0.112564,-0.0717265,0.0296384,-0.0129202,-0.1486,-0.096724,-0.272885
2.14866,-0.487317,0.132562,0.181224,0.242641,0.363055,0.0969172,-0.117,-0.339289,0.163772,0.353801,0.0564729,-0.0351923,0.0146382,-0.0812902,0.0643902,0.0663884,0.39914,-0.102323,-0.200564,0.245087,-0.0205772,0.212659,0.0166524,0.271984,-0.00589452,0.0527202,0.155681,-0.205349,-0.111236,-0.272474,-0.0996114
2.04862,-0.315481,0.236241,0.00353992,0.265258,0.412836,0.302282,-0.153871,-0.275885,0.176599,0.358928,0.197098,0.0765823,0.282279,-0.308923,0.0115924,0.0488754,0.365449,-0.0457988,-0.210834,0.0621853,-0.0551964,0.108399,-0.00593452,-0.0507916,-0.138795,-0.0677915,-0.0713868,-0.197121,-0.118315,-0.0698541,-0.0646405
1.997,-0.293977,0.227515,0.0308559,0.144262,0.174791,-0.204335,-0.1017,-0.264044,0.230985,0.353455,0.241392,0.116968,0.372803,-0.25336,0.00919912,0.183471,0.397912,-0.156326,-0.265152,0.129687,0.0513408,0.126524,0.00194459,-0.0308262,0.0267965,-0.0426319,0.147242,-0.0614981,-0.0793045,-0.159201,-0.137743
1.82112,-0.279571,0.125568,0.294332,0.439097,0.644887,0.320093,-0.160807,-0.379198,0.140496,0.342585,0.14258,-0.0253867,0.247914,-0.273481,0.0990395,0.135975,0.436013,-0.0135203,-0.114484,0.18261,-0.00995836,0.102687,0.0730029,-0.0970005,-0.0113005,0.023527,0.0774459,0.0291049,-0.0373723,0.0726541,-0.122962
2.04828,-0.186655,0.183938,0.156698,0.208478,0.379417,0.309861,-0.160296,-0.206312,0.106974,0.358535,0.140122,-0.151508,0.164522,-0.287216,0.0947223,-0.0238168,0.384449,-0.078216,-0.181742,0.177946,-0.0472171,0.141165,0.00349304,0.0150906,-0.055159,-0.0177153,0.0172513,0.172253,-0.124587,-0.199826,-0.210694
2.30004,-0.34002,0.0514575,-0.0265486,0.211796,0.533993,0.302809,-0.218554,-0.314813,0.160288,0.34722,0.201649,-0.0988003,0.0552739,-0.417256,0.0323143,-0.184902,0.400494,-0.207258,-0.18728,0.127604,0.00392746,0.0175594,-0.0209028,0.307811,-0.126494,-0.0788787,0.0129442,0.00741799,-0.165157,-0.264753,-0.235196
2.06376,-0.422241,0.2761,0.0677051,0.192335,0.117021,-0.371053,-0.0406226,-0.332178,0.135469,0.354025,0.257912,0.158647,0.0443756,-0.387269,0.0313287,0.139506,0.450147,-0.125798,-0.246523,0.183273,-0.168312,0.254161,0.0834807,-0.0299086,0.0553279,0.0578755,0.17795,0.100469,-0.0648745,-0.26915,-0.103246
2.20757,-0.359206,0.0587923,-0.0845094,0.203635,0.317528,0.0535542,-0.13518,-0.303799,0.153963,0.354804,0.131845,0.117686,0.162809,-0.186941,-0.0993359,0.000584122,0.368398,-0.0389547,-0.230161,0.172524,0.136653,0.174747,0.0465861,-0.0904441,0.100923,0.0345665,0.0213138,-0.0152961,-0.047869,-0.171827,-0.261593
2.29366,-0.405799,0.18082,0.0335143,0.0251453,0.185473,0.0753159,-0.105317,-0.246346,0.0926693,0.336454,0.138488,0.0713371,0.0463323,-0.229073,-0.076378,-0.0843584,0.423383,-0.241509,-0.246482,0.168657,-0.00156962,0.105249,0.0440935,0.0482141,0.0277048,-0.0701855,0.0207616,0.187221,-0.146549,-0.161693,-0.0655763
2.30365,-0.490239,0.000747829,-0.148436,0.0890914,0.207394,-0.193802,-0.110244,-0.328444,0.144597,0.358439,0.137571,0.244237,0.104221,-0.191713,0.0924834,0.0622353,0.432695,0.0749963,-0.106113,0.2418,-0.107282,0.240213,0.128231,0.359056,0.0715078,0.0633137,0.126405,0.0470808,-0.0480149,-0.00641544,-0.0682749
2.01973,-0.352353,0.142408,0.296446,0.257771,0.275151,-0.0234733,-0.14035,-0.304919,0.195941,0.326907,0.21238,-0.0904944,0.298505,-0.409296,0.00172665,-0.0562225,0.422831,0.122015,-0.157313,0.190673,-0.030467,0.160541,0.0749939,0.0930542,-0.000867241,-0.019852,0.162238,0.0562409,-0.0776808,-0.0361061,-0.121742
1.81299,-0.316203,0.154343,0.45915,0.462272,0.659772,0.292535,-0.147306,-0.289982,0.155688,0.350344,0.120344,0.0490251,0.206853,-0.142087,0.0979643,0.181377,0.346604,-0.271296,-0.334003,0.128087,-0.212187,0.117978,0.0191358,-0.06983,-0.0861277,-0.133313,-0.0443002,0.107523,-0.171424,-0.158049,-0.185519
1.74984,-0.232323,0.126398,0.434034,0.391212,0.643165,0.156944,-0.142721,-0.246228,0.177756,0.362529,0.20167,-0.0572521,0.246297,-0.197177,0.054194,0.103349,0.39426,0.112544,-0.162792,0.181527,0.211226,0.0728794,0.11349,0.117548,-0.0519336,0.02929,0.151853,0.179887,-0.0920437,-0.0147688,-0.18889
2.13443,-0.317923,0.185613,0.0995954,0.0115159,0.387974,-0.157764,-0.177993,-0.275052,0.153815,0.354177,0.425473,-0.135306,0.135522,-0.350927,0.138167,0.0663469,0.441337,-0.0478481,-0.199933,0.209686,0.182017,0.0476758,0.0293071,0.114609,-0.0786653,-0.0621522,0.0119093,-0.0346276,-0.0909021,-0.209643,-0.0909709
2.1945,-0.430317,0.0477701,0.0608817,0.180612,0.298364,0.158534,-0.171497,-0.129117,0.12206,0.351929,0.419295,0.214105,0.482505,-0.199881,0.0184679,0.0268116,0.377171,-0.217665,-0.246436,0.128807,-0.233877,0.0222043,-0.0499303,-0.0370638,-0.0224617,-0.0586386,-0.0425161,0.190038,-0.144167,-0.108743,-0.184103
1.78957,-0.290797,-0.0715934,0.473481,0.446713,0.582251,0.442197,-0.11761,-0.293957,0.159847,0.360923,0.232371,0.0605709,0.403065,-0.146732,0.128894,0.190493,0.406982,-0.112539,-0.286212,0.244713,0.159115,0.157143,0.0384833,0.120919,0.0360442,0.0375109,0.187931,-0.0530137,-0.0938654,-0.391215,-0.210786
1.74085,-0.402176,-0.0157784,0.47967,0.413144,0.709948,0.425875,-0.106412,-0.350003,0.123117,0.357763,0.273886,0.0480135,0.260471,-0.0949119,0.137896,0.355802,0.395903,-0.23465,-0.15323,0.252695,-0.172843,0.206031,0.0351638,-0.0232633,0.109506,0.0772793,0.135644,0.308938,0.00664367,0.0845756,-0.0491254
1.92001,-0.256348,0.16032,0.0825739,0.434449,0.635244,0.356593,-0.167893,-0.209429,0.173458,0.339355,0.433445,-0.0445755,0.340324,-0.32712,0.153282,0.0425159,0.534791,0.161292,-0.20589,0.118117,-0.0275049,0.0682595,-0.0262439,0.00121285,-0.0895199,-0.0674849,0.00242624,0.0309171,-0.147044,-0.109382,-0.102877
1.86663,-0.304748,0.103587,0.120871,0.377361,0.490057,-0.04867,-0.0577237,-0.451069,0.102787,0.380713,0.225501,-0.0455125,-0.0165526,-0.294532,0.125464,0.258413,0.414556,-0.0574998,-0.111108,0.337498,0.0439307,0.199728,0.162837,0.151581,0.092895,0.189888,0.201766,0.406435,0.00943257,-0.112557,-0.143649
2.08161,-0.261277,0.0816499,0.273026,0.166072,0.478845,0.119493,-0.194778,-0.304633,0.141352,0.335488,0.0784488,-0.112522,-0.0363839,-0.206598,0.12492,-0.00210731,0.378898,-0.105016,-0.229403,0.180216,0.0058394,0.154889,0.00833994,0.0641454,-0.0369813,-0.0418045,-0.037788,0.0436677,-0.131331,-0.220731,-0.113457
2.35257,-0.35469,0.249664,-0.0567666,0.0711126,0.189403,-0.308141,-0.0816499,-0.394973,0.149158,0.349584,0.127189,-0.0516698,-0.0400709,-0.229997,0.0113795,0.0763479,0.435373,-0.0670737,-0.220922,0.159531,0.096848,0.111318,-0.0191369,0.0392195,-0.0412761,-0.0109629,0.102155,0.18371,-0.119785,-0.136971,-0.00769777
2.16452,-0.310417,-0.0163316,0.199089,0.322568,0.471967,0.13399,-0.0884277,-0.294077,0.151642,0.366367,0.3085,-0.157389,0.159235,-0.538104,0.0655923,0.149688,0.369167,0.00234991,-0.171885,0.18724,-0.0164302,0.160203,0.098454,0.0795432,-0.0526669,0.0934991,0.14076,0.111798,-0.0161718,0.00864053,-0.102597
2.20283,-0.395862,0.172645,-0.0341085,0.134308,0.21692,0.138716,-0.135956,-0.385783,0.0982455,0.355957,0.162481,0.133566,-0.032592,-0.243658,-0.227292,0.0889498,0.398952,-0.0958843,-0.110387,0.165839,0.0659369,0.133444,-0.00919039,0.16393,-0.007395,0.0204105,0.0944814,-0.15874,-0.0748297,0.00971584,-0.130832
2.33611,-0.480567,0.218619,-0.153536,-0.105378,0.309697,-0.334318,-0.119622,-0.392699,0.150186,0.374937,0.0662981,-0.124574,-0.0105999,-0.147599,-0.0015063,-0.0552415,0.456224,0.0360182,-0.12047,0.251226,0.104431,0.127559,0.149227,-0.0506624,0.0420605,-0.0117556,0.0997194,0.0617877,-0.116385,0.0855477,0.0658165
2.15876,-0.405635,0.149413,-0.106082,0.107892,0.298741,0.0383307,-0.162467,-0.33435,0.20869,0.366359,0.169506,-0.0504375,0.078806,-0.287027,0.137073,-0.0690027,0.390198,-0.05656,-0.0318509,0.233848,0.104197,0.138039,0.0772804,-0.00840368,-0.00790299,-0.0189577,0.106519,0.0968917,-0.0493278,-0.248785,-0.0374164
2.00556,-0.324414,0.226817,-0.0221901,0.19399,0.367444,-0.0719012,-0.141451,-0.342908,0.127161,0.35803,0.0544299,-0.0670898,0.00372808,-0.0488767,-0.0370226,0.0274942,0.434601,-0.172267,-0.137754,0.238687,0.0693692,0.165999,0.0135783,-0.000625516,0.0004069,0.0652468,0.146742,0.0320092,-0.0907083,-0.082644,-0.223886
1.94673,-0.311658,0.14205,0.165841,0.313669,0.432878,0.0777852,-0.184512,-0.220657,0.128619,0.363755,0.212793,-0.00919112,-0.0304599,-0.375833,0.223307,-0.127983,0.453021,-0.0639009,-0.277318,0.13688,0.0947037,0.169037,0.0271394,-0.230741,-0.0354557,0.013325,0.0984807,0.0679814,-0.172448,-0.332647,-0.0833229
2.17097,-0.336713,-0.0550979,0.374487,0.442743,0.671467,0.358543,-0.182279,-0.182588,0.147426,0.369982,0.38025,-0.111689,-0.0945804,-0.53074,-0.0347298,-0.15743,0.452382,-0.096621,-0.281796,0.181539,0.223621,0.138397,0.0113139,0.253619,0.0397739,-0.0606169,0.136049,0.084175,-0.136549,-0.395319,-0.0634517
2.1009,-0.450511,-0.0380702,0.278039,0.357121,0.491386,0.191706,-0.153772,-0.330748,0.149478,0.367881,0.0779486,0.00529291,0.0365734,-0.123766,-0.0230408,0.00258529,0.433602,-0.106127,-0.0517745,0.16596,0.0141678,0.144083,0.0198122,0.016509,-0.0263262,0.0128617,0.146405,-0.00791808,-0.0561858,-0.049359,-0.0370053
1.97168,-0.422772,0.102303,0.191159,0.34509,0.491037,0.435433,-0.196141,-0.292104,0.150232,0.34878,0.0704461,0.0232925,0.044221,-0.0154386,0.0567508,-0.0477171,0.375368,-0.0712005,-0.192785,0.250112,0.219944,0.239117,0.107194,0.0829473,-0.063725,-0.0197969,0.161225,0.215242,-0.0210157,-0.252137,-0.16719
1.88301,-0.311176,0.170164,0.287565,0.403506,0.544087,-0.0763888,-0.098034,-0.257051,0.117233,0.359658,0.321116,-0.00754164,0.279902,-0.3799,0.208601,0.246334,0.369914,0.0343041,-0.126564,0.104729,0.0478326,0.0688642,0.0241499,0.0357141,-0.0377478,0.0310513,0.0595654,0.121016,-0.0576194,0.0106725,0.085583
1.88085,-0.314768,0.028555,0.11294,0.485133,0.540918,0.346921,-0.175865,-0.196805,0.0856696,0.340234,0.12553,0.208905,0.0961833,-0.161145,-0.0104438,0.120016,0.440852,-0.166204,-0.25081,0.227815,-0.0677795,0.110599,0.0541621,0.119932,-0.0439936,0.0665926,0.0874956,0.114574,-0.0790164,-0.327117,-0.130932
1.8622,-0.193567,0.181715,0.147305,0.333127,0.538135,0.168921,-0.137723,-0.320119,0.12482,0.35016,0.121203,-0.0152222,0.0973873,-0.343095,0.0526744,0.0409055,0.399465,0.00583771,-0.21076,0.248707,0.128093,0.0800013,0.105001,-0.0493822,0.0143156,0.134056,0.167828,0.0171769,-0.0505354,-0.260778,-0.171607
2.18575,-0.327211,0.0492566,0.403542,0.448644,0.552795,0.138557,-0.115131,-0.242816,0.172392,0.344305,0.376727,-0.170858,0.186578,-0.656949,-0.168684,-0.160974,0.402819,-0.034747,-0.132379,0.168589,0.145277,0.0739327,0.0418588,0.28759,0.0706558,-0.0404375,0.100312,0.189884,-0.0497314,-0.199091,-0.0916837
2.35354,-0.334892,-0.000432832,0.0096533,0.169655,0.140582,-0.0100056,-0.104369,-0.332419,0.125106,0.355069,0.106682,0.0216106,0.00476695,-0.246791,-0.00852954,-0.00844497,0.438286,0.0735096,-0.135355,0.206447,-0.044716,0.156702,0.0310778,-0.00837928,-0.0560303,0.0374612,0.115671,0.246581,0.010133,-0.308026,-0.0750746
2.1672,-0.370975,0.221674,0.0341771,0.0577172,0.340248,0.196528,-0.144415,-0.327652,0.0832775,0.354817,0.125831,-0.0470432,0.00411212,-0.201938,0.117898,0.0801156,0.45385,-0.0556564,-0.171825,0.107548,-0.155927,0.0242035,0.0358937,0.105379,-0.0810482,-0.0846374,0.0973533,0.130473,-0.147997,-0.154907,-0.12938
2.22781,-0.425388,0.269023,-0.0801534,0.0240267,0.202141,-0.0250516,-0.141172,-0.254462,0.160931,0.354057,0.150804,0.0375131,0.0264292,-0.291496,0.275981,-0.0693977,0.410823,-0.424706,-0.27513,0.203278,0.117255,0.257954,0.0384586,0.0950537,-0.0492331,-0.0250083,0.103653,0.310866,-0.0314695,-0.555851,-0.0882583
2.18328,-0.369415,0.0922287,0.125149,0.26918,0.364097,0.0595177,-0.0901461,-0.239392,0.140045,0.361285,0.171166,-0.0630734,0.180959,-0.329534,0.0684843,0.0379399,0.400786,-0.0125702,-0.196841,0.192576,-0.0286682,0.105185,-0.0248809,0.0623294,0.0552282,-0.0624847,0.0136126,-0.0338594,-0.167568,-0.00584738,-0.104018
2.23632,-0.401027,0.030199,-0.00885688,0.430468,0.464052,0.204965,-0.094166,-0.327106,0.203266,0.354094,0.146581,-0.00238168,0.141855,-0.242465,0.165186,-0.0075732,0.404845,-0.0997339,-0.165603,0.186896,0.0493098,0.164763,-0.0245922,-0.00740277,0.0251003,-0.0146931,0.0315067,0.135953,-0.104376,-0.167938,-0.110889
2.22543,-0.387688,0.0608486,-0.13754,0.0153474,0.339668,-0.0976095,-0.182019,-0.25198,0.106247,0.351513,0.326405,0.244983,0.255194,-0.378451,0.110169,-0.0611062,0.439599,-0.0267861,-0.199849,0.307145,0.16887,0.141174,0.0853369,0.317677,0.103779,-0.00679557,0.086626,0.171398,-0.103728,-0.0482336,0.00363121
1.86488,-0.314958,0.0267832,0.336065,0.453488,0.538639,0.45209,-0.194074,-0.305148,0.0830616,0.35676,0.126496,0.213099,0.0450547,-0.176239,0.133786,0.137946,0.425777,-0.149599,-0.142857,0.155691,-0.0917537,0.129434,-0.0398761,0.100922,-0.00895713,-0.0363516,0.0875371,0.256884,-0.125728,-0.0470354,-0.125598
1.80993,-0.348362,0.101733,0.511845,0.437614,0.688955,0.5556,-0.184782,-0.233613,0.0756773,0.326042,0.163861,0.0372761,-0.0167268,-0.264091,-0.0374045,-0.116987,0.460283,-0.159683,-0.139743,0.206195,-0.159136,0.109582,0.0493246,-0.0486913,-0.059417,-0.0368467,0.0712361,0.0906446,-0.113853,-0.333668,-0.112092
1.91813,-0.303287,0.109961,0.186895,0.554641,0.450843,0.115273,-0.147418,-0.321389,0.157249,0.328681,0.0900469,0.133901,0.02654,-0.13801,0.153457,0.0562579,0.409078,0.100724,-0.230169,0.287132,-0.123784,0.206257,0.0070281,-0.0294821,-0.130837,-0.0315154,0.0211665,0.175099,-0.129219,-0.374156,-0.0963868
2.08358,-0.306204,0.184165,0.323771,0.307459,0.355798,0.35827,-0.160073,-0.214289,0.152951,0.345584,0.300155,-0.101903,-0.0105681,-0.335975,-0.0745537,-0.186773,0.424873,0.159544,-0.193569,0.213051,0.0533415,0.177909,0.0770992,-0.129865,0.00464512,0.0223952,0.129843,-0.0164723,-0.118323,0.118555,0.00513656
2.16429,-0.432456,0.166544,0.0234003,0.226681,0.224082,0.254118,-0.17099,-0.228945,0.0868896,0.358924,0.253852,0.149207,0.0792616,-0.350896,-0.0565635,-0.179122,0.435539,-0.0854256,-0.0729459,0.247986,0.187809,0.154386,0.0910933,-0.0531153,0.050861,-0.0626758,0.14659,0.263765,-0.120023,-0.171775,-0.124275
2.10524,-0.297599,0.0759885,0.174182,-0.10204,0.21479,-0.238256,-0.0169122,-0.356732,0.181551,0.350492,0.298848,0.0321796,0.516617,-0.198035,0.246914,0.288806,0.449077,0.054975,-0.233177,0.258974,-0.0562482,0.145727,0.0902578,-0.00480306,0.0217937,-0.0626534,0.192598,-0.00570686,-0.0389348,0.0891884,-0.0713583
2.08081,-0.289339,0.175949,-0.0934587,0.253403,0.362434,-0.108804,-0.148839,-0.35281,0.119024,0.345684,0.117037,0.19933,0.114237,-0.365586,0.0651992,0.138726,0.3994,-0.167457,-0.189633,0.193763,-0.0203535,0.0923742,0.0198284,-0.0458648,0.0122894,0.00259563,-0.00207545,-0.0271039,-0.134942,-0.133177,0.0445982
2.3545,-0.338903,0.119245,-0.279307,0.015299,0.214169,-0.186168,-0.132364,-0.328659,0.139537,0.346084,0.166356,0.00915696,0.119251,-0.151471,0.0898522,-0.0151029,0.394327,-0.0679136,-0.116101,0.148364,0.130628,0.0716372,-0.0413133,-0.156262,-0.13217,-0.0556708,0.00767686,0.0085491,-0.177792,-0.278157,-0.0311279
2.30207,-0.285421,-0.0642077,-0.119663,0.186577,0.314126,0.0557261,-0.160619,-0.333081,0.131279,0.358909,0.211317,0.0378461,0.0344454,-0.40698,0.167098,-0.0129849,0.372848,-0.00154044,-0.204691,0.146958,0.377808,0.025616,-0.0469124,0.182721,-0.073095,-0.0397586,0.049174,0.153723,-0.140398,-0.26125,-0.231677
2.4139,-0.432732,-0.00092612,-0.0491485,-0.084142,0.0782631,-0.144714,-0.0749242,-0.398519,0.12259,0.352815,0.161919,0.00245105,0.0274413,-0.410308,0.210608,0.106652,0.470159,-0.0191059,-0.211029,0.179933,0.0417066,0.175015,0.0604977,0.176905,0.0540952,-0.0236212,0.0337051,0.125296,-0.0973215,-0.322907,-0.268484
2.31143,-0.431523,0.0849483,0.286051,0.246219,0.527418,0.451272,-0.140075,-0.202649,0.101565,0.358132,0.227529,0.00807403,-0.0871244,-0.41458,-0.144354,0.000583281,0.459086,-0.117132,-0.31246,0.13337,-0.14293,0.0673842,-0.0039166,0.268404,-0.0899324,-0.0538069,0.0983292,-0.0529504,-0.191748,0.0118195,-0.426944
2.14127,-0.375773,0.0727969,0.131235,0.26125,0.221194,-0.180787,-0.0778532,-0.353268,0.11615,0.350235,0.104009,0.0583881,0.0423031,-0.180276,0.0343599,0.0852708,0.502713,0.030627,-0.249649,0.19747,-0.119886,0.222808,0.0987524,0.160254,-0.0213524,-0.0541529,0.149663,0.350156,-0.0221297,-0.0483372,0.0538807
2.13769,-0.509938,0.0562964,0.00966574,0.379513,0.563016,0.238065,-0.205399,-0.272206,0.125745,0.371113,0.0471232,-0.00192205,-0.0515127,-0.158289,0.0219756,0.0230796,0.413334,-0.0185565,-0.177357,0.329923,0.160302,0.197391,0.117281,0.0535179,0.102626,0.0199173,0.103404,0.135338,-0.0482756,-0.290513,-0.0583278
2.16107,-0.430646,0.308356,0.0360118,0.0413615,0.169831,-0.119597,-0.160113,-0.221322,0.175704,0.371049,0.163709,0.13564,0.095598,-0.109516,-0.00140044,0.141595,0.551108,-0.186935,-0.254562,0.165872,0.492053,0.0901217,0.0103538,0.0180626,-0.0400361,-0.0967114,0.106707,0.230439,-0.0677479,-0.117396,-0.206116
2.17243,-0.432305,0.198215,0.0764997,0.151596,0.225844,0.270728,-0.178565,-0.304566,0.151277,0.353183,0.146707,0.0162967,-0.0478139,-0.0664742,0.0970881,-0.0343769,0.395379,0.0745681,-0.210301,0.167188,-0.51032,0.0351879,0.0192284,0.104984,-0.0412273,-0.170136,0.0178042,0.0192233,-0.170057,-0.203794,-0.148497
2.3779,-0.434329,-0.0505126,-0.0540705,0.0655311,0.295867,-0.0960923,-0.158283,-0.369619,0.142918,0.351554,0.049133,0.0328736,0.103415,-0.0633089,0.00206606,0.0555831,0.477383,-0.176997,-0.229379,0.211807,-0.00768562,0.133939,-0.00614409,-0.123795,-0.113854,-0.0245793,0.159429,0.131472,-0.177991,-0.221023,-0.146716
2.12706,-0.324164,0.219343,-0.0699734,-0.0125367,0.194007,0.158818,-0.160993,-0.351102,0.0466829,0.349537,0.057626,-0.0083854,0.0128317,-0.0974756,0.0352604,0.0133809,0.409913,0.129979,-0.0923997,0.241727,0.0445651,0.164449,0.112947,0.0567528,0.0923191,0.0110745,0.0117772,0.120317,-0.145632,-0.0602974,-0.0845131
2.25807,-0.283832,0.0810345,0.201838,0.196822,0.238547,0.0227249,-0.0170057,-0.38139,0.0911682,0.336159,0.371341,-0.116479,0.0460274,-0.620677,-0.238328,0.0868975,0.449274,-0.190623,-0.256385,0.136258,-0.0364916,0.124472,0.0474003,0.0152919,-0.0714202,-0.0535694,0.0912147,0.155952,-0.0830311,-0.306598,-0.137925
1.87413,-0.313155,0.155016,0.261284,0.335738,0.478314,0.231082,-0.147556,-0.170328,0.118446,0.330415,0.212853,-0.0642762,0.309183,-0.231562,0.119292,0.170993,0.424959,-0.15556,-0.171791,0.175949,0.0303557,0.127194,0.0308636,0.0991879,-0.115222,-0.052589,0.170325,0.292931,-0.0952249,-0.194072,-0.306522
2.16861,-0.305843,0.350804,-0.193039,0.0302319,0.259943,-0.226507,-0.0945812,-0.354683,0.125927,0.355582,0.0974986,-0.024999,-0.0445964,-0.0302934,0.000155688,0.165094,0.470468,0.0755574,-0.178014,0.184055,-0.131972,0.116326,-0.0328188,-0.0265619,-0.0174839,-0.177022,-0.00071593,0.223113,-0.198405,-0.499326,-0.182123
2.29308,-0.440831,0.174141,0.0447797,0.0600846,0.366618,0.152345,-0.154326,-0.348727,0.110312,0.35699,0.156173,0.0501445,0.0197259,-0.171512,0.0935228,-0.043102,0.440524,-0.042523,-0.323381,0.111125,-0.0113096,-0.0516285,0.0136856,0.309987,-0.135051,-0.144259,0.048698,-0.0703741,-0.19471,-0.186883,-0.1617
2.60595,-0.308658,0.158775,-0.230508,-0.0706189,-0.113954,-0.244977,-0.0681565,-0.376583,0.116275,0.33255,0.194526,-0.0257942,-0.0792428,-0.297988,-0.108542,-0.0992193,0.514732,-0.172788,-0.256358,0.126042,-0.353299,0.159634,0.0469058,0.066815,0.0619853,-0.0851999,-0.0076266,0.0245051,-0.137028,-0.214413,-0.0739362
2.25182,-0.445768,0.00865175,-0.145538,0.113225,0.316931,-0.0778307,-0.114603,-0.398952,0.160298,0.341021,0.142697,0.084493,-0.0266285,-0.32411,0.251616,0.0908703,0.412977,0.160697,-0.254398,0.255888,0.116142,0.131868,0.124935,0.12275,-0.0511816,-0.0374585,0.0712244,0.200918,-0.0844716,-0.0563626,-0.175852
2.29256,-0.484281,0.236374,-0.0212068,0.168461,0.239437,-0.121716,-0.108802,-0.231245,0.1264,0.359172,0.356888,-0.0867386,-0.0461017,-0.39952,-0.00840946,-0.0373485,0.38268,-0.2082,-0.24088,0.202588,-0.134102,0.176455,0.0766856,0.201403,0.0723112,-0.0125983,0.0778682,0.133288,-0.0790721,-0.45208,-0.133424
2.15194,-0.282133,0.167083,0.15762,0.140832,0.511585,0.291032,-0.215558,-0.129016,0.149826,0.354073,0.210357,-0.0434146,0.19719,-0.351941,-0.0500498,-0.292903,0.405763,0.0419661,-0.328672,0.154025,-0.216335,-0.0490435,-0.00802582,-0.199778,-0.182066,-0.0466689,0.0199204,0.103943,-0.147517,-0.173084,-0.215329
2.11996,-0.445367,0.119906,0.162899,0.170002,0.271351,-0.307606,-0.126705,-0.372444,0.181355,0.34671,0.157964,-0.148228,0.237331,-0.056992,0.144496,0.104894,0.400027,-0.0448881,-0.155805,0.27251,0.0921114,0.126737,0.0153027,0.103346,-0.00597556,-0.0159051,0.133973,0.215669,-0.0806537,-0.221151,-0.0979486
2.04811,-0.326403,0.0460623,0.355737,0.522539,0.585439,0.413028,-0.15363,-0.283172,0.141895,0.338041,0.126386,0.0057567,0.00825461,-0.267131,0.0433388,0.0191283,0.411249,-0.0595296,-0.323468,0.128563,-0.0238163,0.116655,-0.0142993,0.0738063,-0.0650125,-0.0114497,-0.0403575,0.171957,-0.137387,-0.146547,-0.192306
