alpha,public,urban,healthcentre,primary,secondary,tertiary,logVisits,logVisitsPP_TB,log_ID_p_bldgspace,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines,sigma_f,op_adherencesupportvisit,op_coughtriage,op_diagnosticvisit,op_follow-upvisit,op_monitoringvisit,op_screeningvisit,op_screeningvisit_mch,op_treatmentvisit,op_treatmentvisit_dot,op_treatmentvisit_ltbi,op_treatmentvisit_mdr,op_vaccinations,op_visitforcollectingmedicine,op_visitforinjection
2.23503,-0.432483,-0.0775978,-0.0109718,0.278264,0.247295,0.00630287,-0.112716,-0.35207,0.20134,0.361577,0.219246,0.0955087,0.357823,-0.0892238,-0.0348584,0.133228,0.414781,-0.164507,-0.0794827,0.185673,-0.072127,0.158576,0.0754529,0.115133,0.0386333,0.0487624,0.17779,0.0433929,-0.104997,-0.158113,0.0220144
1.9919,-0.4685,0.106977,0.235255,0.276534,0.540245,0.379846,-0.163942,-0.149564,0.152902,0.343929,0.147818,0.121025,0.31523,-0.21756,0.165238,0.0123616,0.409004,0.0803498,-0.252217,0.169384,-0.0335608,0.0182009,-0.0153149,-0.0862839,0.0200178,-0.0867378,0.0215254,0.396716,-0.200591,-0.158606,-0.0553258
2.02661,-0.14145,0.190548,0.048111,0.148081,0.153806,-0.245862,-0.0752379,-0.366148,0.18891,0.359728,0.198849,-0.0899263,0.110145,-0.41289,0.178957,0.120131,0.40773,-0.239395,-0.191628,0.174673,-0.0442513,0.13383,-0.0217699,0.107533,-0.0216548,-0.0774105,0.145492,0.117271,-0.182628,-0.27822,-0.13872
2.14108,-0.324514,0.0657548,-0.11708,0.113046,0.195133,-0.326916,-0.094595,-0.452841,0.164021,0.356444,0.153326,0.0381936,0.0981538,-0.119797,0.220666,0.188558,0.353189,-0.0906756,-0.087626,0.286454,0.0863098,0.19935,0.0767771,0.319228,-0.0278961,0.0264639,0.219039,0.285207,-0.0436706,-0.215342,-0.0807681
2.2415,-0.384887,-0.00664601,0.137063,0.217764,0.369111,0.0307759,-0.071634,-0.320449,0.127046,0.360571,0.213842,0.0749509,0.224611,-0.397981,-0.0915229,0.0496075,0.375216,-0.0310145,-0.142195,0.221841,0.332592,0.12788,0.132648,-0.129541,-0.0329399,-0.0320289,0.135946,0.0248788,-0.0193168,-0.111114,-0.0647303
2.28568,-0.338113,0.0919957,0.121897,0.170073,0.471836,-0.106962,-0.137329,-0.284608,0.20164,0.359726,0.252819,-0.246334,0.174479,-0.525648,-0.00951348,-0.0195199,0.381833,-0.305941,-0.161756,0.226655,-0.0539138,0.21302,0.00515642,-0.117893,0.0451064,-0.00718643,-0.04054,0.209218,-0.0296727,-0.538317,-0.213145
2.17955,-0.436146,0.11316,0.263675,0.253666,0.517044,0.326101,-0.11633,-0.268921,0.134352,0.358974,0.135493,-0.0964126,0.0758364,-0.277603,0.114585,-0.0225321,0.428578,0.180962,-0.237515,0.119192,0.032043,0.0928283,-0.0687458,0.129437,-0.131268,-0.0995616,0.0252129,0.076825,-0.165544,-0.0776552,-0.245262
2.05724,-0.376165,0.227782,0.0392716,0.0515914,0.336337,0.0458352,-0.132245,-0.369348,0.136969,0.344049,0.151837,0.0391932,0.208145,-0.263766,0.212381,0.0490842,0.470708,-0.0478452,-0.124,0.203886,0.162392,0.0822737,0.0169075,-0.0502007,-0.0408936,-0.0138256,0.0817186,-0.0555692,-0.130201,-0.0326882,-0.168785
1.84702,-0.286402,0.120962,0.194684,0.146307,0.524025,-0.0263357,-0.147565,-0.285118,0.187138,0.363404,0.188409,0.0317555,0.335897,-0.167043,0.318601,0.171303,0.374873,-0.19286,-0.178684,0.279234,0.061448,0.180608,0.0751782,0.243647,0.0539989,0.0182147,0.146189,0.170742,-0.0696642,-0.522494,-0.167056
2.21868,-0.426965,-0.0582157,0.0999007,0.385826,0.299136,0.0799185,-0.102082,-0.25852,0.12814,0.343415,0.158677,-0.0944038,0.232792,-0.291753,0.120425,-0.0359672,0.481188,-0.0213602,-0.107666,0.183218,0.13335,0.0770399,0.0593746,0.0410595,-0.0153071,0.00546966,0.0314905,0.019814,-0.138905,-0.130341,-0.0891933
2.18978,-0.355407,-0.115323,0.103768,0.343258,0.649206,0.371785,-0.199961,-0.23973,0.158854,0.363473,0.167579,-0.00929573,0.156176,-0.31299,-0.0663939,-0.102626,0.478739,0.0733845,-0.125739,0.155817,0.105315,0.112689,0.0428144,-0.147378,-0.0481147,-0.0547627,0.15117,0.108934,-0.0248024,-0.0418479,-0.084058
1.96073,-0.270118,0.352344,0.425811,0.400741,0.412361,0.272345,-0.145815,-0.222845,0.0929481,0.360292,0.0827497,-0.0458565,-0.0212741,-0.355272,0.0512452,-0.0368111,0.390799,-0.00129307,-0.403889,0.0540983,0.115622,0.139534,-0.0979111,0.144067,-0.174203,-0.172379,-0.0335095,0.0987025,-0.201913,-0.0581156,-0.236182
2.40995,-0.48382,-0.0557053,0.160687,0.270344,0.566253,0.358303,-0.168246,-0.339184,0.157729,0.350598,0.26687,-0.15696,0.0340992,-0.488443,-0.163259,-0.256248,0.552351,-0.25912,-0.231131,0.153438,0.0875414,0.102731,0.0225835,0.12371,-0.0411303,-0.0539476,0.0480371,0.318912,-0.0951218,0.0689613,-0.184764
2.0701,-0.315275,0.109885,0.0949568,0.221293,0.440313,-0.102471,-0.103837,-0.35598,0.136192,0.368782,0.115975,-0.095215,0.0545631,-0.363935,0.0540637,0.172142,0.395091,-0.0431787,-0.176238,0.241425,-0.00771962,0.188488,0.0807859,0.0372386,0.0708614,0.0219818,0.04774,0.308931,-0.106677,0.163531,0.198039
2.02063,-0.341014,0.167182,0.208506,0.113925,0.368389,0.0410873,-0.116038,-0.238439,0.111121,0.355533,0.300818,0.107566,0.275059,-0.135307,0.149304,0.0702205,0.452504,0.00705513,-0.174778,0.198488,-0.0304568,0.108236,0.0492132,0.207333,0.00719102,-0.0314995,0.0965,0.0976171,-0.079975,-0.103794,-0.0868195
1.9863,-0.355538,0.303477,0.196348,0.244095,0.409301,-0.0107276,-0.167848,-0.179444,0.12543,0.371811,0.156769,-0.0351425,0.19298,-0.0365265,0.144409,-0.0862119,0.448366,0.0249001,-0.199756,0.1809,-0.0906942,0.135244,-0.0363832,-0.0680782,-0.0401676,-0.145169,-0.0343949,0.192453,-0.145478,-0.163264,-0.0576541
2.18421,-0.304769,0.117187,0.0362444,-0.00893607,0.401852,-0.149543,-0.206845,-0.223512,0.189437,0.357339,0.135719,-0.0204795,0.015411,-0.367329,0.0143158,0.0119709,0.437239,-0.022873,-0.176438,0.232325,-0.121098,0.195061,0.0803226,-0.0194281,0.0896296,0.0652299,0.0674924,0.120432,-0.0457335,-0.158116,-0.01742
1.94281,-0.36967,0.238304,0.0656608,0.0922098,0.370693,0.0989682,-0.141591,-0.389596,0.158005,0.361915,0.176776,-0.0583399,0.201309,-0.391462,0.122342,0.173055,0.433011,-0.186384,-0.221605,0.223707,0.0639415,0.151314,0.141745,0.118732,-0.00889973,-0.0723843,0.108343,0.105419,-0.0805567,-0.110011,0.097345
2.1018,-0.410132,0.197867,0.143118,0.140917,0.550965,0.154278,-0.162295,-0.287848,0.130759,0.372721,0.121934,0.0100389,0.144378,-0.177937,0.0429272,-0.00687166,0.400273,-0.150602,-0.226507,0.137278,-0.158843,0.1192,-0.00162104,-0.0729611,-0.0109303,-0.0601729,0.0812498,0.0835692,-0.0950809,-0.0991584,-0.0299638
2.06099,-0.341481,0.147145,0.0775749,0.24038,0.466627,0.0578979,-0.190908,-0.312287,0.145661,0.359796,0.0838476,0.0681856,0.15022,-0.150133,0.0993345,0.139649,0.422378,-0.160412,-0.23142,0.0984098,0.0512314,0.0736281,-0.0511658,0.0230397,-0.0428387,-0.0210877,0.0241276,0.00805147,-0.141526,-0.144977,-0.133351
2.05473,-0.354212,0.124567,0.0549562,0.368236,0.388841,0.307628,-0.163199,-0.365749,0.114737,0.348985,0.150912,0.0617415,-0.0536283,-0.233977,0.183465,0.158078,0.465713,-0.254529,-0.265469,0.133339,-0.0257108,0.10006,0.0584804,0.147911,-0.106391,0.00195236,0.0116367,0.172362,-0.114985,-0.0419222,-0.0802737
2.16469,-0.321383,-0.0198303,0.179566,0.385644,0.45427,0.387769,-0.184583,-0.248954,0.192872,0.358182,0.2143,0.0947363,0.22747,-0.356291,-0.0722699,-0.00883864,0.410333,0.0112291,-0.315988,0.182892,0.0177363,0.110512,-0.0291164,0.0803506,-0.0858227,-0.134063,-0.0636734,-0.0760295,-0.225397,-0.187343,-0.158941
1.91695,-0.483639,0.179028,0.242869,0.427446,0.462428,-0.155065,-0.144434,-0.154291,0.162195,0.34553,0.082792,0.118916,0.0534042,-0.17973,0.00869102,-0.0109013,0.430891,-0.0242445,-0.166085,0.214226,-0.0303428,0.166839,0.15339,-0.131923,-0.0369436,0.00321557,0.122156,0.079208,-0.024768,-0.190912,0.00695639
2.05846,-0.355347,0.0383921,-0.00315003,0.182863,0.431814,-0.0433834,-0.115512,-0.416758,0.103794,0.370218,0.212019,0.180487,0.12634,-0.136917,0.236888,0.353003,0.428733,-0.206779,-0.164249,0.147935,-0.140746,0.0630831,0.0440105,-0.228002,-0.0358522,-0.117168,0.141828,0.541219,-0.173553,-0.32738,-0.157795
1.92043,-0.378509,0.0940161,0.0308308,0.396217,0.39267,0.45643,-0.108517,-0.350619,0.12133,0.352056,0.187484,0.0680342,0.164533,-0.312867,0.164548,0.163975,0.405433,-0.151343,-0.111869,0.244091,0.118212,0.160675,0.109406,0.0162041,0.0221288,0.0216785,0.112275,0.0474136,0.0241497,-0.0820818,-0.183317
1.67969,-0.175759,0.109706,-0.00279013,0.382556,0.620304,0.317939,-0.184293,-0.247923,0.0891699,0.354267,0.217693,0.240781,0.158454,-0.145109,0.229381,0.156234,0.459933,-0.0800865,-0.175039,0.193652,-0.0721085,0.217072,0.0737674,0.0352313,-0.0845123,0.0123652,0.106741,0.16219,-0.0833105,-0.00151997,-0.222944
1.74043,-0.162807,0.337371,0.167661,0.248966,0.712047,0.189911,-0.129926,-0.463653,0.063852,0.336421,0.23808,0.00630478,-0.0180886,-0.278663,0.160353,0.26839,0.417962,0.0373778,-0.247562,0.201003,-0.0987383,0.158191,0.0784705,0.242024,-0.0604736,0.0429514,0.136072,0.166385,-0.0885499,-0.444888,-0.206844
2.06021,-0.361876,0.320955,0.0199538,0.00767088,0.298183,0.122057,-0.244084,-0.227986,0.103985,0.362288,0.153621,0.124247,0.0732747,-0.0249323,0.0871542,-0.12721,0.481739,0.0800755,-0.175049,0.178467,0.152433,0.14537,0.0297905,0.124386,-0.063793,-0.0847304,-0.137336,-0.122669,-0.138588,-0.0688018,0.0202402
1.83338,-0.301733,0.119088,0.238907,0.239367,0.615352,0.414484,-0.168445,-0.223866,0.179955,0.363499,0.102121,-0.0130531,0.257765,-0.142396,0.110394,0.0328848,0.386343,-0.0581486,-0.0441373,0.354287,-0.174639,0.291925,0.178789,0.358857,0.0498159,-0.0152422,0.156481,0.260398,-0.0725916,-0.303358,-0.231737
1.84701,-0.324986,0.38508,0.113843,0.28759,0.303444,0.304371,-0.169664,-0.25315,0.0748417,0.33932,0.0839903,0.0968109,0.0173182,-0.234069,-0.0150736,0.0101574,0.412563,-0.0596245,-0.287721,0.19021,-0.177218,0.135455,0.0495869,0.0916509,-0.0309648,0.132123,0.190056,0.0552063,0.00214153,-0.0702223,-0.135171
2.04125,-0.237052,0.0453385,0.150394,0.196639,0.446238,0.00361985,-0.0801048,-0.282496,0.209957,0.363899,0.146227,-0.0493675,0.294973,-0.115935,0.10131,0.112797,0.39172,-0.0613619,-0.305556,0.125032,0.180303,0.0520947,0.0379307,0.311335,-0.16711,-0.0261853,0.0726554,0.15022,-0.19781,-0.0778387,-0.284532
2.12278,-0.370201,0.128503,0.128116,0.254383,0.400997,0.0930026,-0.151068,-0.191538,0.244083,0.360936,0.132669,-0.0458889,0.186478,-0.254693,0.0224463,-0.159465,0.457239,0.0460121,-0.182848,0.252908,-0.0904866,0.240722,0.119161,0.011665,-0.0988353,0.0666147,0.155697,0.198518,-0.0521777,-0.254192,-0.0668573
2.03996,-0.398899,0.0937949,0.0681199,0.19824,0.587509,-0.0605524,-0.136262,-0.213111,0.190952,0.341975,0.231005,0.15705,0.456502,-0.0868431,0.115858,0.29583,0.445949,-0.18152,-0.2459,0.118672,0.00301898,0.0476712,0.023073,-0.0528525,-0.0795882,0.0162026,0.0583392,-0.0328454,-0.0803147,-0.411335,-0.2207
1.85169,-0.0919633,-0.0745639,0.173481,0.311003,1.04801,0.403359,-0.207897,-0.333152,0.11374,0.360064,0.135934,0.133422,0.0938644,-0.264995,0.0652014,0.0786117,0.520627,-0.0436851,-0.178669,0.184277,-0.112968,0.155636,0.0485395,0.158804,-0.0464148,-0.0045514,0.0637964,0.0276385,-0.166195,-0.134654,-0.121217
1.9389,-0.327805,0.168463,0.324922,0.411925,0.620627,0.140719,-0.188468,-0.185997,0.109524,0.349621,0.0303387,-0.0224906,-0.0111568,-0.0172355,0.0325156,0.00155596,0.390572,-0.11938,-0.190387,0.173852,-0.0426207,0.108085,-0.0289802,0.110964,-0.00555573,-0.0346407,0.0597748,0.180048,-0.159589,-0.0104672,-0.0453621
2.24787,-0.458321,0.139625,0.0559345,0.197868,0.227351,-0.254453,-0.154244,-0.204417,0.2436,0.338924,0.142734,-0.0472592,0.244556,-0.122033,0.0173832,-0.133997,0.384584,-0.235495,-0.233017,0.215845,-0.143094,0.0989794,0.0488593,0.155021,-0.0402219,-0.0316701,0.0811905,0.144908,-0.0985307,-0.101492,0.112982
2.08959,-0.339045,0.13743,0.140748,0.204095,0.304375,0.335331,-0.156577,-0.288583,0.113104,0.367556,0.179395,0.00765229,0.131105,-0.250371,0.048169,0.0452338,0.394549,0.101109,-0.324802,0.123542,-0.0463164,0.125184,0.050214,0.013897,-0.0716524,-0.0585605,-0.0472516,0.0854464,-0.169468,-0.340416,-0.171361
1.64111,-0.270017,0.233267,0.431992,0.349155,0.625503,0.316727,-0.169727,-0.221977,0.15626,0.360964,0.240224,0.0125787,0.444594,-0.154437,0.193226,-0.000335825,0.436933,-0.175332,-0.159037,0.258059,0.065585,0.264888,0.123889,0.198481,-0.0093493,0.114034,0.150185,0.10534,0.0114588,-0.159886,0.0326579
1.9708,-0.430378,0.126803,0.316004,0.329727,0.490671,0.316149,-0.108419,-0.326445,0.116353,0.365629,0.143361,0.056585,0.153291,-0.144264,0.0747519,0.0677551,0.375906,-0.0799409,-0.13007,0.269472,0.15641,0.206694,0.0932501,0.0269617,0.0147457,0.044025,0.0661376,0.0435545,-0.0275435,-0.025379,-0.0211872
2.08745,-0.457646,0.369815,0.229647,0.144668,0.261132,0.0614741,-0.140316,-0.321641,0.100423,0.357801,0.0605437,0.000188399,-0.0143078,-0.0871112,-0.0438086,0.0198846,0.447436,-0.462024,-0.23346,0.0829578,0.314023,0.00269237,-0.0394717,-0.150528,-0.0928748,-0.126351,-0.0335397,0.239565,-0.177627,-0.0977748,-0.144722
2.61494,-0.512731,0.0598768,-0.289373,-0.140145,0.194949,-0.365146,-0.158666,-0.305899,0.151902,0.356814,0.142846,2.8472e-05,0.0650896,-0.314895,0.0580845,-0.144188,0.413251,0.0145062,-0.154002,0.13509,0.0940555,0.0490849,0.029528,0.191582,-0.0094059,-0.0887897,0.0183838,0.0612535,-0.0839645,-0.0940474,-0.0584013
2.72193,-0.593082,0.130428,-0.29412,-0.203996,0.0472792,-0.274955,-0.140888,-0.309135,0.164454,0.362526,0.196648,0.0282226,0.0182371,-0.386999,0.0403163,-0.113611,0.440906,-0.103029,-0.368843,0.117774,0.0759574,0.0774215,-0.0433097,-0.0672245,-0.0705689,-0.147798,0.0363966,0.105671,-0.199745,-0.20873,-0.264591
2.53255,-0.46224,-0.0978693,-0.235532,0.200827,0.101411,-0.13908,-0.0828066,-0.364108,0.154894,0.355896,0.177703,0.0721934,0.167228,-0.257418,-0.145226,-0.0625408,0.420202,-0.0122134,-0.107176,0.136499,0.0764523,0.021233,-0.000774273,-0.0203815,-0.106867,-0.042099,0.00213101,0.099517,-0.0993628,-0.0404704,-0.0840163
2.27262,-0.379666,0.104931,0.129944,0.0302929,0.243741,-0.319644,-0.131173,-0.3648,0.0792683,0.335413,0.143437,0.0149104,0.148768,-0.189326,0.0219805,0.0580806,0.404045,-0.18967,-0.350368,0.158941,-0.179403,0.125841,-0.0470462,0.228366,-0.100004,-0.023493,-0.00262855,0.228134,-0.0964787,-0.412011,-0.20575
2.37049,-0.458741,0.148963,0.0222384,0.111898,0.150042,0.209783,-0.178266,-0.2853,0.174813,0.327649,0.144917,0.0150914,-0.0264961,-0.156959,-0.132281,-0.0738111,0.425224,-0.0764845,-0.32004,0.169128,-0.00808266,0.0951397,0.00346003,-0.0486262,-0.0982591,-0.0386333,0.0123497,0.150986,-0.0721496,-0.0333354,-0.286083
2.16461,-0.284787,0.0761757,-0.0274951,0.34994,0.243341,-0.526888,-0.104404,-0.283941,0.25336,0.335979,0.158389,-0.114769,0.277052,-0.223726,-0.121717,0.0531155,0.50715,-0.178565,-0.0454095,0.229694,0.0233469,0.154389,0.0708413,0.000386361,0.0755853,-0.00195426,0.133627,0.169377,0.00225451,-0.225444,-0.0957487
2.21821,-0.39252,0.0690492,0.276212,0.284987,0.577166,0.22814,-0.106387,-0.262974,0.101167,0.348431,0.0846293,-0.0875972,-0.0542403,-0.237566,-0.0170941,-0.0230039,0.443535,-0.0556918,-0.260388,0.112588,-0.0626682,0.0688388,-0.0426951,0.0333806,-0.0330909,0.024165,-0.0160806,0.0991163,-0.128942,-0.0233362,-0.175234
1.93469,-0.262626,0.0761883,0.130523,0.436128,0.368011,0.12186,-0.148798,-0.298949,0.19171,0.38183,0.152088,0.0358898,0.134969,-0.07238,0.206595,-0.0173513,0.425736,0.196383,-0.199635,0.267897,-0.395885,0.341769,0.105317,0.188761,0.0261641,0.0338031,0.0732411,0.369929,-0.0484694,-0.0746175,-0.144022
1.89605,-0.290551,0.172975,0.0691156,0.261915,0.351807,0.0241755,-0.207805,-0.184363,0.142913,0.343921,0.157769,0.185571,0.260158,-0.11929,0.135028,0.162677,0.376185,-0.245699,-0.105654,0.147396,0.115486,0.112039,0.0743424,-0.133552,-0.0306533,0.0645515,0.0531046,0.0747053,-0.161119,-0.204678,-0.196471
2.09452,-0.555589,-0.0189658,0.30093,0.287634,0.553694,0.61342,-0.16896,-0.237699,0.125548,0.362034,0.238391,0.166998,0.115288,-0.305071,0.227833,-0.0178874,0.366543,-0.144864,-0.165294,0.167442,0.0281466,0.199216,0.0258109,0.145222,0.0117693,-0.037573,0.0772741,0.251693,-0.0560474,-0.0841886,-0.185183
2.11793,-0.422278,0.101133,0.11736,0.249602,0.703569,0.223465,-0.152525,-0.289663,0.154626,0.364519,0.216984,0.184974,0.152029,-0.492794,0.131428,0.0407796,0.428156,-0.10272,-0.156905,0.161156,0.245992,0.126891,0.0292251,0.241993,-0.0377755,-0.0370773,0.051479,0.19534,-0.0659351,-0.0585985,-0.0396275
1.88132,-0.155195,0.202746,0.136248,0.140297,0.50517,-0.0715774,-0.111461,-0.340978,0.14299,0.347057,0.273033,-0.025882,0.263372,-0.400417,0.11843,0.165368,0.401277,-0.0818467,-0.16604,0.213572,0.139503,0.0895263,0.000484144,0.021538,-0.0334902,-0.0471252,-0.0131034,0.239823,-0.0436955,-0.029463,-0.021885
1.85016,-0.387328,0.177282,0.247439,0.293841,0.600355,0.095518,-0.123143,-0.240173,0.213454,0.346234,0.128818,0.219914,0.287594,-0.235188,0.140261,0.160922,0.51253,-0.0504826,-0.138111,0.164499,0.133027,0.117131,0.0394087,-0.00859792,-0.0298947,-0.0512195,0.070112,0.107228,-0.0358089,-0.277766,-0.106629
2.20235,-0.370775,0.331642,0.16646,0.211685,0.367541,0.0620629,-0.107784,-0.237765,0.148544,0.333112,0.216795,-0.0697521,0.087988,-0.573929,-0.131556,-0.152984,0.427606,-0.272363,-0.297059,0.172452,-0.0618571,0.145328,-0.0391671,0.0277979,0.0235991,-0.00739069,0.0289243,0.101482,-0.129661,-0.090201,-0.267745
2.06509,-0.418647,0.0815285,0.208749,0.118612,0.244027,-0.0757775,-0.114688,-0.351483,0.117989,0.360149,0.121756,0.0358601,0.0708375,-0.138064,0.155924,0.265497,0.473989,-0.101797,-0.136635,0.27785,0.142364,0.22556,0.0885034,0.0389494,0.0579578,0.0748014,0.0662922,0.196407,-0.0597872,-0.133157,0.0128838
1.90101,-0.296873,0.243473,0.143464,0.0944156,0.453131,0.180405,-0.223785,-0.198396,0.10209,0.345359,0.211012,-0.0626748,0.138907,-0.203091,0.125758,-0.236756,0.404001,-0.0163249,-0.106482,0.272285,0.116015,0.148068,0.105913,0.0345534,0.126609,0.00986171,0.171586,0.117162,0.0228225,-0.234972,-0.150444
1.74532,-0.283725,0.269139,0.203642,0.275915,0.561504,0.06225,-0.134534,-0.318977,0.208914,0.349,0.261834,0.221227,0.31848,-0.262796,0.0761633,0.357063,0.391618,-0.129428,-0.11881,0.248545,-0.0251229,0.214713,0.102407,-0.00366091,-0.0239909,0.0405527,0.0880613,0.119002,-0.0916869,-0.101583,-0.0578987
1.92043,-0.450067,0.217705,0.319492,0.269913,0.416832,-0.015011,-0.110609,-0.257963,0.145117,0.363205,0.143338,-0.136662,0.141218,-0.280015,0.0576047,0.110359,0.44117,-0.0685639,-0.182713,0.231306,0.015569,0.204036,0.116566,0.199582,0.0464928,0.0926033,0.202173,0.262591,0.0712776,-0.27113,-0.17333
1.89417,-0.40531,0.0804838,0.407611,0.440853,0.65332,0.154223,-0.148109,-0.151396,0.10834,0.329633,0.0553642,0.000827574,0.0554824,-0.092835,0.0928471,0.0104824,0.468033,-0.121714,-0.143469,0.332879,-0.260714,0.227609,0.156796,0.141065,0.106901,0.0827956,0.199138,0.194598,-0.0197316,-0.198469,-0.172434
2.05696,-0.373118,0.281876,0.0318392,0.269205,0.377485,-0.0654502,-0.146718,-0.186619,0.129021,0.341401,0.180429,0.0479408,0.0616104,-0.290455,-0.0780721,-0.0450682,0.415785,-0.00108465,-0.194107,0.175911,0.0935658,0.144641,0.0330905,0.146037,-0.00638804,-0.0213028,0.0873411,0.0431408,-0.132907,-0.160902,0.0318913
2.03542,-0.462464,0.15199,0.43502,0.485161,0.703622,0.442638,-0.141252,-0.22581,0.184528,0.350056,0.250121,-0.188982,0.144678,-0.387872,0.00361622,-0.152246,0.411866,-0.250622,-0.18957,0.168194,-0.0570114,0.0932725,0.0212627,0.262737,-0.0328925,-0.0616604,0.0722737,-0.0519136,-0.128778,-0.123653,-0.0576038
2.01238,-0.171078,0.198462,0.193439,0.339789,0.551646,-0.00668913,-0.141042,-0.369513,0.201546,0.348355,0.396438,-0.32847,0.0537934,-0.542021,-0.0288812,0.136916,0.450607,-0.135836,-0.208052,0.105019,-0.0645398,0.072251,0.0238649,-0.0717216,-0.108535,-0.0611358,0.0830561,0.0693308,-0.134056,-0.17396,-0.0512881
2.08008,-0.337503,0.23626,0.201355,0.322674,0.493003,0.266852,-0.140669,-0.196137,0.105087,0.368252,0.205966,0.0237401,0.0117775,-0.355524,0.0756279,-0.111453,0.38213,-0.109293,-0.163565,0.140666,0.21731,0.206378,-0.0409433,0.020787,-0.0656466,-0.00610016,-0.0325382,0.0455908,-0.126877,-0.273192,-0.0316756
2.35477,-0.479485,0.176016,-0.0480115,0.0780302,0.468211,0.166143,-0.129626,-0.246464,0.107292,0.360688,0.113086,-0.079292,0.148788,-0.270612,-0.0185736,0.00523892,0.437551,-0.0864329,-0.208532,0.120519,-0.00125433,0.0340439,0.00448568,-0.0184623,-0.0155751,-0.0295767,0.0969992,0.142479,-0.121698,-0.0300615,-0.140388
2.51357,-0.400385,-0.048887,-0.0469571,0.177958,0.233779,-0.0182451,-0.145174,-0.33234,0.198015,0.35704,0.129482,-0.0246106,-0.0603497,-0.193985,-0.107097,-0.0506691,0.446784,-0.0783645,-0.235647,0.126249,0.016834,0.0701215,-0.0674767,0.0636474,-0.0623326,-0.0855271,0.0404821,0.14012,-0.208054,-0.210292,-0.0615528
2.11938,-0.397564,0.0863926,0.08679,0.237462,0.348403,0.140227,-0.117354,-0.359287,0.155543,0.354781,0.172742,0.0776178,0.209052,-0.272312,-0.123168,0.0354057,0.363634,-0.149,-0.18134,0.233135,0.141767,0.179268,0.0922975,0.330009,0.000442184,0.0394716,0.0513099,-0.0688516,-0.066179,-0.235387,-0.268337
2.28366,-0.379737,0.214192,-0.0194888,0.114993,0.268456,-0.0882751,-0.180608,-0.182139,0.12171,0.344308,0.254001,0.176648,-0.0631691,-0.424299,0.076423,-0.125145,0.442989,-0.0529149,-0.227236,0.176961,0.0541153,0.0595048,0.0572965,0.0960742,-0.000916329,-0.0473773,-0.00234155,0.0337999,-0.118756,-0.123054,-0.0727513
2.25411,-0.339062,0.0605603,0.0399952,0.131308,0.268715,0.0341663,-0.109743,-0.422957,0.117298,0.349792,0.147371,-0.131878,0.0567128,-0.281111,0.141954,0.203457,0.37145,-0.0605924,-0.238047,0.195341,0.16979,0.132905,-0.00281557,0.0600261,0.0188133,-0.050208,0.109962,0.0371012,-0.100242,-0.243199,-0.102176
2.39213,-0.562223,0.0786878,-0.158484,0.0812332,0.218266,-0.053694,-0.107109,-0.264644,0.166062,0.405051,0.253788,0.190925,0.260893,-0.367729,0.00444326,0.0083556,0.337164,-0.150497,-0.10629,0.198753,0.0112478,0.242609,-0.0447823,-0.105285,-0.0182731,0.0932173,0.110268,-0.102386,-0.0663095,-0.171604,-0.140793
2.24662,-0.323849,0.25771,-0.32016,-0.0504714,0.208177,-0.326588,-0.145112,-0.32043,0.143993,0.380447,0.120635,0.0161467,0.102648,-0.087182,0.0905392,0.103449,0.422903,-0.0498374,-0.204318,0.160407,0.0184773,0.0774963,-0.0625126,-0.0524765,-0.0463636,-0.0814659,0.0644801,0.0590369,-0.181414,-0.217926,-0.0923997
2.25228,-0.433148,0.160271,0.11152,0.0410296,0.255447,0.0360358,-0.121132,-0.222718,0.079232,0.354673,0.343682,0.174746,0.0912696,-0.354688,0.164084,0.0898237,0.386306,-0.321873,-0.271468,0.0342098,0.192306,0.128941,-0.0448867,-0.0052668,-0.136289,-0.157952,-0.0692665,0.0897167,-0.189711,-0.331282,-0.120432
1.99778,-0.350804,0.0690218,0.237415,0.440302,0.46358,0.326275,-0.100433,-0.299428,0.150472,0.360634,0.141782,-0.0451899,0.202485,-0.359726,-0.100413,0.00222885,0.403267,-0.105466,-0.189787,0.133832,-0.0265604,0.115338,0.024312,-0.0711659,-0.0438096,-0.0447733,0.0414232,0.163669,-0.150892,-0.194574,-0.087179
1.84396,-0.233857,0.220679,0.32696,0.233099,0.329212,-0.0498811,-0.134662,-0.224657,0.169186,0.368446,0.23375,-0.00221014,0.409351,-0.138566,-0.0139942,0.201526,0.444687,-0.088731,-0.136305,0.153362,-0.0754244,0.083876,0.0266227,0.0664027,0.013241,-0.0841618,0.0410313,0.07235,-0.141822,-0.160624,-0.150535
1.78681,-0.155654,0.228363,0.134051,0.288698,0.460318,0.0526741,-0.159573,-0.316333,0.160127,0.354793,0.126936,0.0656755,0.308832,-0.113214,0.0524568,-0.023949,0.396068,-0.0163916,-0.36391,0.124518,-0.0121499,0.0781734,0.00751628,0.0133076,-0.0854806,-0.130943,0.0410548,0.0564103,-0.140551,-0.369099,-0.279319
2.40748,-0.45536,0.0106756,0.0436876,0.00740162,0.120053,-0.050552,-0.0950788,-0.300361,0.197776,0.365986,0.149633,-0.0180717,0.287149,-0.238145,0.0648811,-0.238578,0.381248,-0.309979,-0.138158,0.269686,0.25717,0.205906,0.124413,0.143748,0.00781756,0.0285579,0.167507,0.418388,-0.087689,-0.152117,-0.073844
