alpha,public,urban,healthcentre,primary,secondary,tertiary,logVisits,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines
0.668928,-0.304541,0.0965517,0.965604,1.0571,1.54198,1.33419,-0.31034,0.732293,0.184355,0.135572,0.299425,-0.267704,-0.157574,-0.0750432
0.918328,-0.452445,0.717456,0.526966,0.549656,0.600922,0.577213,-0.273673,0.688283,0.0694662,0.147925,-0.0073939,-0.124596,-0.0466997,-0.131794
0.861614,-0.566624,0.518632,1.08356,0.36535,0.817191,0.607902,-0.235588,0.681698,0.60953,0.212371,0.284973,-0.494497,0.174027,-0.000467117
1.21459,-0.707027,0.214698,0.574292,0.53906,0.978121,0.405262,-0.219021,0.789155,0.395213,0.37577,0.217886,-0.409034,-0.0612948,0.204556
1.01995,-0.488598,0.460281,0.79351,0.496661,1.10395,0.774775,-0.286077,0.666022,0.603912,0.395985,0.194483,-0.694155,0.015999,-0.374396
1.00747,-0.44223,0.356696,0.655213,0.756158,0.966596,1.17558,-0.257417,0.752354,0.551729,0.241802,-0.0293105,-0.642191,-0.0351935,-0.259411
0.861252,-0.197528,0.211195,0.760004,0.644722,0.989234,0.732357,-0.27579,0.692731,0.199848,0.268941,0.347085,-0.368795,0.0256276,-0.0234528
1.19938,-0.51845,0.241493,0.940104,0.54489,1.00946,0.887399,-0.258039,0.601705,0.234789,0.424792,0.0281682,-0.626565,-0.188574,-0.284191
1.41896,-0.404618,0.204423,0.0737502,0.0070055,0.641404,0.274623,-0.260783,0.773444,0.440353,0.620415,0.111982,-0.25785,0.0956902,-0.222735
0.833302,-0.486885,0.447562,0.643169,0.73029,0.911735,1.07082,-0.318786,0.678049,0.29539,0.378941,0.169441,-0.105108,-0.119113,-0.027797
0.542783,-0.538578,0.368484,0.732194,0.601203,0.95169,1.41658,-0.250451,0.659148,0.51836,0.436756,0.650748,-0.0991531,0.511269,0.16238
1.11185,-0.632494,0.373482,0.670355,0.771549,0.987144,1.33329,-0.210553,0.734418,0.447604,0.0860683,0.244602,-0.66608,-0.233365,-0.153051
0.65327,-0.400963,0.29891,0.829604,0.971193,1.38016,1.3407,-0.339943,0.743007,0.374622,0.562659,0.342319,-0.42426,-0.15413,-0.377365
0.243071,-0.33448,0.305433,1.27945,0.918554,1.75071,1.5272,-0.325041,0.793727,0.296764,0.443556,0.526132,-0.164744,-0.0457908,0.0973403
1.0059,-0.710634,0.0906216,0.56725,0.498777,1.11662,0.367657,-0.241733,0.809259,0.364119,0.617382,0.65313,-0.308224,-0.124215,0.492294
0.721407,-0.563653,0.13728,1.02225,0.741423,1.2778,0.806506,-0.259314,0.709725,0.270278,0.452694,0.454576,-0.408379,0.124475,0.00678367
0.868542,-0.508758,0.59146,0.948769,0.672999,1.12259,0.873522,-0.276317,0.781096,0.445652,0.187385,0.501432,-0.679606,-0.182727,-0.335402
1.2902,-0.729767,0.225701,0.950082,0.534284,0.643083,0.859555,-0.13045,0.722648,0.246641,0.179015,0.433594,-0.454691,0.0283058,-0.0197603
1.19213,-0.659513,-0.0310302,0.556928,0.73517,1.22669,1.33558,-0.230546,0.6898,0.358573,0.488238,0.406157,-0.413823,0.435779,-0.00305129
0.937123,-0.665647,0.394162,0.883154,0.49953,1.03207,1.01145,-0.217616,0.738271,0.052398,0.0287271,0.0231145,-0.0493799,0.0578859,-0.0441043
1.10974,-0.425068,0.468808,0.466926,0.216732,0.747469,0.866844,-0.245256,0.660363,0.198639,0.257494,0.0419551,-0.530321,-0.0584664,-0.226153
0.928938,-0.559132,0.277272,1.12328,0.83924,1.13857,0.938374,-0.246403,0.712501,0.330655,0.168466,0.153512,-0.717021,-0.334119,-0.0856329
1.42073,-0.726372,0.38855,0.647623,0.258182,0.734084,0.735969,-0.24717,0.616305,0.428795,0.310566,0.160993,-0.721884,0.0483286,-0.299075
1.16198,-0.608233,0.0181707,0.631847,0.676574,1.00693,1.3112,-0.296931,0.722461,0.883614,0.505522,0.403846,-0.649854,-0.0103046,-0.194312
1.4959,-0.571839,0.355521,0.406638,0.195006,0.382296,-0.17195,-0.170363,0.721554,0.295465,0.411243,0.347373,-0.273882,-0.169895,-0.0106405
1.07111,-0.718468,0.387751,0.607132,0.310013,0.672762,0.888497,-0.223487,0.67354,0.337979,0.520861,0.379308,-0.286315,0.0410528,-0.0163685
1.01366,-0.446,0.379117,0.924187,0.544201,1.11712,0.739706,-0.240606,0.634495,0.335361,0.372094,0.224408,-0.614252,-0.328665,-0.28875
1.04215,-0.663278,0.266476,0.86223,0.512418,1.09038,1.00966,-0.315321,0.753274,0.149202,0.253667,0.0392719,-0.181401,-0.00570937,0.17009
0.500921,-0.437089,0.131331,0.887373,0.825705,1.63172,1.7051,-0.322415,0.786592,0.497799,0.420354,0.488561,-0.615613,-0.0407152,0.216588
1.31183,-0.555688,0.303689,0.410235,0.662733,0.662218,1.0734,-0.302951,0.709842,0.634387,0.310068,-0.0336841,-1.02615,-0.178705,-0.409547
1.67145,-0.509621,0.0535676,0.517052,0.268008,0.55973,0.490287,-0.130654,0.742065,0.404278,0.14243,0.298756,-0.829671,-0.502774,-0.238924
1.06818,-0.738521,0.474859,0.562074,0.286908,0.905351,0.764977,-0.237976,0.640462,0.446133,0.508155,0.334304,-0.277775,-0.00780052,-0.0865699
0.668453,-0.397474,0.384102,1.09508,0.897905,1.38551,1.34213,-0.265803,0.663938,0.318774,0.130108,0.280689,-0.611294,-0.207788,-0.272179
0.943047,-0.585327,-0.0332405,1.07888,0.822704,1.33989,1.01333,-0.279068,0.624337,0.525651,0.29611,0.278239,-0.613008,-0.136566,0.0663952
0.974493,-0.440276,-0.017875,0.849343,0.729622,1.19511,0.740643,-0.352923,0.774457,0.431744,0.358113,0.407659,-0.247128,-0.00761154,-0.221367
0.998052,-0.571508,0.325931,1.0507,0.695974,0.908204,0.993631,-0.179029,0.754078,0.26231,0.369888,0.0319146,-0.647077,0.0587918,-0.299266
1.21674,-0.932445,0.224649,0.772269,0.187663,0.833326,0.651521,-0.151253,0.733629,0.429468,0.506684,0.529916,-0.294309,0.29758,0.315158
0.8181,-0.374028,0.303441,0.810963,0.383872,1.14247,1.18651,-0.302087,0.708344,0.209737,0.372494,0.250299,-0.565135,0.166007,-0.0632837
0.96969,-0.473211,-0.0942326,0.878605,0.862908,1.22262,1.23186,-0.265539,0.682393,0.68531,0.678063,0.674541,-0.36482,-0.0647265,0.0121392
0.938351,-0.683701,0.0123472,0.673782,0.674483,0.998894,0.555895,-0.271109,0.703205,0.461939,0.858066,0.494484,-0.134169,0.407668,0.458763
1.29569,-0.468982,0.266095,0.756443,0.460302,0.839123,0.677747,-0.19381,0.778053,0.337479,0.0227023,0.082887,-0.573105,-0.393809,-0.471131
0.736478,-0.476543,0.544006,0.894718,0.707431,1.18776,0.692477,-0.172649,0.75209,0.426104,0.494764,0.346295,-0.687006,-0.104344,0.036026
0.657584,-0.44349,0.37368,0.728255,0.394809,1.34097,0.54413,-0.24643,0.652481,0.238542,0.494679,0.538239,-0.373269,0.255216,0.183954
0.946473,-0.279936,0.453776,0.621378,0.490255,0.7481,0.473185,-0.154231,0.727039,0.543196,0.436269,0.215447,-0.562094,0.0314403,0.23037
1.5094,-0.406881,0.206398,0.783841,0.365509,0.850766,0.545314,-0.209976,0.750242,0.36361,0.0502531,0.0984993,-0.769057,-0.287247,-0.222077
1.65417,-0.722629,0.0524154,0.564903,0.563755,1.07253,0.575829,-0.296971,0.72821,0.256593,0.0805642,-0.0695343,-0.717686,-0.0811963,-0.281324
0.882143,-0.486922,0.342781,0.753238,0.465772,0.987052,0.959118,-0.258299,0.617175,0.188997,0.437498,0.252854,-0.235862,-0.0416638,-0.158209
1.14418,-0.672277,0.0581807,0.933619,0.769813,1.27402,0.719672,-0.206322,0.693806,0.332659,0.26171,0.298742,-0.735637,-0.00797813,-0.0633712
1.02872,-0.580696,0.298166,0.886398,0.898973,1.07527,1.07433,-0.29342,0.628608,0.469852,0.207496,0.242524,-0.708824,-0.200146,-0.199581
1.41679,-0.676608,0.438929,0.709628,0.422073,0.831776,0.242755,-0.179091,0.724854,0.164703,0.125152,0.0190074,-0.261427,-0.181043,-0.188653
1.23408,-0.474282,0.0542457,0.851407,0.612386,0.966796,0.731796,-0.280524,0.644827,0.643257,0.210868,0.272669,-0.595425,-0.317101,-0.213707
0.987259,-0.44392,0.289862,0.455727,0.636853,0.845708,0.941753,-0.25375,0.676112,0.177204,0.403883,0.202766,-0.23568,-0.0316327,-0.00564301
0.917313,-0.648351,0.299147,0.865197,0.487279,1.42057,1.13041,-0.228654,0.644533,0.390689,0.405727,0.304013,-0.405882,0.16704,-0.0387156
1.00543,-0.578851,0.251081,0.934319,0.666534,1.00059,1.137,-0.290044,0.657407,0.232485,0.330672,0.188331,-0.570883,-0.0663483,0.00278216
0.570877,-0.355283,0.47236,1.19597,0.62649,1.56582,1.29111,-0.36062,0.791502,0.283155,0.126651,0.253323,-0.191077,0.0642794,-0.086197
1.66613,-0.649657,-0.260495,0.843479,0.700507,1.14571,1.64339,-0.332273,0.718361,0.787433,0.421998,-0.189894,-0.878328,-0.395432,-0.667481
0.375163,-0.198542,0.681919,0.927166,0.591577,1.0977,1.39191,-0.356639,0.710262,0.346152,0.231404,0.235196,-0.213351,0.0192442,-0.0463333
0.861782,-0.687898,0.414464,0.606979,0.231174,0.632452,0.905,-0.296389,0.743912,0.434248,0.844364,0.520207,-0.0931399,0.497595,-0.0459372
0.521131,-0.196993,0.489933,0.80615,0.553204,1.20005,1.18688,-0.313075,0.678977,0.328787,0.152745,0.273687,-0.441763,0.121582,0.0595219
1.00459,-0.366711,0.388246,0.734506,0.727466,1.25705,0.916671,-0.300097,0.748835,0.415556,0.346745,-0.0307156,-0.672195,-0.182171,-0.329115
0.986542,-0.454508,0.372824,0.507118,0.128294,0.628099,0.818692,-0.166307,0.750486,0.338206,0.696924,0.484597,-0.328645,0.213727,0.0794563
1.23266,-0.552922,0.132251,0.700484,0.639894,1.14123,0.906361,-0.168507,0.658376,0.35217,0.137494,0.35375,-0.622204,-0.130515,0.0294565
1.3416,-0.503485,0.247878,0.678356,0.368598,0.696742,0.577827,-0.166099,0.717742,0.294303,0.20106,0.0748626,-0.477702,-0.0106708,-0.152203
1.04483,-0.415614,0.466817,0.778599,0.320612,0.581287,0.310952,-0.195034,0.731295,0.57878,0.132537,0.344136,-0.511089,0.146344,0.234712
1.27762,-0.516065,0.237089,0.788483,0.6475,1.07832,0.555061,-0.250611,0.662248,0.476155,0.193678,0.166927,-0.763979,-0.407424,-0.413165
0.752888,-0.355583,0.530772,0.692533,0.802668,1.3459,1.14198,-0.373269,0.649836,0.317331,0.225864,-0.0376206,-0.544159,-0.0288018,-0.288328
1.35268,-0.235953,0.42609,0.325995,-0.00563598,0.526853,0.324294,-0.194348,0.759606,0.284938,0.176248,0.105964,-0.411601,-0.320236,-0.26023
1.01567,-0.579761,0.243897,0.9216,0.487518,0.929793,0.842362,-0.182905,0.670116,0.287957,0.46285,0.523779,-0.678161,0.26467,-0.0703643
0.163236,-0.336283,0.438098,0.784206,0.732167,0.777996,0.821954,-0.193395,0.830642,0.575903,1.00224,0.850666,-0.1995,-0.0917866,0.752062
1.48837,-0.87869,0.333913,0.672387,0.471538,1.26418,0.480705,-0.269657,0.723628,0.312807,0.181034,-0.0122638,-0.626616,-0.239619,-0.312097
1.02865,-0.566184,0.229974,0.731549,0.354243,0.761852,0.696795,-0.235584,0.704055,0.306985,0.209307,0.456924,-0.244784,-0.029592,0.307682
1.01395,-0.367542,0.346222,0.738879,0.587094,0.848737,0.808779,-0.257567,0.68854,0.465554,0.274735,0.141901,-0.591655,-0.149619,-0.256613
1.59286,-0.639268,0.336369,0.357712,0.266021,0.541319,0.382113,-0.174902,0.714865,0.761866,0.0904068,0.0592588,-0.671258,-0.285159,-0.0566704
1.0328,-0.51401,0.383187,0.950097,0.63042,1.4455,1.24668,-0.32604,0.666943,0.341134,5.72064e-05,-0.0595123,-0.684799,0.0417491,-0.360066
0.7213,-0.32346,0.199573,0.795672,0.728727,1.2393,1.44083,-0.293946,0.708575,0.437036,0.369107,0.401333,-0.628128,0.140659,0.334573
1.15269,-0.53212,0.209996,0.604828,0.747105,1.09592,0.871943,-0.288535,0.652899,0.48173,0.408058,-0.0362299,-0.652563,-0.302108,0.0399814
1.3243,-0.598548,0.356189,0.459649,0.474497,0.503648,0.187817,-0.19182,0.807556,0.243766,0.248614,0.488363,-0.175895,-0.0846171,0.104184
1.50745,-0.63869,0.363651,0.0547746,0.193099,0.508581,-0.0885632,-0.208126,0.779176,0.275441,0.265875,0.0425817,-0.179121,-0.100856,0.0280394
1.74681,-0.798758,0.269663,0.393128,0.204653,0.395859,0.292015,-0.240391,0.736407,0.251617,0.428585,-0.0313726,-0.421665,-0.102728,-0.218848
0.577975,-0.573446,0.524702,1.04678,0.72196,1.23784,0.566923,-0.251205,0.682303,0.343203,0.368321,0.259862,-0.485307,0.242769,0.0644209
0.760998,-0.561449,0.110457,0.899997,0.763588,1.54907,1.14149,-0.379461,0.649087,0.433058,0.500931,0.33121,-0.486375,-0.0165604,-0.0802466
1.24629,-0.644168,0.00128223,0.694904,0.535665,0.903611,0.510853,-0.178772,0.715796,0.41445,0.475552,0.368264,-0.493336,-0.0348781,0.054108
1.3045,-0.709899,0.132493,0.750814,0.24492,0.764273,0.652847,-0.114346,0.806398,0.326751,0.337414,0.540582,-0.303303,0.163944,-0.118677
1.16907,-0.715714,0.377927,0.389173,0.194031,0.456933,0.53909,-0.233665,0.621785,0.253722,0.754954,0.246186,-0.313204,0.211599,0.109832
1.68189,-0.627269,0.152559,0.139345,-0.142432,0.333776,0.457442,-0.137657,0.703569,0.21985,0.198203,0.440595,-0.258397,-0.0990358,0.0349955
1.13372,-0.533195,0.34405,0.415887,0.132924,0.873111,0.703625,-0.301322,0.688565,0.305724,0.301113,0.433306,-0.360473,0.23203,-0.341019
0.966093,-0.419993,0.321472,0.951647,0.724372,1.19029,0.965068,-0.272379,0.729342,0.174624,0.0457507,0.0956131,-0.438984,0.0158808,-0.320426
1.30185,-0.751867,0.132991,0.738646,0.179085,0.871723,0.724923,-0.142587,0.776661,0.426372,0.507725,0.527015,-0.413314,0.404708,0.198573
1.36665,-0.579316,0.33135,0.485994,0.609553,1.26647,0.787748,-0.267103,0.716127,0.513585,0.328587,-0.0575149,-1.05361,-0.609812,-0.44988
0.887041,-0.46859,0.180796,0.884232,0.365655,0.839718,1.11244,-0.242438,0.722785,0.367954,0.50451,0.292851,-0.141675,0.0597337,-0.137486
0.953304,-0.609151,0.253256,0.617694,0.561502,1.13343,1.21521,-0.23935,0.703152,0.356397,0.507972,0.161243,-0.357283,0.162476,0.0263336
1.10526,-0.734623,0.203253,0.680418,0.475784,1.16184,0.961953,-0.330363,0.707594,0.355105,0.578683,0.395233,-0.304682,0.095611,-0.0216941
1.03278,-0.429525,0.509357,0.667934,0.419834,0.90462,0.860046,-0.310829,0.701008,0.255099,0.13078,-0.00965949,-0.265737,-0.166525,-0.261637
0.789499,-0.682269,0.194738,0.753013,0.711145,1.02505,1.22829,-0.300557,0.694526,0.592739,1.1103,0.497947,-0.225323,0.235984,0.171395
0.959028,-0.53339,0.292891,1.09238,0.871435,1.07113,0.952692,-0.152481,0.721818,0.570094,0.246645,0.430731,-0.807346,-0.246327,-0.19924
1.59983,-0.686295,0.263357,0.338767,0.352616,0.801788,0.457418,-0.233278,0.686584,0.250607,0.075299,-0.0643646,-0.561845,0.00657784,-0.20832
0.803029,-0.412221,0.219866,0.775728,0.727288,1.10588,1.13556,-0.359635,0.715466,0.203288,0.382915,0.237554,-0.402357,0.0819355,-0.168231
0.876947,-0.853361,0.373996,0.99122,0.4475,1.12918,0.605957,-0.19119,0.692859,0.274158,0.308437,0.468549,-0.20865,0.347891,0.219372
1.21223,-0.626304,0.449045,0.656343,0.491827,0.902911,0.972481,-0.152483,0.713902,0.459447,0.127965,0.115093,-0.671862,-0.0737559,-0.177979
0.688168,-0.333131,0.188366,1.0706,0.455299,1.11556,1.09396,-0.240465,0.676967,0.54461,0.567521,0.488479,-0.139435,0.00445519,0.106355
1.37503,-0.850818,0.124683,0.592434,0.374895,0.612075,0.684677,-0.133891,0.703727,0.266814,0.553443,0.511124,-0.681875,0.193608,0.0897783
1.40872,-0.802938,0.447358,0.595684,0.239327,0.689546,0.0316877,-0.159902,0.822099,0.222406,0.153428,0.240241,-0.156674,-0.012219,-0.207894
1.13676,-0.650951,0.451414,0.830327,0.532143,0.819339,0.668986,-0.219334,0.592015,0.265205,0.207381,0.279172,-0.585148,-0.014086,-0.342651
1.16703,-0.60487,0.169414,0.83234,0.65195,1.03309,0.519762,-0.170246,0.811819,0.408729,0.386821,0.210086,-0.615877,-0.122267,-0.247256
1.18292,-0.51771,0.190311,0.842398,0.692295,1.10047,0.790696,-0.215766,0.778539,0.370413,0.321952,0.209873,-0.685605,-0.53086,-0.130104
0.324031,-0.333191,0.175105,0.904952,1.05719,1.36924,1.38512,-0.331309,0.676275,0.208773,0.734829,0.246553,-0.176597,0.230086,0.176915
0.926954,-0.472484,0.288342,0.722107,0.550685,0.892486,0.560056,-0.233137,0.6525,0.308855,0.270568,0.338212,-0.554842,0.0677986,0.0173635
1.39959,-0.748902,0.419201,0.205037,0.356044,0.630891,0.0429562,-0.254839,0.674762,0.274751,0.617505,0.270714,-0.358854,-0.15368,-0.010638
1.17912,-0.519635,0.326165,0.605328,0.364627,1.04667,0.581491,-0.318162,0.669042,0.202757,0.319149,0.0826184,-0.337448,-0.00203807,-0.286526
1.0448,-0.550827,0.216965,0.544672,0.471689,0.849118,0.681389,-0.227888,0.666983,0.537882,0.591556,0.523287,-0.40667,0.103298,-0.0813213
0.737841,-0.366359,0.163372,0.749082,0.638384,0.792466,1.0992,-0.217694,0.668508,0.378097,0.717136,0.523156,-0.26544,0.172768,-0.0494864
1.14136,-0.548245,0.13481,0.494934,0.372016,0.649996,0.655239,-0.26184,0.664489,0.488907,0.831207,0.427248,-0.2503,0.229024,-0.111134
1.01772,-0.416583,0.0812093,0.985915,0.899211,1.37798,1.32662,-0.326195,0.782359,0.623091,0.422555,-0.258032,-0.692544,-0.14897,-0.386474
0.74504,-0.423753,0.350154,0.983668,0.801812,1.15303,0.751485,-0.227898,0.649786,0.434881,0.322153,0.419134,-0.314076,-0.0149928,0.0113088
0.620831,-0.317937,0.468451,0.841029,0.787312,1.69206,1.15481,-0.388377,0.6599,0.238523,0.144629,0.0198423,-0.383871,-0.305826,-0.14977
1.1629,-0.575558,0.316865,0.868798,0.643639,1.01558,1.23437,-0.31942,0.676833,0.23225,0.108325,-0.133459,-0.510774,-0.233561,-0.347504
1.46766,-0.729188,0.282456,0.947045,0.366363,0.798225,0.771653,-0.182092,0.678242,0.336558,0.173404,0.404338,-0.263013,-0.366362,-0.339135
1.22013,-0.437218,0.28355,0.672868,0.469012,0.917837,0.703382,-0.156712,0.696719,0.141695,0.0681094,0.247752,-0.347158,-0.291776,-0.119686
0.975942,-0.522743,0.319837,1.11159,0.42157,0.846029,0.6847,-0.12715,0.651773,0.420104,0.328182,0.605221,-0.394289,0.0293934,0.245244
1.34475,-0.678742,0.310228,0.472418,0.543002,0.9586,0.873953,-0.29771,0.763104,0.282782,0.347463,0.098854,-0.563246,-0.265192,-0.134023
1.00702,-0.442836,0.388311,0.606701,0.449263,0.541709,0.29889,-0.124804,0.634647,0.249131,0.454327,0.311173,-0.638715,-0.072846,0.147232
1.00506,-0.666918,0.561057,0.798366,0.655121,0.878516,0.463706,-0.236992,0.740131,0.257508,0.330528,0.142269,-0.631886,-0.0205933,-0.037035
1.04426,-0.62025,0.236663,1.13169,0.555145,0.832631,1.08918,-0.254858,0.768664,0.271714,0.401685,0.290158,-0.294623,-0.0508921,-0.152187
0.906745,-0.293771,0.447588,0.73914,0.505824,1.01178,0.844955,-0.21397,0.7185,0.340005,-0.0336767,0.191304,-0.557549,-0.187307,-0.0952773
1.11679,-0.598941,0.370191,0.516687,0.368311,0.837513,0.738414,-0.274063,0.784441,0.272289,0.652147,0.474157,-0.330296,0.0867323,-0.336754
1.18242,-0.447406,0.347458,0.305009,-0.00497983,0.654673,0.688616,-0.268032,0.749607,0.329769,0.433696,0.190162,-0.00868527,-0.0151303,-0.191129
0.353378,-0.0500779,0.141065,1.06404,1.26169,1.68684,1.1984,-0.263213,0.743893,0.334112,0.578276,0.442237,-0.406616,0.0153797,0.138029
1.2053,-0.651915,0.327517,0.742115,0.341198,0.631635,0.519527,-0.161922,0.626258,0.273444,0.260554,0.353575,-0.352419,-0.184498,-0.17138
1.82851,-0.847211,0.106586,0.618743,0.34867,1.06541,0.828,-0.209016,0.717572,0.748489,-0.142967,-0.00949277,-0.850118,-0.293447,-0.425341
1.24049,-0.349045,0.215237,0.558511,0.258872,0.842203,1.04298,-0.366795,0.790909,0.228488,0.190749,-0.0707628,-0.197504,-0.116758,-0.242783
0.60182,-0.356442,0.468458,0.706819,0.715819,0.932068,1.09977,-0.267571,0.636859,0.483774,0.556406,0.367836,-0.210005,0.0901392,0.0969679
2.04103,-0.876739,0.00520712,0.552259,0.394163,0.680496,0.578935,-0.185713,0.741073,0.530311,0.077809,0.0735311,-1.08804,-0.440457,-0.28041
1.37619,-0.887089,0.0859442,0.871719,0.39324,0.919924,0.657404,-0.235234,0.656553,0.206571,0.435744,0.420386,-0.244948,-0.0175721,-0.0321464
0.952092,-0.480515,0.166862,1.01216,0.805213,1.0866,1.16841,-0.285768,0.668594,0.21523,0.228691,0.0764727,-0.259548,0.0178113,-0.12831
0.846121,-0.692723,0.368133,1.09007,0.790204,1.17925,1.37141,-0.303392,0.662351,0.185329,0.485935,0.202542,-0.45032,-0.148178,-0.0840276
1.24076,-0.462,0.432648,0.761581,0.283717,0.630048,0.675932,-0.0795511,0.715501,0.590306,-0.133794,0.589038,-0.641763,-0.316102,-0.0182317
1.05738,-0.535117,0.215555,0.836458,0.74933,1.03952,0.613581,-0.212097,0.768305,0.302255,0.172144,0.35691,-0.261536,-0.0462959,-0.364537
0.865535,-0.320197,0.294753,0.775024,0.528969,1.13571,0.482646,-0.231961,0.744308,0.195052,0.367003,0.182736,-0.335615,0.375704,0.0931428
0.364533,-0.303682,0.449727,1.08686,0.964238,1.34652,0.875977,-0.285264,0.703036,0.351963,0.346699,0.262422,-0.681883,0.00767835,0.170118
0.590326,-0.30839,0.491093,0.648457,0.664482,1.40376,0.943773,-0.391537,0.702777,0.140609,0.393885,0.2699,-0.291934,0.111184,0.198796
0.818686,-0.427738,0.0147791,1.11908,1.08789,1.37404,0.865112,-0.23808,0.65774,0.266491,0.22299,0.416923,-0.355183,-0.243239,0.000832963
0.90797,-0.56809,0.181535,0.931361,0.782221,1.35768,1.07097,-0.326656,0.731311,0.243442,0.246907,0.170334,-0.386322,0.0907135,-0.164528
1.5492,-0.756557,0.205678,0.646615,0.46964,0.945829,0.567479,-0.198126,0.650022,0.452722,0.301889,0.0516571,-0.608679,-0.321915,-0.263883
0.627866,-0.543819,0.201406,0.994375,0.828251,1.27651,1.30557,-0.213928,0.661629,0.245454,0.275433,0.402986,-0.355222,-0.0807061,0.256179
1.29891,-0.398898,0.27088,0.160453,0.397272,0.610614,0.660953,-0.324827,0.691977,0.343728,0.49743,0.183728,-0.30813,-0.248838,-0.549356
0.986722,-0.655881,0.0143551,0.826498,0.800446,1.27869,1.24792,-0.288398,0.660835,0.402091,0.71708,0.244888,-0.371739,0.0901951,-0.169502
-0.0490657,-0.530429,0.358458,0.767019,0.557772,1.01762,1.00088,-0.235558,0.749677,1.0291,1.24279,1.38395,0.345621,0.998271,0.840391
2.10042,-0.333125,0.556663,0.53488,0.442894,0.903909,0.861154,-0.253856,0.809103,1.32367,-0.781835,-0.871342,-1.44037,-1.19661,-1.25749
1.8429,-0.710517,0.0560296,0.724846,0.163684,0.877203,0.710168,-0.234308,0.762694,0.365913,0.00873553,-0.172318,-0.712082,-0.255018,-0.411106
0.662871,-0.587004,0.354887,0.690507,0.423487,0.87199,0.0242884,-0.146904,0.741205,0.735639,0.598658,0.787914,-0.292095,0.20735,0.703866
1.20706,-0.671097,0.0794163,0.649274,0.326571,0.862391,1.07625,-0.213608,0.715585,0.591622,0.741304,0.297327,-0.210864,0.277108,-0.177069
0.569862,-0.313145,0.532148,0.669212,0.645526,0.803161,1.267,-0.27968,0.721849,0.204302,0.490799,0.529696,-0.0560593,0.461854,0.0765133
0.498343,-0.185824,0.193361,0.360948,0.529674,1.0146,0.633079,-0.211456,0.764762,0.642866,0.753236,0.891556,-0.120936,0.587028,0.206328
0.678882,-0.4327,0.271567,0.956098,0.910464,1.40977,1.06368,-0.239923,0.684055,0.325381,0.252407,0.356071,-0.372407,0.0404628,0.150968
0.946176,-0.422292,0.15852,0.66674,0.622397,1.00967,1.11476,-0.319245,0.693986,0.238726,0.400348,0.39379,-0.239536,0.0369348,-0.0491616
1.07445,-0.597418,0.525295,0.570939,0.514369,0.460423,0.457264,-0.271273,0.708373,0.287731,0.50548,0.285586,-0.384062,-0.0442627,-0.155961
1.14463,-0.59428,0.231369,0.59224,0.410018,0.698031,0.978881,-0.250893,0.667661,0.377426,0.527271,0.362419,-0.330225,0.0355676,-0.228581
1.51558,-0.840082,-0.00889071,0.614804,0.548902,0.471231,1.15701,-0.123509,0.675246,0.296367,0.451655,0.357461,-0.346774,0.0824218,-0.0888191
1.37155,-0.749675,0.481,0.637199,0.333198,0.938579,0.375386,-0.303424,0.751134,0.969328,0.0546063,0.0550627,-0.558873,-0.317091,-0.0947032
1.3211,-0.615089,0.29323,0.506692,0.157753,0.701704,0.406851,-0.207792,0.671261,0.186477,0.338439,0.211224,-0.312438,0.010541,-0.164793
0.87905,-0.367859,0.349248,0.953183,0.935044,0.86193,1.2391,-0.344772,0.758487,0.233693,0.327037,-0.0312132,-0.235096,0.0258565,-0.151612
1.25178,-0.540355,0.26653,0.8868,0.521407,0.930784,0.56547,-0.126693,0.632881,0.426462,0.149344,0.369114,-0.741128,-0.193949,-0.168987
1.33937,-0.531033,-0.0279816,0.853019,0.757039,1.24932,1.29345,-0.270473,0.667695,0.302821,0.0322141,-0.0664175,-0.528067,-0.290007,-0.308338
1.4969,-0.698821,0.0664145,0.436084,0.299931,0.969988,0.594084,-0.258193,0.724526,0.213516,0.181744,0.336645,-0.34988,-0.0542246,-0.296602
0.852596,-0.46248,0.465186,0.665263,0.216402,0.932018,0.370971,-0.239542,0.6875,0.106821,0.122588,0.258423,-0.168658,0.0201939,0.15565
1.19139,-0.430187,0.467079,0.735971,0.566243,0.85122,0.74062,-0.208331,0.608658,0.517384,0.0537421,0.0879611,-0.630968,-0.50821,-0.436421
1.0016,-0.673283,0.219074,0.864897,0.673422,0.813786,0.877247,-0.128521,0.675548,0.312953,0.260683,0.698912,-0.367157,0.117873,0.00864151
0.968101,-0.39138,0.3164,0.635744,0.606484,0.8844,1.21304,-0.346189,0.67392,0.20208,0.178723,0.171866,-0.259499,0.118134,-0.280094
1.6032,-0.651097,0.266795,0.189676,0.083855,0.659135,0.769073,-0.283035,0.663983,0.466588,0.439793,0.117175,-0.722849,-0.101822,-0.280612
1.11678,-0.462965,0.314395,0.714787,0.390984,0.762458,0.301545,-0.253102,0.715481,0.240903,0.311852,0.146738,-0.436148,-0.0959969,-0.0646368
1.5524,-0.640035,0.526385,0.292193,-0.0335241,0.5715,0.25394,-0.159618,0.652142,0.317706,0.0961321,0.124107,-0.683203,-0.187433,-0.200263
0.814554,-0.340307,0.422424,1.0109,0.90563,1.23686,1.09244,-0.286274,0.765039,0.253158,0.157866,-0.0814531,-0.760675,-0.322952,-0.277271
