alpha,public,urban,healthcentre,primary,secondary,tertiary,logVisits,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines
1.3878,-0.465768,0.17785,0.549967,0.447086,0.907106,0.639867,-0.218384,0.71076,0.626031,0.531839,-0.0736209,-0.996858,-0.456089,-0.350611
1.09384,-0.619782,0.656872,0.593537,0.592849,0.692042,1.24767,-0.26326,0.782462,0.429948,0.473158,-0.0766075,-0.551662,0.303624,-0.655707
1.54945,-0.859701,0.316024,0.528829,0.391834,0.753153,0.742594,-0.253469,0.701459,0.267922,0.219403,-0.201443,-0.631942,-0.0505613,-0.303204
0.475849,-0.535615,0.217889,1.21067,0.936803,1.26475,1.38356,-0.279525,0.637448,0.380848,0.597546,0.685583,-0.31034,0.200395,0.392427
1.04053,-0.61193,0.521579,0.760217,0.488238,0.879369,0.987556,-0.212575,0.68297,0.277976,0.216574,0.253553,-0.677347,-0.0383678,-0.166135
0.710424,-0.406921,0.417314,0.675431,0.585132,1.0739,1.20564,-0.265742,0.662711,0.337539,0.430815,0.662397,-0.389184,0.368418,-0.0601317
1.1003,-0.706763,0.365693,1.03933,0.665513,1.20077,0.909861,-0.26589,0.717644,0.166893,0.22487,0.166739,-0.219831,0.0185843,-0.2182
1.1491,-0.370269,0.416684,0.65869,0.25351,0.706033,0.437792,-0.174701,0.661532,0.170108,0.155633,0.286272,-0.206019,0.0196049,-0.108271
0.903054,-0.382677,0.378533,0.479262,0.666324,1.14805,1.13972,-0.264945,0.676161,0.464591,0.429978,0.232059,-0.466674,-0.0821499,-0.0371316
1.51004,-0.64124,0.154587,0.487536,-0.0122617,0.765993,0.657894,-0.233834,0.703553,0.398646,0.0458808,0.211359,-0.489726,0.0991022,-0.103289
1.49295,-0.641071,0.468744,0.346172,0.131924,0.433527,0.516912,-0.226293,0.663048,0.231867,0.249557,-0.140528,-0.669153,-0.0959636,-0.202377
1.45935,-0.774532,0.0371883,0.603011,0.362997,0.852518,0.488442,-0.232753,0.706176,0.277505,0.398662,0.160459,-0.323317,-0.0858131,-0.0547084
0.642912,-0.424622,0.238487,0.965553,0.855163,1.12463,1.02047,-0.190693,0.717338,0.306309,0.347745,0.554337,-0.544394,0.143951,0.164041
0.708055,-0.307135,0.538981,0.893073,0.664295,1.12033,0.768862,-0.234865,0.696371,0.290844,0.305624,0.225673,-0.224174,0.223204,0.00815991
0.657651,-0.500858,0.125944,0.824381,0.903497,1.03078,0.990305,-0.260478,0.6816,0.354561,0.50188,0.62071,0.0195292,0.238882,0.335359
0.569983,-0.496542,0.738876,0.650417,0.459245,1.31703,0.540802,-0.302384,0.737738,0.241407,0.454824,0.371414,-0.538709,0.0357395,-0.0648164
0.700027,-0.507958,0.307067,0.710439,0.683746,0.881645,0.15306,-0.117458,0.637442,0.322321,0.81421,0.605224,-0.233412,0.0948704,0.389001
0.705679,-0.509441,0.7533,0.663399,0.376802,0.878352,1.00142,-0.409471,0.691455,0.0958718,0.238441,-0.0188102,-0.227487,0.0328429,0.138168
0.59272,-0.590444,0.0342406,0.795504,0.413769,1.0481,1.13052,-0.219417,0.708126,0.641494,1.00707,1.04514,-0.0393352,0.517235,0.449301
0.992965,-0.712037,0.250048,0.951607,0.385912,1.21466,0.61225,-0.220356,0.721104,0.244042,0.391598,0.322248,-0.368453,0.235316,0.188772
0.787867,-0.444499,0.148025,0.901161,0.642955,1.15285,0.833189,-0.339618,0.655561,0.321037,0.397876,0.236162,-0.394445,0.298997,-0.159798
0.340991,-0.25759,0.2696,1.11422,1.03857,1.41746,1.85434,-0.289356,0.69766,0.365243,0.572359,0.30168,-0.305193,0.109523,0.0670334
1.03171,-0.636275,0.0940251,1.00619,0.707235,0.82989,1.05012,-0.285259,0.710118,0.248838,0.267646,0.285673,-0.443228,0.0948834,-0.0202594
0.741433,-0.519946,0.570693,0.537033,0.592038,1.13022,0.805852,-0.276508,0.709426,0.251857,0.315262,0.411493,-0.409215,0.277797,-0.0741093
1.0145,-0.533684,0.472283,0.771113,0.684154,0.687286,0.523899,-0.165504,0.756775,0.129715,0.165931,0.212835,-0.409912,-0.153077,-0.0326795
0.941577,-0.684089,-0.0989517,1.28827,0.668781,1.2444,1.12919,-0.259645,0.733596,0.211923,0.388582,0.34729,-0.188285,0.190225,0.212956
1.24369,-0.462519,0.495055,0.726651,0.346308,0.678302,0.459568,-0.277645,0.72349,0.172959,-0.112814,0.0100642,-0.504465,-0.0726653,-0.0753694
0.975,-0.55144,0.455275,0.879443,0.504372,0.959482,1.12608,-0.379345,0.682095,0.209926,0.04616,0.065781,-0.486031,-0.0476947,-0.174471
1.45859,-0.507458,0.224446,0.286405,0.122847,0.573998,0.654782,-0.253625,0.71617,0.217629,0.171944,0.306881,-0.219364,0.0969062,-0.14982
1.41891,-0.669172,0.000601279,0.765774,0.737803,0.773076,1.15538,-0.227927,0.710179,0.780995,0.497479,0.0385866,-0.769734,-0.33377,-0.213343
1.16731,-0.505877,0.485365,0.73641,0.623691,0.967333,0.773684,-0.241935,0.69567,0.581259,-0.0924521,-0.235677,-0.771037,-0.359052,-0.201479
1.23323,-0.604642,0.218671,0.499612,0.271445,0.752901,0.572435,-0.229599,0.765489,0.332591,0.378107,0.14313,-0.326825,0.0556028,0.257329
0.606219,-0.523612,0.553165,0.99807,1.04053,1.13755,1.39444,-0.338341,0.662765,0.216382,0.179535,0.193154,-0.470663,0.0421542,-0.207313
1.23549,-0.441308,0.259089,0.443449,0.522033,1.16823,0.823141,-0.250431,0.701884,0.702359,0.131076,-0.0322543,-0.758568,0.00830663,-0.321134
0.75251,-0.499557,0.622347,0.310432,0.451651,0.330655,0.306272,-0.224337,0.805513,0.392354,0.811535,0.515625,-0.089808,0.417047,0.211188
1.15722,-0.47608,0.354841,0.554746,0.556207,0.987984,1.01749,-0.2986,0.643821,0.46988,0.304673,-0.192464,-0.720785,-0.197741,-0.57756
0.877172,-0.444086,0.524912,0.618943,0.257166,0.979112,0.81728,-0.316659,0.738421,0.311828,0.234261,0.387462,-0.300127,0.202453,-0.208103
1.07575,-0.695841,0.345187,0.426159,0.0758515,0.591638,0.821676,-0.343126,0.764619,0.736185,0.639908,0.233326,0.131846,0.297656,0.141878
0.455905,-0.282758,0.286039,0.739815,0.403663,1.24605,0.729886,-0.348893,0.708839,0.404435,0.79146,0.498936,-0.603589,0.496486,0.21822
1.18102,-0.692312,0.186327,0.893454,0.69383,1.17034,1.15934,-0.206984,0.742271,0.313308,0.20891,-0.0279875,-0.647255,-0.234908,-0.201231
0.928282,-0.214977,0.378419,0.688993,0.571783,0.860203,0.821519,-0.199557,0.693912,1.38228,0.435443,0.124726,-0.64446,-0.224061,0.0786199
0.632389,-0.300799,0.496105,0.899508,0.981884,1.03677,1.03066,-0.229709,0.766832,0.209725,0.0156379,0.181639,-0.457314,-0.0432242,-0.0539412
0.668976,-0.584017,0.412954,0.95419,0.904954,1.36991,1.25767,-0.305103,0.739687,0.114496,0.187893,-0.0362032,-0.26357,-0.119597,-0.00637623
1.04942,-0.366451,0.433606,0.568219,0.480796,0.815242,0.495419,-0.176131,0.69081,0.19896,0.273065,0.38287,-0.344769,-0.0232174,-0.160705
1.52026,-0.824549,0.357089,0.662731,0.380677,0.783041,0.586023,-0.276514,0.809979,0.311653,0.0951866,-0.0876344,-0.439158,-0.218809,-0.449637
1.68734,-0.53615,0.320801,0.337498,0.495293,0.614981,0.620031,-0.299375,0.706226,0.665841,0.0472444,-0.151495,-0.790849,-0.474111,-0.546969
1.86104,-0.831361,0.03581,0.53298,0.254119,0.66963,1.03395,-0.230326,0.694662,0.548446,0.0567655,-0.0857461,-0.876722,-0.362971,-0.405269
0.880965,-0.352432,0.433081,0.649086,0.521126,0.830931,0.824277,-0.248513,0.647589,0.198772,0.293411,0.0582932,-0.394273,-0.0674387,0.0821016
0.834363,-0.456107,0.40677,0.900965,0.828425,1.06874,1.13837,-0.276771,0.69748,0.137011,0.140502,0.181085,-0.310924,-0.258313,-0.189508
1.17737,-0.515426,0.271708,0.404644,0.395237,0.712432,0.678022,-0.307726,0.648316,0.478842,0.448174,0.282574,-0.54583,0.0404906,-0.0927044
1.24796,-0.628898,0.012622,0.914928,0.708373,1.17258,1.15333,-0.265187,0.804707,0.275562,0.2529,0.328349,-0.419973,-0.0557808,-0.279947
0.718048,-0.257921,0.174024,0.912904,0.777878,1.11648,0.911142,-0.255612,0.745489,0.423005,0.560755,0.637182,-0.289412,-0.0531061,0.208342
1.6769,-0.614188,0.0893855,0.900958,0.549344,0.867531,1.11217,-0.18384,0.648947,0.58306,-0.175035,0.14828,-0.946847,-0.398628,-0.526588
1.31414,-0.655466,0.382212,0.425823,0.284676,0.828038,0.736599,-0.229861,0.659202,0.403722,0.41621,0.283273,-0.229559,-0.0622543,-0.129043
1.31377,-0.661771,0.28605,0.582073,0.195998,0.859178,0.573247,-0.19441,0.701966,0.513027,0.690088,0.30263,-0.5964,0.114041,-0.156084
1.03104,-0.537379,0.208167,0.687353,0.463745,0.862248,1.16819,-0.266686,0.629161,0.280165,0.212267,0.225591,-0.355838,0.163881,0.0167405
1.11892,-0.543761,0.10947,0.732074,0.590453,0.910526,1.37824,-0.220002,0.629949,0.924342,0.461905,0.199457,-0.424986,0.138843,-0.286639
0.94311,-0.566208,0.023568,0.6927,0.703088,1.47173,1.41382,-0.341405,0.710191,0.370176,0.744812,0.299817,-0.58651,-0.0535547,0.192624
1.1979,-0.726418,0.128586,0.353663,0.469764,0.827283,0.833461,-0.0948899,0.680797,0.640421,0.628214,0.62606,-0.589961,-0.128898,0.410263
1.20111,-0.542835,0.610114,0.417293,0.262207,0.0965335,0.93086,-0.303817,0.836868,0.0957504,0.0600552,-0.0169738,0.0416458,0.0469845,-0.0849976
1.09533,-0.66904,0.0896982,0.827796,0.490953,1.364,1.57329,-0.346568,0.704767,0.182683,0.286179,0.0992375,-0.209499,0.071997,-0.201359
1.16587,-0.475259,0.0972912,0.748625,0.60912,0.836264,1.0935,-0.267514,0.685441,0.323009,0.32518,0.178403,-0.782694,0.114469,-0.110066
1.23169,-0.4881,0.456947,0.648379,0.54708,1.06769,0.559158,-0.286082,0.734531,0.34206,0.140416,-0.171865,-0.837067,-0.131794,-0.586077
1.32906,-0.93996,0.31686,0.846446,0.410885,0.694424,0.78776,-0.195636,0.658036,0.222938,0.245426,0.167741,-0.440018,0.224532,0.107381
0.884309,-0.485859,0.447186,0.771849,0.545745,0.885592,1.00261,-0.26421,0.660221,0.366739,0.371475,0.191816,-0.303988,-0.140154,-0.127988
0.833578,-0.682734,0.239589,0.960784,0.809967,0.995822,1.47221,-0.30841,0.674068,0.288178,0.476912,0.32535,-0.319421,0.12598,0.0186369
1.71801,-0.546209,0.0471974,0.630061,0.643133,0.919296,1.00173,-0.286049,0.628372,0.43881,-0.044167,-0.318097,-1.01821,-0.72347,-0.552205
1.46443,-0.729444,0.055079,0.746308,0.235872,0.825674,0.50204,-0.156705,0.674069,0.326076,0.366382,0.373518,-0.869979,0.190238,-0.0986037
2.16202,-0.892735,-0.0899282,0.408386,0.27925,0.797865,1.37246,-0.30895,0.684232,0.373266,0.0197578,-0.209027,-0.959915,-0.370261,-0.499093
1.70965,-0.711456,0.273912,0.346554,0.00682774,0.45913,0.23659,-0.169401,0.762933,0.208567,0.0597987,0.348436,-0.428679,-0.0376121,-0.169018
0.865199,-0.307113,0.19985,0.935887,0.869757,1.18196,1.00694,-0.295795,0.633773,0.295432,0.502214,0.0643593,-0.361596,-0.0683943,-0.292195
1.6479,-0.570951,0.287226,0.607906,0.302222,0.688375,0.594426,-0.225972,0.668063,0.68974,0.19803,-0.0539387,-1.04796,-0.475866,-0.539179
1.35167,-0.81011,0.11843,0.238993,0.187748,0.735671,0.417599,-0.144098,0.70122,0.32173,0.874019,0.65125,-0.170744,0.138862,0.2314
1.32713,-0.656827,0.489919,0.494396,0.295061,0.705528,0.637279,-0.273632,0.697634,0.35418,0.47326,0.0167203,-0.780751,0.136021,-0.58178
1.23174,-0.363944,0.318403,0.422504,0.450136,0.883562,0.57877,-0.34225,0.649998,0.235925,0.213543,-0.120697,-0.435178,-0.106547,-0.537739
0.684914,-0.466688,0.515996,0.999661,0.831915,1.24108,1.30256,-0.349694,0.713091,0.185557,0.16723,-0.0360086,-0.248555,-0.212765,-0.0307084
1.26793,-0.666052,0.299316,0.8123,0.499182,0.86024,0.835458,-0.23651,0.685713,0.247549,0.0952736,0.123567,-0.558694,-0.163839,-0.165932
1.54523,-0.6877,-0.027448,0.834758,0.338538,1.15047,0.889476,-0.281614,0.664176,0.638252,0.245683,0.0798211,-0.941606,-0.202669,-0.506109
0.797674,-0.327214,0.248019,0.831719,0.461571,0.952877,1.2955,-0.305396,0.699872,0.19298,0.140227,0.286678,-0.541154,0.241965,0.129215
0.920357,-0.68585,0.25353,0.899549,0.726833,1.26243,1.57969,-0.415113,0.660365,0.166978,0.47651,0.0453522,-0.026829,-0.079413,-0.21073
1.05626,-0.463113,0.0841116,0.883801,0.666206,1.21247,1.17029,-0.324947,0.72375,0.499222,0.433096,0.244127,-0.278077,-0.0605817,-0.308713
0.857021,-0.554108,0.238452,1.03754,0.88013,1.02952,0.717142,-0.192418,0.773468,0.257475,0.263909,0.0927201,-0.283305,0.115481,-0.0699725
0.888541,-0.42535,0.424868,0.807476,0.336917,1.01783,1.16174,-0.272646,0.697641,0.0905117,0.120585,0.188299,-0.163809,0.136078,0.00647681
0.525867,-0.427173,0.413197,0.781014,0.862434,0.839798,1.0391,-0.260667,0.654744,0.289216,0.499977,0.459989,-0.189827,0.0863429,0.076652
1.12792,-0.217218,0.0803567,0.557767,0.741252,0.939148,0.948158,-0.233171,0.687446,0.141846,0.11726,-0.0704738,-0.2582,0.0111166,-0.154643
0.947719,-0.46698,0.591904,0.670111,0.391974,0.774099,0.920469,-0.207888,0.698343,0.322923,0.232254,0.00352369,-0.262006,-0.0362923,0.0873792
1.80053,-0.852205,0.214315,0.103344,0.0784839,-0.016605,0.105758,-0.0395439,0.864338,0.933447,0.454389,0.708722,-0.561777,0.0595227,0.0661913
0.852827,-0.504684,0.333787,0.846508,0.216889,0.962838,0.899681,-0.279581,0.754526,0.157507,0.282418,0.348383,-0.0577028,0.187214,0.10375
1.07658,-0.429427,0.169586,0.820411,0.6106,0.610789,0.342107,-0.0957207,0.673122,0.25778,0.160584,0.426695,-0.49296,-0.249168,0.0971027
0.792122,-0.531079,0.315091,0.828586,0.86443,1.21292,0.942433,-0.325899,0.766371,0.229704,0.184816,0.435365,-0.297282,-0.300256,-0.109377
0.638078,-0.463442,0.55133,0.948329,0.676276,1.47586,0.644951,-0.219421,0.810867,0.492628,0.202789,0.150784,-0.51523,0.138492,-0.156229
1.3322,-0.744693,0.205515,0.556246,0.52717,0.777528,1.02368,-0.30966,0.657927,0.364533,0.521809,0.187204,-0.725386,0.108481,-0.237943
1.217,-0.489485,0.144158,0.539379,0.415049,0.863369,0.492492,-0.171132,0.694472,0.268334,0.515886,0.196871,-0.529554,-0.116081,0.0355589
1.0191,-0.37883,0.435944,0.627141,0.411066,0.850853,0.160976,-0.142276,0.649014,0.295474,0.446207,0.502172,-0.756868,0.107826,0.153759
1.54759,-0.700705,0.244124,0.508371,0.296146,0.515371,0.448953,-0.223117,0.624617,0.264573,0.248336,0.0108267,-0.489483,-0.164731,-0.203994
1.44371,-0.923587,0.116368,0.885673,1.03629,0.936536,0.729925,-0.260546,0.80048,0.313493,0.606442,0.0272915,-0.583934,-0.694395,-0.181738
1.52019,-0.465717,0.379814,0.4298,0.52188,1.0382,0.496874,-0.252354,0.709036,0.917578,0.148757,-0.310949,-0.732703,-0.45582,-0.603496
1.2792,-0.789238,0.357719,0.578828,0.24175,0.812345,0.443429,-0.241384,0.767023,0.243844,0.156245,0.217121,-0.244201,-0.229546,-0.365348
0.51804,-0.569572,0.336958,0.823999,0.875818,1.44095,1.52138,-0.366451,0.730585,0.424867,0.839862,0.298538,-0.142886,0.221905,0.245606
0.852487,-0.504161,0.210264,0.608066,0.665231,0.85059,1.33893,-0.372251,0.622339,0.190324,0.525559,0.399313,-0.33602,0.281714,-0.0133616
1.03994,-0.601333,0.421756,0.446768,0.412994,0.892855,0.695508,-0.297037,0.732789,0.34751,0.754243,0.236615,-0.245549,0.214776,-0.0744436
0.755094,-0.656887,0.3653,0.971782,0.892497,1.34526,1.34692,-0.296731,0.664223,0.140265,0.206886,0.158579,-0.141959,-0.0178429,-0.283892
0.907853,-0.551466,0.287918,0.847219,0.714352,1.18028,0.956169,-0.215518,0.644803,0.242384,0.247366,0.325152,-0.383034,-0.16674,-0.154667
0.844097,-0.259442,-0.0384867,0.728648,0.982928,1.42225,1.66186,-0.344007,0.800636,0.341774,0.181674,0.0862334,-0.733817,0.163721,-0.312582
0.765651,-0.426158,0.4455,1.11267,0.663081,1.28262,1.30362,-0.285012,0.777588,0.229166,0.24092,-0.0187039,-0.585765,-0.205433,-0.232739
0.768668,-0.458275,0.391206,1.01869,1.05674,1.22043,0.833698,-0.316954,0.798886,0.31953,0.397403,0.00808561,-0.780394,-0.155062,-0.27708
1.04221,-0.753918,0.368536,0.860883,0.470168,1.11883,1.1715,-0.270794,0.688966,0.189995,0.358247,0.298022,-0.230739,0.131648,-0.176127
1.02874,-0.592432,0.42337,0.621485,0.460727,0.871414,0.330836,-0.292723,0.655909,0.177308,0.464514,0.145217,-0.226398,-0.037176,0.118708
0.7125,-0.40907,0.597607,0.86935,0.772044,1.13528,0.591157,-0.35688,0.6599,0.253902,0.159435,0.142936,-0.482943,0.0210662,-0.191076
1.17514,-0.56578,0.372908,0.624625,0.190779,0.701653,0.589339,-0.264965,0.709055,0.0701869,0.121987,-0.0206934,-0.151229,-0.0017867,0.00117231
1.47168,-0.713248,0.310595,0.421432,0.0759564,0.582744,0.305963,-0.294755,0.705896,0.201882,0.344207,0.0279683,-0.30087,0.234079,-0.184222
0.742951,-0.531316,0.192678,0.759271,0.663062,1.26378,0.871284,-0.173983,0.716853,0.263755,0.364634,0.520761,-0.368841,0.2516,0.316172
0.406096,-0.158051,0.415818,0.561855,0.668136,1.28853,1.00299,-0.391846,0.70014,0.463442,0.382284,0.528353,-0.220299,-0.0436799,0.134235
0.952539,-0.72299,0.628408,0.926828,0.694078,0.963975,0.664088,-0.230197,0.749604,0.283516,0.157315,0.204665,-0.467815,-0.157648,-0.193761
0.910023,-0.491104,0.470149,0.605165,0.61949,1.02619,0.668696,-0.171541,0.662827,0.242557,0.395076,0.211523,-0.623287,-0.195507,0.0229703
0.714482,-0.507458,0.349528,0.890201,0.79364,1.23358,0.914848,-0.288798,0.794292,0.480647,0.570194,0.294173,-0.324411,-0.00132222,-0.126099
1.25216,-0.612958,0.130123,0.604063,0.676099,1.19531,0.907538,-0.198216,0.645869,0.435685,0.333889,0.255002,-0.746332,-0.224071,-0.312354
1.14546,-0.518618,0.217625,0.806641,0.425318,0.774988,0.913886,-0.221138,0.860003,0.165028,0.353599,0.202567,-0.444328,0.235056,0.0709767
1.14421,-0.720026,0.115775,0.867467,0.543399,0.995675,0.840786,-0.244465,0.619646,0.593351,0.462952,0.361682,-0.364789,0.0345109,-0.225452
1.20022,-0.776594,0.397532,0.647274,0.363811,0.841677,0.658007,-0.278376,0.643589,0.203731,0.344548,0.0955847,-0.33302,0.17876,0.0232951
0.842688,-0.601771,0.107731,0.868186,0.736704,1.04208,0.908885,-0.191025,0.709558,0.413799,0.479631,0.454045,-0.333358,0.556959,0.242836
1.14148,-0.289803,0.510831,0.488427,-0.0463583,0.843599,0.405634,-0.182286,0.749373,0.389234,0.224726,0.279621,-0.762762,-0.0186071,-0.356458
1.29711,-0.417197,0.204991,0.581992,0.441158,1.01429,0.971425,-0.188636,0.698054,0.311657,0.103428,0.138717,-0.634765,-0.19413,-0.333868
1.05036,-0.588747,0.0739491,1.21405,0.685224,1.20025,1.5526,-0.303032,0.765868,0.304519,0.300441,0.281979,-0.358884,0.0555593,-0.261802
1.29825,-0.719921,0.448632,0.453364,0.059525,0.707935,0.444675,-0.151263,0.673507,0.186849,0.257524,0.418355,-0.264433,-0.188187,-0.211094
1.09156,-0.473277,0.0730342,0.773616,0.705892,1.1321,1.12669,-0.336036,0.684087,0.341094,0.447072,0.18123,-0.418357,0.0514416,-0.18972
1.15252,-0.473197,0.451898,0.490943,0.267983,0.919088,0.472008,-0.289506,0.72341,0.825557,0.444442,0.361354,-0.440266,0.0225051,-0.40921
1.12767,-0.413698,0.250113,0.852229,0.607066,0.713747,0.76018,-0.142406,0.712275,0.182975,0.217169,0.158646,-0.5104,-0.168951,0.0735582
0.983963,-0.87512,0.53552,0.827041,0.687906,1.14318,0.645237,-0.31298,0.636117,0.747642,0.472349,0.11769,-0.512657,0.0432347,-0.0103656
0.776601,-0.483768,0.387302,0.973879,0.498085,0.938768,0.532007,-0.134267,0.722918,0.420812,0.424756,0.691111,-0.617734,0.108334,0.280531
1.46185,-0.785387,-0.0514439,0.556016,0.450961,0.753092,0.851648,-0.157156,0.713626,0.70516,0.63676,0.20214,-0.58157,0.263922,-0.0838635
1.03056,-0.355044,0.313193,0.774555,0.334249,1.0797,0.757484,-0.269679,0.658878,0.39089,-0.0221384,0.135445,-0.686119,0.162294,-0.0378339
0.971344,-0.492737,0.552152,0.620803,0.326657,0.846616,0.975112,-0.264157,0.715321,0.177041,0.275111,0.290889,-0.335489,0.172768,-0.058748
1.22912,-0.475088,0.426087,0.616265,0.140598,0.6679,0.217871,-0.189261,0.707563,0.18025,0.275674,0.232598,-0.352069,0.00199749,-0.0190962
1.37743,-0.628047,0.261698,0.502811,0.333014,0.636538,0.575676,-0.227727,0.742875,0.19,0.408643,0.10476,-0.255732,0.0465988,-0.0174433
1.47599,-0.789753,0.204037,0.607267,0.0854023,0.843279,0.672074,-0.229395,0.696673,0.228685,0.371648,0.527307,-0.610906,0.151419,-0.0327995
1.8298,-0.720974,0.187839,0.303875,0.242227,0.669814,0.471326,-0.16818,0.705518,0.336035,0.338262,0.0126163,-0.618076,-0.401072,-0.302009
1.42085,-0.485845,0.284724,0.585054,0.349594,0.713017,0.827277,-0.241289,0.670137,0.262038,0.190874,0.316039,-0.780612,-0.416293,-0.286797
0.58171,-0.480929,0.382691,1.15779,0.750899,0.907193,1.42045,-0.297679,0.700266,0.248769,0.265854,0.258805,-0.214455,0.39669,-0.0945733
0.880972,-0.672931,0.546992,0.869704,0.48127,0.669739,0.803216,-0.152556,0.717682,0.410362,0.212599,0.577954,-0.297715,0.0893317,0.176285
1.59209,-0.840117,-0.132133,0.681523,0.654296,0.917515,0.603574,-0.274287,0.728996,0.205501,0.340066,0.111358,-0.304161,-0.10071,-0.186724
1.43837,-0.560588,0.261763,0.615088,0.45432,0.666994,0.61914,-0.183637,0.726739,0.38122,-0.0275192,0.137808,-0.494262,-0.436071,-0.242694
1.52891,-0.806984,-0.0583072,0.477272,0.121183,0.821361,0.894845,-0.235303,0.667583,0.338198,0.462896,0.264885,-0.421623,0.138587,-0.0494882
1.22137,-0.555528,0.181955,0.580132,0.630773,0.850742,0.979894,-0.231749,0.722002,0.362196,0.401439,0.179894,-0.343922,-0.000655193,-0.284033
1.16622,-0.768337,0.218512,1.08782,0.631948,1.52354,0.695199,-0.211944,0.680639,0.254036,0.170762,0.293234,-0.679965,-0.0910569,-0.301854
1.23794,-0.720547,0.0418023,0.648331,0.691995,1.3607,1.63846,-0.206841,0.829957,0.535393,0.439435,0.339382,-0.640236,-0.287042,-0.346736
1.27751,-0.688736,0.4121,-0.0448002,-0.210373,-0.129665,0.0907157,-0.235248,0.808575,0.797155,0.786619,0.738736,0.130823,0.158656,0.139722
1.06733,-0.719532,0.212281,0.724083,0.940752,1.00892,0.61546,-0.304893,0.721551,0.396485,0.296691,0.193735,-0.302216,-0.0753216,0.00284143
0.899156,-0.722222,0.0702614,1.04218,0.58037,1.26394,1.17505,-0.239458,0.666902,0.403815,0.669281,0.406254,-0.514568,0.16269,0.323821
0.663261,-0.474569,0.253445,0.835236,0.805198,1.07055,1.09689,-0.232903,0.733197,0.438453,0.795109,0.624154,-0.481813,0.177162,0.0727956
1.2604,-0.656611,0.114372,0.545016,0.526744,0.941412,0.406876,-0.188923,0.668777,0.331397,0.538982,0.207842,-0.409715,-0.239541,0.256348
1.15246,-0.557167,0.342506,0.918216,0.454603,1.02271,0.526764,-0.290368,0.764462,0.273925,0.180818,-0.0187049,-0.246595,0.00793071,-0.0849266
1.67431,-0.525845,0.268277,0.653484,0.498726,0.415187,0.154474,-0.132356,0.736215,0.272339,-0.105302,-0.012376,-0.613399,-0.306393,-0.56406
1.08543,-0.533162,0.410523,0.66429,0.452426,0.706607,0.0949295,-0.202597,0.713937,0.206791,0.0613072,0.35895,-0.543211,-0.0289427,0.107843
1.52689,-0.484861,0.501439,0.351947,0.419879,0.694947,0.884443,-0.218704,0.733804,0.349283,-0.137402,-0.117956,-0.461396,-0.351619,-0.460613
1.08618,-0.518491,0.29331,0.54201,0.453753,0.997297,0.650396,-0.147228,0.699231,0.250625,0.248123,0.486259,-0.128793,-0.0295185,-0.023091
0.858825,-0.489565,0.352781,0.533125,0.316031,0.877769,0.994013,-0.349216,0.659206,0.236597,0.392791,0.561329,0.0186151,-0.102077,0.0667832
1.54105,-0.581182,0.431422,0.297748,0.376065,0.555243,0.853421,-0.237003,0.724555,0.502504,0.390906,0.0291979,-0.82509,-0.346238,-0.628181
1.02845,-0.537283,-0.0449235,0.754963,0.660594,1.10537,1.41875,-0.319114,0.699709,0.274519,0.527141,-0.0620705,-0.419721,-0.160751,-0.0221397
1.29852,-0.57485,0.290713,0.279959,0.41088,0.349572,0.401631,-0.211529,0.715916,0.170887,0.492417,0.1971,-0.199481,0.0308484,-0.0954659
1.07474,-0.484033,0.253055,0.973929,0.404411,0.869938,0.540918,-0.23609,0.71852,0.124509,0.1803,0.133177,-0.333139,-0.0829382,-0.119429
0.944317,-0.396855,0.438864,0.690342,0.496082,0.954533,0.877368,-0.278731,0.685969,0.279321,0.385756,0.508904,-0.456087,0.0238846,-0.222978
1.03227,-0.612864,0.34685,0.613942,0.42398,1.00701,0.550096,-0.199985,0.657482,0.220677,0.673934,0.360585,-0.114654,0.119018,0.0408093
1.20012,-0.470746,0.506174,0.942583,0.281345,0.898812,0.689899,-0.218456,0.722303,0.422704,0.0390447,-0.0286037,-0.793732,-0.0206109,-0.447326
1.07544,-0.533688,0.228963,0.744976,0.49112,0.956807,0.80951,-0.252089,0.62158,0.305308,0.324838,0.524094,-0.402122,-0.10918,0.0904952
0.701912,-0.394767,0.284765,0.937602,0.679631,1.04498,1.16532,-0.241273,0.666585,0.401483,0.293513,0.551146,-0.531755,0.088284,-0.0868193
1.1583,-0.519854,0.436204,0.605332,0.440277,0.508197,0.344766,-0.158588,0.7039,0.275342,0.346964,0.0808043,-0.681978,-0.114068,-0.0563112
1.49498,-0.583206,0.11929,0.219595,0.409889,0.630171,0.531772,-0.280029,0.732316,0.678472,0.378308,0.394169,-0.555416,0.149646,-0.509117
1.0964,-0.557623,0.251956,0.819087,0.485932,0.688048,0.731787,-0.229286,0.626734,0.407505,0.211783,0.268826,-0.577275,-0.278324,-0.000328972
1.30946,-0.302135,0.134453,0.543689,0.447045,0.480667,1.01961,-0.15773,0.712336,0.206945,0.148053,0.168666,-0.346617,-0.0812352,-0.0714542
1.25456,-0.604848,0.304244,0.787958,0.852896,1.08932,1.03135,-0.317352,0.68804,0.306239,0.142897,-0.168783,-0.483715,-0.267318,-0.309905
0.854134,-0.484894,0.385084,1.18222,0.882749,1.1084,1.42628,-0.208276,0.822403,0.0226274,0.0138533,0.0246643,0.0183635,-0.063073,-0.0239181
