alpha,public,urban,healthcentre,primary,secondary,tertiary,logVisits,logVisitsPP_TB,log_ID_p_bldgspace,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines
1.8847,-0.176002,-0.00800514,0.330849,0.483136,0.586846,0.277297,-0.148087,-0.333518,0.0809118,0.579925,0.105255,0.146156,0.116289,-0.0354114,0.130393,0.0749137
2.12853,-0.256232,-0.0251448,-0.184666,0.425911,0.461541,0.519984,-0.268946,-0.277603,0.227974,0.628711,0.055632,0.0540381,0.0183476,-0.0236714,0.0237079,-0.0353747
2.05554,-0.446221,0.193363,0.109934,0.358451,0.766284,0.237927,-0.205733,-0.293798,0.199943,0.566225,0.0657719,0.0658884,0.106113,-0.0160376,0.00570454,-0.0309691
1.50287,-0.247575,0.0726852,0.517818,1.04882,1.08146,1.03786,-0.270148,-0.0473849,0.0844562,0.613594,0.0769802,0.0924991,0.00447204,0.0246467,0.0660909,-0.00348377
1.88978,-0.452616,-0.148898,0.604546,0.742308,0.890616,0.854779,-0.146355,-0.236314,0.193369,0.553687,0.369431,0.0404013,0.373607,-0.421209,0.118954,0.0583892
2.33368,-0.557752,0.00347478,-0.0204467,0.444294,0.338989,-0.0648492,-0.157885,-0.352683,0.134474,0.519591,0.370727,0.327863,-0.0904943,-0.227211,0.100816,0.0630212
2.23083,-0.523634,-0.148222,-0.0159023,0.322507,0.432234,0.443037,-0.301569,-0.193186,0.208996,0.572545,0.130279,0.448181,0.182205,-0.0159719,0.241435,0.109391
1.87987,-0.407225,0.181416,0.425493,0.622686,0.544077,0.206461,-0.129456,-0.249457,0.158899,0.567164,0.225012,-0.15353,0.136646,-0.123055,0.208226,0.149297
2.26978,-0.429202,-0.0855533,-0.0311948,0.37364,0.559067,-0.0694981,-0.125215,-0.453756,0.225041,0.544946,0.121372,0.141657,0.110359,-0.160148,0.1101,0.186804
2.36194,-0.464105,0.109082,-0.301802,0.0795219,0.337145,0.115043,-0.122101,-0.448474,0.158127,0.573812,0.112009,-0.0867717,-0.0564402,-0.108952,0.0291817,0.0738696
2.68672,-0.481707,0.0538606,0.100947,0.0932005,0.491858,-0.230678,-0.0332536,-0.488665,-0.0310526,0.596243,0.288063,-0.603564,-0.523962,-0.579739,-0.396287,0.13528
2.1226,-0.284136,-0.0995726,0.110786,0.420504,0.410573,-0.134193,-0.136858,-0.372386,0.144223,0.545264,0.101624,0.0872211,0.0950477,-0.135947,0.104828,0.062618
1.95438,-0.31153,0.142309,0.103935,0.576136,0.641895,0.368342,-0.286826,-0.195581,0.220496,0.561965,0.0106115,0.0193791,-0.00955137,0.00288653,0.0115803,-0.0217319
2.15594,-0.229856,-0.031822,-0.04678,0.42008,0.869101,0.594117,-0.152233,-0.43776,0.213722,0.551528,0.296199,-0.0457886,0.209208,-0.277756,-0.0433258,-0.148268
2.25616,-0.454763,-0.019527,0.079469,0.492017,0.519905,0.271502,-0.19745,-0.252589,0.217938,0.557295,0.299683,-0.173203,0.158709,-0.453214,-0.0676114,-0.0435863
2.07896,-0.446689,0.108652,0.114654,0.483886,0.330007,-0.35089,0.0309705,-0.228112,0.108229,0.594425,0.301693,-0.0238579,0.330516,-0.333956,0.152358,0.190616
2.63386,-0.660781,-0.144896,-0.0638804,0.313292,0.386926,-0.0504069,-0.154632,-0.365828,0.203356,0.54791,0.242799,-0.0238968,-0.0988178,-0.425237,0.173587,-0.0710877
2.21838,-0.390482,0.128134,-0.0723281,0.240423,0.347357,0.0399686,-0.13379,-0.285572,0.076876,0.534501,0.231667,0.0452718,0.039439,-0.306574,-0.0300038,0.0263375
1.89484,-0.286023,0.102718,0.208609,0.623643,0.496239,0.0316791,-0.127054,-0.14855,0.17294,0.594268,0.0904638,-0.0252499,0.249952,-0.00883137,0.0540769,-0.0242227
2.13666,-0.419116,0.00697806,0.221068,0.722179,0.862906,0.237833,-0.157842,-0.348006,0.148494,0.569017,0.195647,-0.278061,0.0577112,-0.489749,-0.072173,0.00853216
2.35963,-0.53566,-0.142192,-0.0374047,0.474864,0.58835,0.370446,-0.188799,-0.285992,0.104012,0.556871,0.0756195,0.0074922,0.0618476,-0.126139,0.113283,-0.00629757
1.63064,-0.189027,0.0222858,0.446888,0.930551,0.959508,0.946276,-0.244713,-0.318022,0.161225,0.592278,0.100833,0.0414681,0.155833,-0.212571,0.0251244,0.060349
2.00732,-0.237485,0.0203288,0.456893,0.680866,0.703158,0.689064,-0.127918,-0.291451,0.186215,0.622301,0.262637,-0.283959,-0.0840864,-0.433257,-0.0150128,-0.366198
1.70305,-0.203959,0.13312,0.298363,0.663661,0.722648,0.977415,-0.197073,-0.252239,0.130161,0.561801,0.0296651,-0.0385298,-0.00903802,0.00763243,-0.00178102,-0.00150099
2.32663,-0.379395,-0.00396021,-0.121871,0.321609,0.327111,0.268317,-0.210624,-0.257091,0.155369,0.510128,0.0667476,0.0928979,-0.0531067,-0.0874888,0.0686176,-0.152685
2.33799,-0.529522,-0.0121243,-0.23918,0.274354,0.385212,0.0150741,-0.20135,-0.223239,0.13459,0.556191,0.0336009,0.0379964,0.0053504,-0.0161682,-0.0262991,0.00281381
2.03975,-0.262029,0.221581,-0.0611977,0.360177,0.226486,-0.0956123,-0.11229,-0.34275,0.100502,0.592184,0.0399314,0.00818496,-0.00669046,-0.0240368,0.00586885,-0.0379891
1.92355,-0.110382,0.0163088,-0.0425989,0.316057,0.608987,0.284326,-0.211541,-0.256554,0.201672,0.543937,0.228131,0.0263236,0.183661,-0.277297,0.205438,-0.0412997
1.81461,-0.253515,0.155719,0.241711,0.428212,0.680594,0.271263,-0.171219,-0.328014,0.148021,0.551187,0.0331545,-0.0203995,0.0324621,-0.0502101,-0.0197078,0.0441501
1.6906,-0.24197,0.0992138,0.30139,0.550638,0.886269,0.60749,-0.167548,-0.220301,0.181731,0.580525,0.376362,0.201633,0.293487,-0.269008,0.320562,0.197014
1.95416,-0.309852,0.0316501,0.181321,0.248604,0.609459,0.428404,-0.127893,-0.266156,0.053391,0.552177,0.0113675,0.0045985,-0.00551964,0.0148514,0.00301242,0.00885053
2.45698,-0.550563,-0.160182,-0.060309,0.182308,0.583337,-0.0797552,-0.197507,-0.250593,0.114289,0.628766,0.0281722,0.000685828,0.0376884,0.012936,0.0410924,-0.00978936
1.86499,-0.286616,0.215619,0.47838,0.677031,0.650743,0.497094,-0.125695,-0.0916711,0.155644,0.59443,0.133705,-0.259852,0.00185661,-0.228515,-0.0479731,-0.0330697
2.20705,-0.460593,0.15545,0.141133,0.34273,0.389636,0.648262,-0.187257,-0.107288,0.172267,0.556842,0.663874,0.0418373,0.149037,-0.336142,-0.130998,-0.380556
2.1473,-0.32468,0.192092,0.0631485,0.424415,0.0804644,-0.0125213,-0.142214,-0.305009,0.176141,0.553497,0.0579181,-0.0443701,-0.022286,0.00465097,0.0260526,0.00310916
2.3898,-0.432871,-0.0247955,-0.121054,0.0786019,0.256709,-0.0559652,-0.156054,-0.373784,0.0979837,0.589044,0.221888,-0.0483695,0.0794054,-0.119653,0.00327894,0.0713994
2.31102,-0.68149,-0.197134,0.129559,0.236737,0.50382,0.315926,-0.13791,-0.397743,0.161679,0.592428,0.321631,0.141084,0.349291,-0.146943,0.22837,0.340296
1.81886,-0.250675,0.0804171,0.390316,0.679418,0.660788,0.853358,-0.218004,-0.219423,0.189149,0.582994,0.199349,-0.0406296,0.281661,-0.4264,0.0341555,-0.141773
2.25506,-0.467869,0.128648,-0.255399,0.0877406,0.0898851,0.312525,-0.181767,-0.242941,0.0889626,0.592724,0.104865,-0.0532824,0.0787432,-0.0101169,0.0812139,0.00304739
1.7584,-0.420731,-0.0865773,0.374811,0.865587,0.883364,0.628868,-0.204649,-0.0387679,0.262043,0.579934,0.265756,-0.0019307,0.548809,-0.347585,0.42068,0.103668
1.57812,-0.289953,0.256081,0.382999,0.498812,0.570554,0.544403,-0.234315,-0.207995,0.222059,0.534388,0.226528,-0.0957193,0.267296,0.00560006,0.393333,0.241927
2.21419,-0.437564,-0.120914,0.130972,0.341829,0.400802,0.215372,-0.0894999,-0.275131,0.168452,0.529208,0.438277,0.0083667,0.336122,-0.330724,0.228694,0.129309
1.77731,-0.1714,0.0832284,0.378566,0.447316,0.800236,0.489721,-0.146684,-0.0849304,0.182505,0.597108,0.414447,-0.155686,0.314637,-0.495592,0.238181,-0.0512196
2.27041,-0.574872,-0.00520406,0.248852,0.380972,0.683381,0.0704438,-0.0316872,-0.205827,0.0490664,0.564444,0.242421,-0.0210918,0.227596,-0.709499,0.186584,0.134499
2.42458,-0.712322,0.0282702,0.0115733,0.0688322,0.195374,0.103891,-0.107161,-0.315892,0.148937,0.5933,0.131693,0.217566,0.161122,-0.196779,0.119689,0.123512
1.75815,-0.357215,0.0695608,0.354554,0.879858,0.868119,0.918275,-0.26746,-0.26051,0.202251,0.617675,0.114179,-0.0509535,0.113382,-0.191712,0.0478404,-0.00222541
1.89308,-0.273073,-0.0612524,0.128805,0.4739,0.837368,0.54923,-0.217435,-0.23706,0.161725,0.561778,0.476632,0.030823,0.321566,-0.437629,0.0754728,0.204469
1.79634,-0.326485,0.183172,0.217878,0.559747,0.581825,0.402095,-0.225966,-0.25614,0.16987,0.549307,0.219617,0.0643017,0.11309,-0.060124,0.137207,-0.060878
2.5606,-0.649927,0.00998806,-0.106818,0.169308,0.206881,0.268742,-0.184774,-0.331034,0.130883,0.550351,0.177579,0.0104676,0.0485019,-0.37208,0.120161,-0.00415206
1.81019,-0.222123,0.218913,0.376598,0.54275,0.750134,0.547847,-0.151763,-0.253482,0.151,0.55769,0.380271,-0.253566,0.260254,-0.34287,0.0796422,0.0970008
1.99625,-0.266031,-0.0252685,0.177768,0.592011,0.428879,0.380963,-0.196299,-0.198243,0.202591,0.549479,0.152782,0.145457,0.205325,-0.121801,0.000755996,-0.0916994
1.87761,-0.187227,0.227798,0.110701,0.597851,0.767426,0.505731,-0.120422,-0.359197,0.0885593,0.484179,0.178817,-0.260701,-0.0130038,-0.345994,0.03228,0.11287
2.10414,-0.353544,0.0298327,0.177274,0.342942,0.308987,-0.0589386,-0.0286077,-0.279553,0.121788,0.502169,0.149413,0.0883609,0.227849,-0.357734,0.163279,0.171446
1.90506,-0.425873,0.0659557,0.439734,0.470717,0.364398,0.411984,-0.117853,-0.196267,0.129421,0.585955,0.0794458,-0.0525739,0.164177,-0.100033,0.089886,0.0860018
2.1355,-0.490831,-0.0196744,0.209644,0.368628,0.575451,0.136475,-0.165136,-0.219758,0.0764386,0.606127,0.104892,-0.0628047,0.0669842,-0.111703,0.0893175,0.0332905
2.10865,-0.290429,0.220851,-0.13786,0.255844,0.25406,0.203612,-0.0990995,-0.294349,0.199806,0.531101,0.109,-0.119266,0.190984,-0.203022,0.071273,0.0295168
1.97642,-0.212793,0.206435,-0.113729,0.287882,0.625087,0.293788,-0.138191,-0.225075,0.234701,0.616654,0.127887,-0.294477,0.121811,-0.127902,0.143251,-0.0784762
2.09011,-0.30915,0.0942868,0.201723,0.37239,0.575519,0.519353,-0.133678,-0.303821,0.097572,0.571598,0.103459,-0.139634,0.0194475,-0.242134,0.10409,-0.077839
2.33692,-0.548893,0.172606,0.00802973,0.0430141,0.129962,-0.253962,-0.134662,-0.244237,0.066914,0.56419,0.0555345,0.0148145,-0.0557518,-0.0285789,0.00832764,0.0286958
2.21939,-0.386332,0.00445155,0.00680833,0.283864,0.423976,0.404308,-0.121271,-0.327687,0.0898026,0.510413,0.128416,-0.140942,0.112418,-0.20423,0.0597124,-0.0131357
1.58668,-0.422524,-0.0973841,0.348471,0.905432,0.946427,0.962547,-0.261628,-0.212905,0.239874,0.528041,0.240808,0.346568,0.479951,-0.12741,0.352608,0.102139
1.71372,-0.450358,0.147987,0.495578,0.696116,1.11767,0.699129,-0.226256,-0.280187,0.0895107,0.593719,0.176324,-0.0589499,0.136595,-0.0869052,0.301971,0.147984
1.79732,-0.251817,-0.107721,0.356668,0.589528,0.97324,0.628081,-0.179926,-0.267957,0.194377,0.511469,0.177913,-0.071049,0.320007,-0.398503,0.0830836,0.120931
2.07064,-0.272713,-0.0745338,0.206986,0.553555,1.01024,0.616661,-0.138716,-0.445508,0.187098,0.551477,0.334997,-0.285051,0.0554305,-0.694965,0.287856,-0.100929
2.31047,-0.595471,-0.0250925,0.219957,0.33949,0.563643,0.378947,-0.140251,-0.225671,0.172875,0.584075,0.203757,0.00286561,0.227509,-0.362702,0.0636709,-0.0638526
1.75995,-0.334289,0.10006,0.297886,0.441238,0.734902,0.421993,-0.135502,-0.315659,0.131141,0.515039,0.251487,0.127878,0.276782,-0.20705,0.179038,0.219597
2.20283,-0.435164,0.201808,0.0635071,0.155589,0.251218,0.30476,-0.130697,-0.22949,0.102559,0.525014,0.227958,0.0140619,0.155359,-0.0632012,0.0927904,0.0506829
1.86322,-0.256169,0.273571,0.277811,0.443482,0.584596,0.492915,-0.154125,-0.331707,0.0877184,0.612234,0.078434,-0.120178,-0.0377575,-0.0854323,0.00836197,0.00144858
1.8864,-0.320426,0.0648343,0.269815,0.691012,0.485903,0.408575,-0.103419,-0.296262,0.130796,0.620602,0.165572,-0.104094,0.168472,-0.369738,-0.029253,0.0434823
2.10815,-0.28163,0.22349,0.208064,0.382193,0.414646,0.37929,-0.0578188,-0.418235,0.164643,0.517708,0.276276,-0.358434,-0.0683821,-0.409587,0.155975,0.0365813
2.62787,-0.540258,0.0645207,-0.199885,0.126357,0.132656,-0.119733,-0.10994,-0.428153,0.21119,0.564529,0.358754,-0.162805,0.0398946,-0.537247,0.0872468,0.0578966
2.20795,-0.579463,-0.155365,-0.0323156,0.278911,0.284112,0.0325265,-0.0722923,-0.362678,0.231686,0.560835,0.59284,0.240402,0.524464,-0.148057,0.338678,0.532868
2.41217,-0.460515,0.0567047,0.00123738,0.178704,0.410578,0.11997,-0.12009,-0.326306,0.162326,0.562374,0.194222,-0.0331291,-0.0702783,-0.470186,-0.0251445,-0.0559063
1.88511,-0.265187,0.0757548,0.0574142,0.472527,0.400108,0.300546,-0.149238,-0.277866,0.207011,0.5457,0.154419,0.0949169,0.38955,-0.129701,0.22235,0.168866
1.97822,-0.129456,-0.225374,0.158049,0.452508,0.865879,0.821025,-0.236769,-0.273765,0.133314,0.570752,0.139739,0.024776,0.165161,-0.258273,0.176231,-0.0370286
1.98044,-0.572447,-0.268415,0.152002,0.236131,0.51871,-0.0280886,-0.0301403,-0.334299,0.224573,0.630871,0.509178,0.517032,0.890208,-0.0446141,0.646718,0.776736
1.94152,-0.46847,0.122291,0.345422,0.531957,0.667823,0.60984,-0.123551,-0.182346,0.177063,0.574839,0.159206,0.0518573,0.132182,-0.333185,0.1882,0.0421712
2.34989,-0.451985,0.0540648,-0.0195357,0.1126,0.321695,0.0107171,-0.14645,-0.360323,0.177878,0.578815,0.150444,0.0294686,0.0492607,-0.407191,0.056678,0.0636384
1.98093,-0.245066,-0.102188,0.205923,0.920099,0.756705,0.479225,-0.179671,-0.323119,0.17378,0.580611,0.113257,-0.0474487,0.0227193,-0.236987,-0.0548513,0.0586406
1.61293,-0.0426759,0.215833,0.117453,0.516483,0.641231,0.164302,-0.179389,-0.292101,0.1903,0.61382,0.115814,0.013669,0.179651,-0.0464868,0.00710865,0.0945941
2.2165,-0.518173,0.149607,-0.140597,0.353182,0.178416,0.0887561,-0.165646,-0.316104,0.199108,0.574782,0.112666,0.175153,0.168757,-0.197878,-0.10217,-0.142005
1.67525,-0.495793,0.11607,0.450659,0.669537,0.844253,0.667039,-0.253673,-0.0946392,0.168027,0.523188,0.213937,0.192689,0.266571,-0.267927,0.120962,0.0870457
1.93061,-0.206152,0.0544344,-0.0273885,0.548546,0.544354,0.274264,-0.0711707,-0.402727,0.224264,0.561952,0.213152,-0.0492375,0.157278,-0.448167,0.313947,0.29619
1.98511,-0.500364,-0.103149,0.468455,0.428889,0.916925,0.669494,-0.222751,-0.246971,0.0790554,0.580212,0.340085,-0.0978152,0.0236626,-0.14321,0.309361,0.303443
2.17775,-0.276668,-0.178163,0.355121,0.539096,0.504107,-0.0158197,-0.100675,-0.44206,0.280694,0.525923,0.184568,-0.101119,0.189191,-0.301542,0.191384,0.119568
2.2594,-0.549124,0.0478581,0.13143,0.368742,0.441669,0.203824,-0.163613,-0.247225,0.111786,0.585865,0.0706147,0.0822123,0.163596,-0.0429094,0.0776421,0.0725884
2.21419,-0.56237,-0.131478,0.203224,0.333764,0.528317,0.503515,-0.127554,-0.425481,0.182799,0.519917,0.199415,0.100573,-0.0584109,-0.170227,0.125182,0.135456
2.04392,-0.491368,-0.0627065,0.2379,0.529489,0.526846,0.446494,-0.0895797,-0.290811,0.192746,0.538189,0.223128,0.0311771,0.375856,-0.313104,0.0916062,0.264132
2.18042,-0.346315,-0.0976924,-0.0115156,0.592637,0.198842,0.237647,-0.162792,-0.424389,0.208119,0.526795,0.0839355,0.0160798,0.141677,-0.0194413,0.122423,-0.0219637
1.78457,-0.327084,-0.0503128,0.347753,0.679813,0.693572,0.456969,-0.240369,-0.178774,0.275182,0.596093,0.233005,0.00672259,0.511659,-0.228365,0.191673,-0.0413854
1.91989,-0.331977,0.0681719,0.0897311,0.473469,0.584398,0.595543,-0.187439,-0.239224,0.0521209,0.54456,0.129112,0.242885,0.0218452,-0.091695,-0.0174235,0.102252
2.2454,-0.397377,-0.0447213,0.164672,0.430882,0.488637,0.286604,-0.132969,-0.397554,0.138337,0.492951,0.336388,-0.0235132,-0.110388,-0.461082,-0.0486809,0.0604987
1.97156,-0.316872,-0.0694578,0.254627,0.471501,0.790989,0.301607,-0.17529,-0.294437,0.217305,0.545729,0.122971,-0.0160017,0.210425,-0.127432,0.140063,0.183245
2.37756,-0.490345,0.0146908,0.158928,0.186342,0.214456,-0.141876,-0.0112623,-0.342924,0.230978,0.600787,0.40376,-0.234607,0.389284,-0.498069,0.0435872,0.0786178
1.8168,-0.161978,0.154259,0.291198,0.485691,0.6496,0.806683,-0.197706,-0.275881,0.230943,0.584756,0.19124,-0.193506,0.082409,-0.409095,0.119863,0.128257
2.08042,-0.284297,0.0575188,0.154161,0.471137,0.472679,0.330801,-0.119935,-0.245184,0.187949,0.568659,0.225861,-0.264441,0.372631,-0.623773,0.0325825,-0.0836141
1.82925,-0.436729,0.166587,0.46879,0.540107,0.644899,0.506414,-0.127304,-0.274438,0.13895,0.510652,0.207061,0.094048,0.274,-0.423645,0.144374,0.205632
1.99714,-0.455112,0.230629,0.0685501,0.383757,0.444005,0.148464,-0.17488,-0.358294,0.174852,0.518736,0.133662,-0.00898162,0.0821497,-0.24876,0.0292567,-0.058602
2.00226,-0.583748,0.0459057,0.500042,0.46972,0.83568,0.473974,-0.144495,-0.399175,0.078045,0.534704,0.294461,0.269729,0.0476567,-0.426246,0.194473,0.278024
2.41979,-0.462358,0.129478,-0.236654,0.332235,0.217943,0.205963,-0.199298,-0.148993,0.150248,0.540314,0.145085,0.0239267,-0.00923224,-0.20605,-0.0312021,-0.170044
1.88864,-0.358513,-0.12886,0.302262,0.654679,0.999272,0.713189,-0.270764,-0.216459,0.0976443,0.631909,0.0400621,-0.0199427,0.0387772,-0.0730004,-0.0200175,-0.0152919
1.78948,-0.511013,0.0563278,0.400341,0.907182,0.926306,0.446744,-0.158934,-0.487975,0.162418,0.593019,0.0660678,0.138902,0.000658754,-0.107438,-0.0249775,0.164942
1.88315,-0.449013,-0.139713,0.373729,0.5953,0.776957,0.577981,-0.156667,-0.443826,0.200796,0.534611,0.322829,0.0150038,0.401734,-0.280621,0.376813,0.384426
1.74848,-0.221313,0.0186157,0.465528,0.695477,0.795065,0.635183,-0.244853,-0.278248,0.133804,0.57332,0.0205404,-0.0138697,-0.0228241,-0.0192663,-0.00750314,0.0216481
1.60429,-0.360678,0.313167,0.509722,0.505748,0.902782,0.648565,-0.194886,-0.19093,0.131636,0.560307,0.184136,0.0156624,0.145858,-0.202257,0.170982,-0.0812649
1.96778,-0.422374,-0.133548,0.220644,0.561816,0.566235,0.355673,-0.105526,-0.318064,0.151441,0.518368,0.356599,0.327048,0.399143,-0.233044,0.0586013,0.310429
2.17016,-0.516774,0.0300466,0.131512,0.508149,0.358236,0.365761,-0.183445,-0.300462,0.190678,0.522871,0.0836551,-0.0597937,0.14729,0.0212666,0.0355824,0.047086
1.99709,-0.327391,0.1392,0.0637935,0.456009,0.453056,0.0863427,-0.119023,-0.212197,0.156317,0.534851,0.107646,0.0668002,0.114327,-0.163321,0.0437972,0.149629
2.36104,-0.560433,0.127677,-0.105067,0.19999,0.245651,0.0522006,-0.144289,-0.372397,0.252098,0.582957,0.0390752,-0.00210396,-0.00150764,-0.0178325,0.0433402,0.0138835
2.3659,-0.567261,-0.0464873,0.0371211,0.384713,0.427068,0.773165,-0.236748,-0.258604,0.114804,0.603003,0.154912,0.0410893,-0.188447,-0.233636,0.128216,-0.152766
2.40495,-0.446052,0.0603505,0.00709,0.240702,0.113593,-0.126976,-0.102938,-0.300401,0.212448,0.547663,0.286051,-0.0550839,0.078743,-0.461872,-0.169837,-0.188662
2.236,-0.504834,0.0627787,-0.017949,0.290225,0.552996,0.111087,-0.151312,-0.391112,0.174276,0.640643,0.104112,-0.102488,0.000461074,-0.0458164,0.112562,0.118553
1.56053,-0.245391,0.0992664,0.14719,0.411159,0.500178,0.365451,-0.193202,-0.286325,0.196681,0.526943,0.2209,0.191761,0.48635,-0.0805349,0.500753,0.400487
2.39808,-0.694291,-0.0104231,-0.317847,-0.0166855,0.162471,0.0693612,-0.0757679,-0.107373,0.0864937,0.594673,0.581251,0.289722,0.364957,-0.124154,0.214262,0.0688762
1.92161,-0.468184,0.0637528,0.274871,0.622029,0.76811,0.221993,-0.11609,-0.400589,0.133645,0.548143,0.223235,-0.0192525,0.0476376,-0.225994,0.145037,0.223079
2.21589,-0.44847,-0.279566,0.0463196,0.514576,0.766899,0.672249,-0.166802,-0.508252,0.113558,0.613135,0.308511,0.0878207,0.100871,-0.12508,0.343347,0.204347
2.06259,-0.553394,-0.163082,0.140657,0.782578,0.854397,1.00889,-0.230235,-0.2588,0.16548,0.544602,0.136285,0.143158,0.048365,-0.0883177,0.217314,-0.0108632
1.89894,-0.263716,0.146073,0.081427,0.465992,0.409046,0.339118,-0.165716,-0.1491,0.19954,0.587988,0.174275,-0.00844034,0.281689,-0.074892,0.0375405,-0.107245
2.13597,-0.358506,0.0733374,0.0235602,0.315413,0.31338,0.172695,-0.150889,-0.204729,0.186021,0.608479,0.108253,0.118423,0.0453761,-0.149756,0.0570921,-0.0458154
2.02773,-0.249476,0.256857,0.0227432,0.205342,0.256364,-0.0946998,-0.210257,-0.269287,0.148399,0.631089,0.0119177,0.00456246,-0.000765155,-0.00858262,0.000761578,-0.0226777
1.98976,-0.286943,0.0118956,0.0688172,0.560241,0.713192,0.322466,-0.101692,-0.335803,0.221119,0.573675,0.262827,0.0195378,0.436891,-0.309261,0.168935,0.0697294
1.95833,-0.46913,0.13382,0.228589,0.582656,0.754713,0.439021,-0.118794,-0.391425,0.131407,0.543879,0.163357,-0.0304474,0.166734,-0.158856,0.127977,0.118386
1.94484,-0.477474,0.0926471,0.221352,0.424901,0.846589,0.192344,-0.124636,-0.302619,0.167289,0.60074,0.293152,-0.0659856,0.277608,-0.259457,-0.0512773,0.14022
1.96104,-0.342762,0.390528,0.130534,0.323601,0.303209,0.226109,-0.187528,-0.162471,0.106348,0.546794,0.293736,0.00981585,0.153864,-0.233687,0.0940443,-0.171967
2.25183,-0.318168,0.0963826,-0.137055,0.45153,0.497225,0.17599,-0.119389,-0.31092,0.156836,0.526238,0.268957,-0.0123211,0.0816406,-0.230464,0.0455781,-0.209449
2.21439,-0.474674,-0.0546942,0.321791,0.530381,0.504442,0.340917,-0.183032,-0.24367,0.197458,0.555245,0.204997,-0.17477,0.118915,-0.279538,0.038221,-0.0802079
1.76871,-0.244012,0.129143,0.133211,0.740424,0.718243,0.380085,-0.153227,-0.178872,0.156014,0.593307,0.170744,0.0593018,0.161791,-0.25234,0.123769,0.0769013
2.15001,-0.0776308,0.0910999,-0.258825,0.228474,0.260381,-0.0877651,-0.0989067,-0.499091,0.106193,0.580105,0.0660168,-0.0410501,0.0129532,-0.103569,-0.0638742,0.02238
1.57832,-0.108126,0.351142,0.327028,0.443419,0.621732,0.368205,-0.253386,-0.325225,0.158816,0.6728,0.0838994,0.013563,0.0644061,-0.113923,0.152097,0.0732671
1.88246,-0.273425,0.10312,0.324755,0.504598,0.615719,0.439679,-0.167029,-0.34429,0.176655,0.575897,0.163338,-0.211316,0.110688,-0.245612,0.166373,-0.0276243
2.03602,-0.342853,0.0499039,0.0985021,0.490681,0.62665,0.345137,-0.20891,-0.283275,0.192216,0.621875,0.056516,-0.0273525,0.0356675,-0.128045,0.0140171,0.0133065
1.89818,-0.57771,-0.00500657,0.288152,0.532602,0.796065,0.226486,-0.174874,-0.141778,0.152298,0.617371,0.138104,0.178829,0.338138,-0.0219428,0.137287,0.0279556
1.88926,-0.295795,-0.133738,0.378921,0.696903,0.907739,0.36807,-0.119654,-0.30795,0.264903,0.508424,0.204124,-0.0243014,0.375422,-0.37007,0.246469,0.27564
1.89754,-0.111734,-0.0346842,0.315486,0.737733,0.40882,0.561157,-0.138671,-0.469539,0.175211,0.598355,0.0686365,-0.0549501,-0.0239935,-0.0940686,-0.0478806,-0.0253575
2.32321,-0.460146,-0.0270532,0.12608,0.298944,0.312998,0.0426638,-0.0976893,-0.239147,0.0784124,0.545318,0.12562,0.0319805,0.221709,-0.269151,0.225485,-0.00207329
2.20157,-0.432936,0.158102,-0.147805,0.275878,0.200504,-0.242317,-0.0485381,-0.298528,0.17047,0.539202,0.138916,0.121944,0.165417,-0.268624,0.242014,0.286118
1.98486,-0.342587,0.0545799,0.022274,0.38588,0.574254,0.449205,-0.148031,-0.254045,0.126948,0.563095,0.119975,0.040893,0.189784,-0.211427,0.0995092,0.137936
1.88284,-0.507773,-0.0173053,0.305226,0.665976,0.66302,0.647968,-0.135719,-0.320992,0.240632,0.536823,0.44698,0.129206,0.391226,-0.303299,0.385687,0.384263
2.30159,-0.369854,0.0693571,0.0567284,0.217465,0.445172,-0.0677567,-0.0727576,-0.439009,0.196805,0.596432,0.275005,-0.319604,0.106684,-0.314516,0.331343,0.109322
2.05545,-0.334779,0.0541031,0.190516,0.306204,0.611421,0.13706,-0.119411,-0.289596,0.198486,0.560686,0.222327,0.109707,0.308538,-0.435694,0.0725764,-0.088529
2.30621,-0.477201,-0.0508307,0.00600671,0.33213,0.500668,0.00974497,-0.189205,-0.287721,0.188072,0.608116,0.081956,0.102175,0.0683943,-0.149822,-0.0299643,-0.103581
2.0914,-0.497994,0.083511,-0.0209679,0.268354,0.214378,-0.238363,-0.0273916,-0.430717,0.156012,0.555668,0.441905,0.0726159,0.252282,-0.196722,0.6494,0.256354
1.8236,-0.262749,0.316541,0.342759,0.441645,0.486565,0.00601662,-0.129917,-0.267988,0.176325,0.571622,0.0315411,0.00203123,-0.00213688,-0.0289264,-0.0299529,0.03984
2.03944,-0.553541,0.261147,0.258498,0.0729096,0.514572,0.11568,-0.190971,-0.171214,0.148053,0.565297,0.148017,0.0323545,0.169537,-0.259293,0.118901,-0.210319
1.71015,-0.105503,-0.0176192,0.37004,0.741762,0.863414,0.968433,-0.203416,-0.17449,0.160637,0.659901,0.186415,0.104766,0.211775,-0.0851541,0.17596,-0.186177
1.83181,-0.379576,0.126663,0.197166,0.519635,0.826157,0.212952,-0.114101,-0.361757,0.155615,0.472333,0.200929,0.123005,0.336895,-0.124612,0.343288,0.339731
2.32265,-0.599304,-0.0121475,0.387517,0.171434,0.373488,-0.162645,-0.168626,-0.196724,0.205051,0.5402,0.256305,0.0854531,0.169561,-0.498995,0.096124,0.026921
