alpha,public,urban,healthcentre,primary,secondary,tertiary,logVisits,logVisitsPP_TB,log_ID_p_bldgspace,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines
2.15704,-0.408963,0.139818,0.324467,0.36524,0.561877,-0.124004,-0.131623,-0.208425,0.19838,0.503655,0.186977,-0.0738926,0.126472,-0.369154,0.0557129,0.010541
1.80381,-0.252685,0.251052,0.282506,0.364297,0.549945,0.206082,-0.130927,-0.298748,0.155628,0.574546,0.173136,-0.25282,0.0309159,-0.204996,0.10192,0.0677608
1.83675,-0.469621,0.0085453,0.351844,0.453112,0.537926,0.305289,-0.164645,-0.125552,0.151137,0.544536,0.551099,0.135783,0.496295,-0.0724716,0.325055,0.208151
2.3907,-0.427259,0.00992029,0.154824,0.56701,0.689872,0.0239498,-0.161984,-0.193756,0.189625,0.554103,0.474647,-0.324572,0.0511111,-0.722557,-0.179003,-0.430739
2.28792,-0.545874,-0.197595,0.254896,0.445104,0.752634,0.404327,-0.0710886,-0.359045,0.132417,0.62693,0.264383,-0.0476994,0.178191,-0.580895,-0.0235381,0.225745
1.93874,-0.307403,0.232058,0.368232,0.225935,0.142365,0.122157,-0.121026,-0.250181,0.094854,0.567732,0.202862,-0.0495541,0.21362,-0.194225,0.100702,-0.0191494
2.54605,-0.468579,-0.0137873,0.00723757,0.0325104,0.046354,0.0292512,-0.0515825,-0.418695,0.14321,0.59078,0.104169,-0.0599167,-0.0181883,-0.119635,0.0426277,0.0464377
2.36817,-0.608511,-0.194351,0.292253,0.515484,0.479591,0.137875,-0.119763,-0.156926,0.192399,0.574512,0.123462,-0.0701843,-0.0440049,-0.383147,0.167789,0.00741279
1.88828,-0.391958,0.230174,0.37628,0.315457,0.395073,0.168304,-0.121824,-0.254707,0.101137,0.538299,0.130857,0.0938076,0.105529,-0.0946547,-0.0106017,0.117565
2.30152,-0.50813,-0.233771,0.322435,0.58183,0.607208,0.18881,-0.125774,-0.323989,0.21519,0.597071,0.0643437,-0.045338,-0.00567944,-0.153352,-0.0755896,0.0250343
2.15713,-0.476948,-0.056544,0.0319403,0.349212,0.345558,0.460478,-0.0754735,-0.208364,0.267122,0.578486,0.228257,0.110897,0.286309,-0.303633,0.317192,0.0694621
2.23311,-0.478478,-0.0211095,0.0241616,0.417361,0.624802,0.736661,-0.20207,-0.170679,0.149249,0.625829,0.0737915,0.0569345,0.0712064,0.0255834,0.0323524,-0.15731
2.34667,-0.521589,0.0303814,0.0411253,0.237792,0.390935,0.0720651,-0.11893,-0.275662,0.142836,0.553341,0.074844,0.0168802,0.055776,-0.0771312,0.0512417,-0.0949813
2.31022,-0.463329,-0.069647,0.0784481,0.294083,0.521599,0.235849,-0.165406,-0.368248,0.0843839,0.515845,0.0802993,0.00948303,0.0577638,-0.179306,0.113731,0.0340519
1.37792,-0.24271,0.122755,0.446046,0.502869,0.67152,0.499563,-0.153917,-0.244259,0.194638,0.549812,0.267827,0.280561,0.671408,-0.022474,0.379026,0.221904
2.04862,-0.66399,-0.0364664,0.509763,0.808226,0.712841,0.532502,-0.127451,-0.166917,0.133711,0.532267,0.346348,0.128022,0.215491,-0.507245,-0.0295104,0.00487586
2.48836,-0.617978,0.035006,0.118462,0.0827561,0.263275,0.660979,-0.200304,-0.193429,0.13018,0.56108,0.30812,-0.16968,-0.0627158,-0.491585,0.0321115,-0.06894
1.98009,-0.329472,0.141264,0.179858,0.463033,0.472385,-0.00331212,-0.166473,-0.343016,0.157107,0.572592,0.159708,-0.0690701,0.107597,-0.308217,0.00137272,0.148884
2.02113,-0.533067,0.102604,0.32201,0.47085,0.70334,0.563933,-0.129189,-0.313707,0.111159,0.473272,0.192361,0.00438442,0.163964,-0.253928,0.162974,0.134088
2.25807,-0.539703,0.161022,-0.191639,0.200813,0.341286,0.197559,-0.107819,-0.26138,0.124977,0.543019,0.191842,-0.0656636,0.288132,-0.219846,0.0657515,0.223747
2.32571,-0.378687,0.0264768,0.537523,0.675927,0.993304,0.514466,-0.10614,-0.378023,0.161229,0.554254,1.00659,-0.59541,-0.159243,-1.11059,-0.451138,-0.217812
2.10954,-0.467621,-0.144827,0.350424,0.5352,0.764167,0.801196,-0.237852,-0.315935,0.158594,0.570786,0.0573285,0.0408761,0.0047891,-0.0247236,-0.0292522,-0.0360331
1.93899,-0.204956,0.139167,0.0368121,0.491216,0.728104,0.188068,-0.174161,-0.312078,0.261271,0.573317,0.125835,-0.148636,0.111351,-0.21337,0.173999,-0.0831932
2.32444,-0.513429,-0.0790382,0.0882509,0.361896,0.471487,0.28008,-0.135444,-0.370605,0.170532,0.554791,0.02119,-0.0242182,-0.00126167,0.00174304,-0.00233025,0.0111129
2.07199,-0.34351,-0.16301,0.14488,0.421468,0.713464,0.699879,-0.192195,-0.415799,0.243266,0.5606,0.241389,-0.0196492,0.209149,-0.279157,0.203868,0.231168
2.54624,-0.711447,-0.130799,0.182869,0.139022,0.321792,0.373597,-0.0498263,-0.364258,0.0194599,0.574212,0.0961138,0.0370269,0.029709,-0.28826,0.0466579,0.0853434
2.21694,-0.475208,-0.0698868,-0.0267243,0.187396,0.30489,0.0953454,-0.0869799,-0.363828,0.113669,0.668618,0.231636,0.138814,0.203435,-0.0380422,0.281553,0.400341
2.27885,-0.49846,-0.193674,-0.0481961,0.459884,0.52689,0.0718022,-0.169081,-0.350085,0.290107,0.594373,0.0429422,0.0707819,0.0830809,0.0492389,0.0865627,-0.0188358
2.00416,-0.346622,0.111746,0.000924136,0.416043,0.532139,0.426146,-0.163,-0.215937,0.10785,0.577549,0.0108101,0.0152116,0.0153527,-0.00315873,0.00477693,0.00654571
1.17083,-0.119871,0.164452,0.435277,1.05734,1.15503,0.668805,-0.292745,-0.214301,0.225783,0.646732,0.186579,0.0992634,0.278305,-0.206367,0.271949,0.276462
2.16096,-0.515487,0.050009,0.101194,0.583821,0.691704,0.713897,-0.211138,-0.247034,0.138664,0.579162,0.017508,0.0107677,0.0297943,-0.00517059,0.0109271,-0.0363399
2.04005,-0.374489,0.177799,0.0215452,0.36175,0.446034,0.305932,-0.156344,-0.277876,0.13166,0.572624,0.101554,-0.0353262,-0.0197383,-0.142884,0.0146255,-0.0340467
1.79429,-0.238792,0.124461,0.189943,0.474765,0.663832,0.424856,-0.198685,-0.241849,0.101103,0.620227,0.143248,-0.130786,-0.0614044,0.0417637,0.190559,0.0581808
2.34326,-0.42076,0.122992,0.0409873,0.433349,0.558109,-0.0615261,-0.145336,-0.291692,0.182769,0.582888,0.329738,-0.213512,-0.21368,-0.926687,-0.0514415,-0.316818
2.13797,-0.545253,0.0945588,0.157838,0.424794,0.548426,0.420449,-0.141751,-0.25915,0.193886,0.594491,0.079087,0.0329205,0.101188,-0.0542607,-0.0130524,-0.106731
2.34909,-0.291425,-0.153105,-0.00325692,0.187784,0.631912,-0.129569,-0.0429222,-0.403991,0.189789,0.579855,0.224375,-0.234198,0.173439,-0.55655,-0.0148485,0.115157
2.29922,-0.243465,-0.140475,-0.210788,0.145184,0.497384,-0.0282314,-0.206818,-0.351183,0.15746,0.53961,0.203045,0.0325843,-0.0263834,-0.378343,0.121242,0.0736422
2.30254,-0.421786,0.161736,-0.0649074,0.232717,0.264939,-0.356107,-0.0403366,-0.425987,0.137158,0.63084,0.319139,-0.0479883,-0.0844542,-0.352291,0.0788614,0.0682506
1.58491,-0.242109,0.202835,0.43231,0.562309,0.819521,0.927082,-0.245099,-0.234547,0.0750105,0.533507,0.0374976,-0.00863446,0.0528068,-0.00531089,0.0144116,0.03364
2.17863,-0.418394,-0.0777609,0.266147,0.520872,0.484874,0.49581,-0.20303,-0.232753,0.200183,0.546637,0.301352,0.00853295,0.146807,-0.401922,-0.0862849,-0.154169
2.23155,-0.353891,-0.137974,0.0596941,0.210547,0.625387,0.414055,-0.215425,-0.287834,0.0763662,0.574744,0.112385,0.0675668,0.016743,-0.187475,0.0833851,-0.0620028
1.92542,-0.335305,0.122831,0.261926,0.524352,0.640538,0.0426543,-0.157078,-0.270304,0.168708,0.600666,0.128026,-0.0458663,0.131257,-0.184448,0.128439,0.14134
1.92896,-0.354567,0.0241284,0.203655,0.515133,0.298921,0.0461548,-0.0692747,-0.227229,0.216675,0.514542,0.252602,0.0180409,0.48789,-0.21731,0.318995,0.274476
1.80439,-0.315518,0.0971095,-0.0172935,0.661582,0.929749,0.585727,-0.233014,-0.264825,0.215294,0.55926,0.166413,0.164029,0.367831,-0.203284,0.0667739,0.0703131
2.03372,-0.405245,0.123697,0.0767695,0.649322,0.608569,0.387913,-0.159651,-0.217498,0.225852,0.494884,0.116259,0.102225,0.116838,-0.286419,-0.00208912,-0.0706073
1.78461,-0.415307,0.13474,0.359043,0.666196,0.738488,0.531552,-0.235997,-0.247942,0.193934,0.623876,0.096926,-0.00299127,0.0112969,-0.0797131,-0.0425415,0.0305898
2.03036,-0.37131,0.244532,-0.0938519,0.318005,0.365339,0.0909696,-0.102634,-0.385813,0.221781,0.574092,0.237062,-0.106706,0.25085,-0.508377,0.19989,0.294527
1.57576,-0.121301,0.00932693,0.340445,0.853606,0.656006,0.333409,-0.138511,-0.272803,0.25033,0.61492,0.255608,0.0565461,0.294677,-0.290483,0.0561672,0.166373
2.40986,-0.47544,0.104499,-0.0285049,0.0649809,0.233598,-0.127023,-0.0475741,-0.324531,0.16579,0.512294,0.211938,-0.171497,0.10583,-0.383653,-0.0103864,0.0247344
2.67866,-0.738613,0.14353,-0.283893,0.0119044,0.0743465,-0.35459,-0.0779522,-0.307111,0.205655,0.554817,0.0669205,0.00301082,0.0342423,-0.213042,0.0140464,-0.0100203
2.29407,-0.439226,0.0209665,0.136132,0.193046,-0.00580121,0.278265,-0.0747896,-0.370248,0.129074,0.524618,0.163695,0.165425,0.177247,-0.193396,0.193753,0.123385
1.98679,-0.391785,-0.101591,0.361116,0.737245,0.85107,0.451072,-0.138656,-0.398566,0.224103,0.556726,0.300269,-0.0258876,0.0078131,-0.398145,0.127997,0.136347
1.68034,-0.00494092,0.0935489,-0.106303,0.61878,0.604634,0.132753,-0.154078,-0.41323,0.0824575,0.563476,0.367955,0.235338,-0.116123,-0.310499,0.240834,0.507262
1.7098,-0.354267,0.0229793,0.150429,0.532377,0.716554,0.491568,-0.131464,-0.323452,0.160211,0.566509,0.253107,0.366711,0.432598,0.0417112,0.390089,0.249202
2.06551,-0.413268,-0.0696249,0.307146,0.624023,0.68549,0.113821,-0.176308,-0.263468,0.110938,0.546874,0.0908787,0.0663282,0.0874356,-0.110634,0.0783656,-0.052198
2.05393,-0.275023,-0.0772189,0.128684,0.228529,0.628325,0.68244,-0.155189,-0.337059,0.147861,0.518927,0.421208,-0.00520101,0.296985,-0.509984,0.154489,0.16316
2.26073,-0.390793,-0.0667345,0.0314007,0.240312,0.442014,0.268311,-0.0777054,-0.28181,0.193389,0.540505,0.31999,-0.189221,0.318329,-0.277053,0.195078,0.0702427
1.95045,-0.453181,0.104538,0.315303,0.573082,0.707625,0.575203,-0.0965566,-0.306458,0.145534,0.534193,0.44094,-0.0475198,0.282577,-0.400264,0.230879,0.146159
1.74916,-0.401693,0.006435,0.577792,0.641852,0.876801,0.375563,-0.139272,-0.32648,0.164709,0.566849,0.188579,0.028617,0.241973,-0.322803,0.378165,0.267115
1.94861,-0.384907,0.0244334,0.310743,0.591465,0.872161,0.350044,-0.151863,-0.33303,0.188423,0.52265,0.218527,-0.118206,0.0495644,-0.421843,0.15609,0.0848757
1.94942,-0.372964,0.21697,0.110116,0.348308,0.290742,0.0887042,-0.167785,-0.268663,0.116663,0.608547,0.00337137,0.00167706,0.00768809,0.0024982,-0.000442069,-0.00456352
2.4645,-0.52813,0.00698595,-0.0515728,0.442026,0.200056,-0.0467875,-0.0800184,-0.323855,0.126525,0.536339,0.107973,0.0608441,0.0852154,-0.390407,-0.0400056,0.044369
2.09221,-0.277054,0.156452,0.0308242,0.430322,0.543758,0.04341,-0.0782765,-0.375333,0.163232,0.693435,0.100454,-0.0745595,0.0116945,-0.0751341,0.00382007,-0.0643153
2.14648,-0.322483,-0.102488,0.193273,0.51482,0.422903,0.0866691,-0.120606,-0.20822,0.244442,0.587273,0.152335,-0.146046,0.210922,-0.237763,0.00948091,-0.0125106
2.12291,-0.52846,0.144997,-0.0900906,0.438949,0.371175,0.124061,-0.172304,-0.178116,0.137165,0.499503,0.103747,0.11318,0.156345,-0.231783,0.114068,-0.148838
2.2999,-0.400348,-0.0577528,0.0610272,0.100152,0.249786,-0.160655,-0.0992381,-0.296723,0.155435,0.592418,0.327147,0.116068,0.352603,-0.223765,0.0152486,0.221053
2.31811,-0.669667,-0.0475756,0.0899625,0.312502,0.213345,0.134682,-0.107439,-0.233243,0.101282,0.616738,0.222421,0.32819,0.193894,-0.172093,-0.0366693,0.178053
1.98738,-0.146314,0.212543,-0.276382,0.505688,0.504013,0.227389,-0.212317,-0.408827,0.167458,0.582475,0.0183502,-0.0166163,0.0216291,0.00363217,-0.0052977,-0.00318069
2.41521,-0.386843,0.0631871,-0.0296852,0.131684,0.235236,-0.144378,-0.0547648,-0.341421,0.240855,0.466182,0.226531,-0.253158,0.246934,-0.479722,0.198768,0.0196482
2.20793,-0.295657,-0.114666,0.330671,0.369477,0.483469,0.359079,-0.134003,-0.346723,0.153369,0.65207,0.250739,-0.295982,0.00691727,-0.158671,-0.059433,0.0507527
2.26668,-0.478664,0.0819249,0.172963,0.454029,0.386949,0.304235,-0.0979263,-0.397702,0.156191,0.566708,0.0866375,0.0958301,-0.0986389,-0.29101,-0.0115558,0.0189505
1.79157,-0.257997,0.147654,-0.0139861,0.493125,0.725364,-0.0457972,-0.132078,-0.379974,0.186743,0.606525,0.231714,0.135707,0.191243,-0.259968,0.133121,0.266379
1.95705,-0.254104,-0.0101917,0.197099,0.479346,0.490514,0.619647,-0.230669,-0.263161,0.128505,0.611401,0.206331,0.0677918,-0.0686873,-0.112156,0.127928,0.113513
2.04457,-0.285869,0.184965,-0.0771079,0.232824,0.24825,-0.0929202,-0.160002,-0.280087,0.152968,0.59575,0.0720244,0.0549854,0.0174525,0.00601179,-0.0476736,-0.0450629
2.06507,-0.260119,0.140588,0.00940696,0.374746,0.479424,-0.147198,-0.119759,-0.229928,0.247584,0.594806,0.0905135,0.0637306,0.191484,-0.155748,0.0509009,0.101249
2.18547,-0.301534,0.092089,-0.323153,0.143523,0.512952,-0.357062,-0.152311,-0.329077,0.15566,0.593782,0.0607285,-0.0233035,0.0517345,-0.0159915,-0.0242132,-0.000683826
1.81206,-0.251595,0.156231,0.189154,0.467042,0.319793,0.329968,-0.0704302,-0.340278,0.187186,0.596647,0.193156,-0.00388074,0.224652,-0.158807,0.240003,0.202776
1.92837,-0.277583,0.194876,0.146273,0.31672,0.420099,0.396234,-0.178424,-0.171637,0.0447185,0.605643,0.0213835,0.0114809,-0.0167522,-0.026674,0.00395789,0.00566204
1.67797,-0.445687,0.0840211,0.576503,0.614803,0.84725,0.432792,-0.102194,-0.267471,0.206578,0.494823,0.36578,-0.0148404,0.310387,-0.172351,0.336214,0.222764
1.99144,-0.262381,-0.0840885,0.264685,0.534516,0.5154,0.47771,-0.181412,-0.251806,0.168741,0.632399,0.145333,-0.151714,0.182421,-0.177279,0.140224,-0.08262
2.40277,-0.558311,0.102462,-0.136129,0.292416,0.198487,-0.0266632,-0.116037,-0.244116,0.184113,0.552984,0.169458,-0.079565,0.102056,-0.220978,0.217929,0.125386
2.07653,-0.321964,-0.243088,0.263484,0.722013,0.79232,0.75318,-0.252403,-0.297382,0.230918,0.60251,0.128774,0.131663,0.152345,-0.192872,0.193272,-0.166342
2.21997,-0.427433,-0.00080931,0.10918,0.474215,0.603153,0.161924,-0.167772,-0.163522,0.117087,0.615714,0.0536451,-0.0715921,0.0360739,-0.0917999,0.0255247,0.00636106
2.06331,-0.502096,-0.157408,0.208894,0.717231,0.963614,0.366769,-0.23478,-0.337388,0.223854,0.581732,0.107828,0.114536,0.0914991,-0.152413,0.160704,-0.0352361
2.05073,-0.346271,-0.116435,0.186897,0.20644,0.583849,0.583208,-0.0782377,-0.256044,0.0995396,0.54527,0.247946,0.0834174,0.443643,-0.404562,0.0927432,0.176983
1.86151,-0.35806,0.0559775,0.112876,0.559004,0.872977,0.692151,-0.188602,-0.376374,0.12255,0.490413,0.143189,0.0629702,0.0196896,-0.197742,-0.0122627,0.00933472
2.06076,-0.394163,0.109707,0.325762,0.630023,0.739859,0.404758,-0.201927,-0.236258,0.127818,0.566635,0.2615,-0.233026,-0.173121,-0.438017,-0.175376,-0.175225
2.01371,-0.403207,0.135334,0.0930375,0.649225,0.57573,0.300228,-0.198916,-0.266257,0.191832,0.607001,0.00300358,-0.0005167,0.00116847,-0.0037804,0.00825443,0.00315153
2.29888,-0.389303,-0.138771,0.0814613,0.223689,0.39826,0.369054,-0.140065,-0.29014,0.107055,0.624928,0.116359,-0.0764161,0.0276781,-0.170751,0.0461395,0.0683487
2.18961,-0.36675,-0.00710659,-0.00688377,0.396703,0.492464,-0.0950545,-0.12544,-0.354746,0.0919056,0.51619,0.10103,-0.0234036,-0.127518,-0.245575,-0.0454413,0.0422831
2.15524,-0.391209,0.258742,-0.0877471,0.212805,0.150721,-0.0433639,-0.108819,-0.291431,0.0674609,0.582963,0.0377678,-0.00187655,0.0473276,-0.0294267,0.0294829,-0.0524998
2.14225,-0.545806,-0.00495189,0.255706,0.50016,0.548563,0.25799,-0.154908,-0.336319,0.156126,0.648246,0.0914294,-0.00532974,-0.0494318,-0.131477,0.0301981,0.00615759
2.14373,-0.525168,0.0266337,0.27999,0.48688,0.474907,0.368203,-0.173123,-0.336122,0.138405,0.523591,0.111139,0.0221736,-0.0630935,-0.230996,0.114261,0.0812564
2.21211,-0.370724,-0.187349,0.232471,0.370396,0.55298,0.298906,-0.204852,-0.286817,0.2113,0.57559,0.0635169,-0.0105229,-0.00188821,-0.144554,0.0404612,0.0520697
2.39718,-0.49929,-0.041091,-0.172072,0.0259953,0.0697104,0.147081,-0.103365,-0.346155,0.12975,0.561027,0.197445,0.212048,0.0487602,-0.123448,0.120617,-0.00899408
2.31389,-0.550627,0.266315,0.0213576,0.156738,0.335113,0.204061,-0.223814,-0.202806,0.138537,0.601654,0.120095,0.0691195,0.0555664,-0.231099,0.0199073,-0.0615541
2.032,-0.555006,0.180627,0.0380313,0.472591,0.572262,0.264601,-0.18217,-0.246461,0.203968,0.568652,0.136661,0.0181528,0.148222,-0.258585,0.134484,0.0916199
2.12088,-0.494519,-0.0671106,0.229475,0.520517,0.552961,0.704305,-0.163155,-0.231503,0.153704,0.615234,0.137005,0.155384,0.0461812,-0.137764,0.0921989,-0.0101477
2.4992,-0.560855,-0.107095,0.0900954,0.351622,0.396468,-0.182806,-0.0752923,-0.233557,0.226415,0.514133,0.352851,-0.305027,0.0816686,-0.43262,0.0687148,-0.162926
1.92599,-0.44786,-0.0425888,0.365331,0.716262,0.843357,0.728057,-0.156792,-0.320451,0.157019,0.529172,0.389895,-0.0258305,0.236833,-0.377166,0.122811,0.0609709
2.48543,-0.700518,-0.126466,-0.0228977,0.480973,0.279396,0.182894,-0.169524,-0.258965,0.202628,0.597992,0.00245981,-0.00398786,0.0020835,-0.00100174,-0.00218075,-0.0027824
2.03768,-0.325318,-0.199064,-0.0284079,0.415976,0.575845,0.145526,-0.117982,-0.462647,0.17281,0.494769,0.302172,0.114324,0.443502,-0.124333,0.432591,0.446725
2.19227,-0.378527,0.180459,-0.0601053,0.260109,0.350034,0.0496243,-0.160111,-0.247864,0.12925,0.650724,0.0748925,-0.0604193,0.0261392,-0.146017,0.0236541,-0.0588795
2.08608,-0.342673,0.092989,0.129391,0.41843,0.43705,0.0638452,-0.170698,-0.381551,0.126987,0.594318,0.0764973,0.0904179,0.0414931,-0.00945686,-0.0345625,0.0557406
2.35125,-0.449787,-0.250031,-0.216401,0.274961,0.350456,0.24424,-0.15145,-0.237881,0.214724,0.578689,0.265672,0.325881,0.277377,-0.299001,0.221523,0.182449
2.41254,-0.657107,-0.129614,-0.0900665,0.283036,0.424697,0.109643,-0.23578,-0.133128,0.213083,0.630339,0.139799,0.125363,0.228226,-0.303932,0.189564,-0.110694
2.09515,-0.378916,0.200739,0.02734,0.334941,0.490771,-0.00233083,-0.203348,-0.294225,0.226393,0.599233,0.0528177,-0.0326598,-0.0363176,-0.0234472,0.0256562,-0.0705784
1.83124,-0.516172,-0.0472324,0.573982,0.789513,0.87989,0.940131,-0.249189,-0.229171,0.095139,0.689006,0.0753139,0.0770108,0.141371,-0.117764,-0.057235,0.00500619
2.28722,-0.546001,-0.263473,0.055412,0.397733,0.647523,0.426461,-0.123318,-0.305581,0.1633,0.560413,0.296573,-0.0362446,0.431418,-0.288549,0.240797,0.104624
1.85919,-0.368952,0.0945393,0.49134,0.599799,0.725887,0.310089,-0.179863,-0.262314,0.166367,0.502588,0.130567,-0.0641288,0.0165535,-0.314503,0.075307,0.170766
1.66132,-0.200512,-0.0950064,0.408165,0.925189,1.15083,0.903623,-0.258902,-0.232858,0.130803,0.580553,0.0450173,0.0060589,0.0827387,-0.0243218,-0.0145877,-0.000164671
2.00922,-0.387974,0.0748451,0.253381,0.442906,0.434964,0.324719,-0.138545,-0.27293,0.176427,0.552064,0.112771,0.0856802,0.0798931,-0.167399,0.0916756,0.00388383
2.18472,-0.465178,-0.0181262,0.237758,0.347482,0.646649,0.404529,-0.175752,-0.217833,0.118154,0.627673,0.166051,0.127852,0.124626,-0.151499,0.0186711,0.0446771
1.86344,-0.440133,-0.0678841,0.353163,0.655273,0.912874,0.864737,-0.201241,-0.279264,0.0763476,0.493165,0.0411264,0.0157872,-0.0253188,-0.0561731,-0.00117776,-0.00888523
2.01572,-0.342242,0.0102407,0.240115,0.512632,0.551889,0.620504,-0.181663,-0.302907,0.16842,0.524395,0.124546,0.0490563,0.129118,-0.226747,0.0469915,0.00119597
1.67888,-0.359302,0.204823,0.0729122,0.324177,0.49658,0.957849,-0.252217,-0.231449,0.0628646,0.622069,0.676677,0.131464,0.122064,-0.124051,0.410558,0.175449
2.02664,-0.338227,0.0604033,0.112855,0.366328,0.660098,0.260632,-0.108884,-0.213578,0.243499,0.544646,0.190544,0.192454,0.232508,-0.253665,0.0829127,0.0279614
2.14178,-0.361388,0.0495173,-0.180727,0.349973,0.463969,0.157377,-0.253263,-0.324254,0.19193,0.547558,0.243717,0.0607155,0.0226753,-0.226996,0.135723,0.111011
1.95653,-0.355826,0.179963,0.357736,0.43006,0.552352,0.266261,-0.0981335,-0.33077,0.204984,0.540758,0.20963,-0.254093,0.0866546,-0.343379,0.0741454,0.209387
2.03598,-0.388627,-0.0648336,0.323585,0.451638,0.481817,0.227061,-0.124856,-0.370046,0.295277,0.561822,0.278826,0.0262463,0.512064,-0.388202,0.225052,0.18098
2.26371,-0.446582,0.0564792,0.00833597,0.14498,0.527525,0.0767284,-0.185058,-0.329871,0.127788,0.517792,0.135185,0.0714012,0.0714526,-0.317442,-0.0596634,0.0196391
2.27259,-0.318198,0.101318,-0.229656,0.153999,0.244569,0.0316316,-0.151458,-0.409736,0.0483255,0.632776,0.085511,0.0154639,0.00523876,-0.0189717,0.108801,-0.0491394
2.07436,-0.566905,-0.0032517,0.509925,0.179905,0.787898,0.306761,-0.194428,-0.187801,0.0637889,0.6181,0.174071,0.00219324,0.132336,-0.424521,0.156933,0.009028
1.81639,-0.178297,0.0632748,0.451206,0.396078,0.811231,0.276224,-0.175467,-0.303153,0.134807,0.627306,0.0315041,0.0176253,-0.020751,0.0202749,0.0155938,0.0281016
1.7069,-0.316958,-0.0279073,0.576443,0.692396,0.795169,0.74996,-0.196689,-0.163655,0.0999189,0.602717,0.067834,0.0435414,0.153463,-0.0363897,0.124446,0.0442892
2.15491,-0.456056,-0.0135086,0.15254,0.443297,0.623959,0.421684,-0.162652,-0.349789,0.172347,0.572761,0.118154,-0.00325847,0.124042,-0.20619,-0.0615542,0.0449665
1.87165,-0.235303,0.164982,0.0433995,0.640749,0.517452,0.248903,-0.19707,-0.198269,0.206998,0.581756,0.00237852,-0.00224667,-0.00595629,-0.00106807,-0.00127054,-0.00580151
1.74241,-0.421997,0.248864,0.39395,0.555082,0.797473,0.408354,-0.139764,-0.153087,0.139848,0.587767,0.197713,-0.145936,0.239887,-0.402853,0.245533,-0.099163
2.31889,-0.494419,0.0489685,-0.187996,0.413048,0.464135,-0.402842,-0.0872389,-0.323967,0.143945,0.579562,0.0696605,0.0685453,0.0210737,-0.114914,-0.0916306,0.0174866
1.87705,-0.417596,0.0258884,0.237604,0.577629,0.53469,0.643258,-0.172298,-0.27926,0.273588,0.515429,0.299223,0.164902,0.242234,-0.211812,0.205847,0.125675
2.22145,-0.482675,0.0131065,0.185587,0.351635,0.486762,0.150518,-0.0680396,-0.237719,0.0339929,0.565954,0.180357,0.127192,0.0756743,-0.298445,0.12748,-0.0929432
2.34931,-0.357879,0.0227384,0.223993,0.386707,0.527176,0.304953,-0.0627341,-0.267353,0.22695,0.574875,0.517105,-0.233872,0.065151,-0.808217,-0.040414,-0.247866
2.38771,-0.613442,-0.104732,0.0865371,0.393235,0.696241,0.31917,-0.109678,-0.383697,0.101585,0.565989,0.252781,-0.0205382,-0.0494842,-0.478476,0.0942256,0.111505
2.17021,-0.568873,-0.0595965,0.318217,0.615788,0.510524,0.227415,-0.0665303,-0.226544,0.242463,0.500368,0.218222,-0.0707732,0.466195,-0.359398,0.17204,0.161491
2.51335,-0.69641,-0.0016512,-0.0941811,0.0992074,0.20646,-0.0187443,-0.129069,-0.352002,0.0816632,0.545124,0.161609,0.0335508,-0.0207004,-0.0959192,-0.043851,0.155943
2.54895,-0.529414,-0.222346,-0.108652,0.493288,0.316569,0.0862795,-0.0914521,-0.482653,0.230417,0.639965,0.200474,0.0755471,0.021338,-0.394822,0.0276124,0.0369587
2.095,-0.373891,0.0690505,0.120172,0.447359,0.476083,0.592528,-0.168074,-0.225284,0.202463,0.535768,0.0570669,0.0261033,0.0853892,-0.106402,-0.01757,-0.0296479
2.26701,-0.595867,0.0673481,0.333608,0.0741967,0.214523,0.166925,-0.172096,-0.435825,0.207976,0.678785,0.286971,-0.0429321,0.139501,-0.0668242,0.655215,0.176316
2.12129,-0.338259,-0.0334133,0.181095,0.445434,0.654157,0.577908,-0.227566,-0.282361,0.179756,0.559178,0.167931,-0.201973,0.00798996,-0.37873,0.228646,0.060526
2.17281,-0.205305,-0.0362915,0.20238,0.65554,0.631615,0.685341,-0.143388,-0.235647,0.156731,0.616532,0.368838,-0.335253,0.0577443,-0.66937,-0.202382,-0.428987
1.98271,-0.4087,0.0353188,0.572611,0.633057,1.02161,0.586839,-0.207657,-0.255744,0.186196,0.616299,0.201936,-0.174975,0.0714035,-0.592062,0.0848378,-0.123806
2.264,-0.393345,0.0116822,0.290251,0.579631,0.471706,-0.0275859,-0.0609021,-0.37829,0.274777,0.542539,0.908334,-0.265754,0.246384,-0.587083,-0.100459,0.0730112
2.10307,-0.453244,0.127517,-0.00953273,0.178163,0.353408,0.298978,-0.131057,-0.336285,0.131843,0.60969,0.127022,0.182713,0.17923,-0.316582,0.0333365,0.101963
2.12904,-0.412003,-0.0170146,-0.00573362,0.334577,0.484464,0.424554,-0.138342,-0.371616,0.127801,0.569155,0.174759,0.0282177,0.156506,-0.290712,0.281191,0.160485
1.47696,-0.149983,0.0798235,0.762448,0.860086,1.02487,1.03173,-0.169739,-0.238385,0.0492216,0.642046,0.11369,-0.0578093,0.0913143,-0.0740527,0.16903,0.0298554
2.07375,-0.435965,-0.0571649,0.15043,0.776506,0.711958,0.182223,-0.167572,-0.189931,0.113788,0.511391,0.294698,0.00944413,0.209354,-0.458844,0.0099051,0.161048
