alpha,public,urban,healthcentre,primary,secondary,tertiary,logVisits,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines,sigma_f,sigma_v,op_adherencesupportvisit,op_coughtriage,op_diagnosticvisit,op_follow-upvisit,op_monitoringvisit,op_screeningvisit,op_screeningvisit_mch,op_treatmentvisit,op_treatmentvisit_dot,op_treatmentvisit_ltbi,op_treatmentvisit_mdr,op_vaccinations,op_visitforcollectingmedicine,op_visitforinjection
1.89133,-0.550984,0.300204,0.244345,0.352254,0.61975,0.6861,-0.282077,0.378509,0.259325,0.0849224,0.0845746,-0.263963,-0.0495781,-0.303635,0.481059,0.103706,0.122793,-0.160189,0.226083,0.0267864,0.269248,0.136806,0.0980612,0.126461,-0.00785766,0.0417621,0.102226,-0.0579787,-0.16954,0.0205807
1.71418,-0.300713,0.209249,0.302473,0.407402,0.999096,0.647577,-0.247287,0.344893,0.199838,0.0648543,0.134313,-0.338934,0.176385,-0.116402,0.468819,0.154688,-0.0875047,-0.251413,0.200209,0.0556982,0.130588,0.0463436,0.0816321,-0.0114726,-0.0132384,0.0919934,0.200181,-0.0999872,-0.29671,0.07033
1.88066,-0.48258,0.138688,0.446967,0.284186,0.62558,0.134948,-0.133902,0.362079,0.0231461,-0.00470716,0.00453523,-0.0363344,-3.19539e-06,0.0129356,0.527523,0.21309,-0.279915,-0.082984,0.242331,-0.0526264,0.276909,0.0670386,0.198522,0.0333125,-0.0688864,0.210295,0.211144,-0.0515951,-0.0380647,-0.185392
1.70001,-0.475157,0.457411,0.506895,0.380231,0.735027,0.928694,-0.321533,0.353278,0.0846456,-0.00943677,0.0272956,-0.139153,-0.0102767,-0.16531,0.580428,0.19661,-0.0921164,-0.243968,0.13944,-0.212219,0.120325,-0.0097381,-0.00812214,-0.0653045,-0.0766935,0.0924623,-0.0630599,-0.0921994,0.0638847,-0.29905
1.78733,-0.417989,0.0873703,0.509548,0.491236,0.766753,0.652984,-0.236027,0.366008,0.125976,0.0389278,-0.0357431,-0.183267,-0.00847186,-0.178699,0.470855,0.139729,0.165027,-0.140844,0.285478,-0.22649,0.260486,0.171984,0.00934111,0.0490591,0.0287655,0.0724097,0.182369,-0.0139849,-0.156466,-0.224125
1.61115,-0.384216,0.214583,0.645301,0.52582,1.03036,0.731741,-0.204475,0.366957,0.0769653,0.0945351,0.131726,-0.142263,0.10432,-0.100524,0.469277,0.111958,0.110942,-0.128177,0.222749,-0.0543452,0.171675,0.0828488,-0.0322821,0.0284852,0.00374968,0.0260862,0.223281,-0.0731781,0.018556,-0.0102512
1.66933,-0.411472,0.0264248,0.650084,0.552766,1.01093,0.916214,-0.212013,0.359312,0.12375,0.080247,0.126187,-0.0842009,0.204334,-0.0700166,0.537556,0.393263,0.136927,-0.165623,0.293277,0.202428,0.180032,0.164087,-0.0644524,0.0939675,0.0287186,0.116679,0.15923,-0.0246523,-0.226533,-0.0610605
1.54135,-0.199932,0.333688,0.333176,0.52644,1.00808,0.57321,-0.225507,0.358299,0.244004,0.217611,0.103807,-0.454239,-0.0366222,-0.0579425,0.519581,0.162179,-0.0593107,-0.172836,0.285641,-0.20712,0.169637,0.17024,-0.0360913,0.117364,0.0794901,0.112861,0.339536,-0.0151274,-0.328079,-0.0189605
1.69084,-0.343367,0.22829,0.663529,0.534413,0.836017,0.591735,-0.196508,0.355045,0.129963,0.0684272,0.12094,-0.0932179,0.0698759,-0.109885,0.455238,0.200599,-0.0848279,-0.246566,0.144451,-0.221061,0.157807,0.0903008,0.0781986,-0.035759,-0.0885304,0.0523736,0.3481,-0.168979,-0.373918,-0.0770405
1.93175,-0.392571,0.282415,0.459754,0.284772,0.768385,0.252447,-0.147109,0.362582,0.248877,0.105539,0.164113,-0.343744,-0.00545285,-0.0236042,0.500786,0.213736,-0.265703,-0.324058,0.0465638,0.040947,0.0265086,-0.172708,-0.0926556,-0.126425,-0.107395,-0.0141975,0.338285,-0.19275,-0.17416,-0.158965
1.88204,-0.479949,0.08896,0.35828,0.214765,0.793184,0.300543,-0.246643,0.358285,0.177347,0.219061,0.252901,-0.216718,0.0297773,-0.0108022,0.471223,0.145391,-0.0865642,-0.130791,0.197121,0.108872,0.0930612,0.0601477,-0.0543779,-0.0365589,-0.0768544,0.0617168,0.141932,-0.110967,-0.114229,-0.0227678
1.74825,-0.335892,0.241548,0.462821,0.432833,0.776196,0.805273,-0.18507,0.331942,0.158051,0.00567062,0.138742,-0.29414,-0.0116628,-0.0633471,0.477146,0.181351,-0.0458044,-0.342773,0.150857,0.0175704,0.0522511,0.00083625,-0.259323,-0.0935423,-0.0476826,0.0324906,0.100405,-0.123544,-0.336865,-0.150764
1.82565,-0.474594,0.36796,0.508044,0.379913,0.64759,-0.120734,-0.226534,0.333555,0.119561,-0.038267,-0.0780782,-0.290336,0.00752892,-0.101352,0.620762,0.190924,-0.0346937,-0.166183,0.221945,0.0226289,0.102548,0.0861804,0.095854,0.0348652,-0.0246479,0.109681,0.296423,-0.0956568,-0.221337,-0.177326
1.8739,-0.35112,0.222421,0.388235,0.400844,0.50659,0.0532779,-0.180957,0.340967,0.0951937,-0.00621842,0.0095926,-0.0390765,0.146273,-0.0295929,0.48103,0.12556,-0.0194432,-0.218246,0.13182,-0.0738024,0.147299,-0.0265962,-0.100224,-0.0017068,0.0537779,0.0507407,0.121174,-0.0849163,-0.132122,-0.102406
1.84413,-0.507798,0.17397,0.512654,0.131839,0.650388,0.505631,-0.178953,0.355167,0.144111,0.136801,0.14976,0.0627315,0.0493648,-0.106344,0.436591,0.313091,0.00911169,-0.213413,0.277835,-0.0111544,0.169418,0.112523,0.335113,-0.041496,0.0295771,0.242917,0.0264576,-0.00197442,-0.338095,-0.271481
1.99497,-0.517829,0.279089,0.467211,0.19219,0.551391,0.546154,-0.216699,0.340518,0.227091,0.0655417,0.0300992,-0.175519,0.16903,-0.273668,0.433725,0.160588,0.0167054,-0.309287,0.193432,-0.0934151,0.168784,0.0788247,0.0852031,-0.0652169,-0.0838659,0.0863922,0.0296354,-0.0479245,-0.298076,-0.0456408
2.15988,-0.463659,0.414116,0.0851808,0.0917085,0.366205,0.178604,-0.17391,0.352428,0.245507,0.0874501,0.0119506,-0.524051,-0.130875,-0.358462,0.40259,0.0814391,0.0587064,-0.137204,0.160287,0.0547886,0.0797303,0.0396779,-0.0821798,0.0360574,-0.0211779,-0.00830872,-0.0224028,-0.0557864,-0.116762,-0.0790015
2.34401,-0.486837,0.130157,0.00969661,-0.0238247,0.221303,0.225222,-0.227367,0.369569,0.151631,0.0929313,0.0185587,-0.326634,0.138926,-0.378799,0.467289,0.158065,0.196082,-0.194494,0.257161,0.0159487,0.258898,0.188056,0.0206664,0.0812467,0.0581397,0.066046,0.199042,-0.0558178,0.0618198,-0.169441
2.26888,-0.547535,0.157286,0.267891,0.0891974,0.384782,0.259531,-0.209044,0.388842,0.188456,0.0713146,0.0564047,-0.370587,-0.0679349,-0.309522,0.497792,0.156994,0.0222883,-0.306249,0.241286,0.0834935,0.131337,0.00675995,0.125017,0.016559,-0.0782411,0.0583934,0.0834021,-0.191646,0.0547642,-0.161625
2.43595,-0.468271,0.340145,-0.176438,-0.203633,0.0276011,0.152493,-0.166794,0.354315,0.199127,0.155778,0.168602,-0.152976,0.00665327,-0.385774,0.461462,0.102714,-0.258031,-0.283711,0.152981,0.166667,0.137918,0.0380725,0.0562461,0.00598771,-0.0140514,0.0947095,0.256443,-0.0478381,-0.0510836,-0.048025
2.37899,-0.538296,0.225366,-0.0887073,-0.150393,0.16036,-0.13699,-0.197315,0.346697,0.39442,0.204588,-0.00621366,-0.215643,-0.0166848,-0.210725,0.446941,0.180498,-0.106194,-0.215357,0.125343,0.00595332,0.155935,0.0190376,0.153182,-0.144057,0.0613734,0.0400715,-0.092334,-0.145575,-0.122072,-0.113331
1.95217,-0.524326,0.43008,0.345772,-0.056388,0.249244,-0.128095,-0.117529,0.365513,0.167354,0.210972,0.271325,-0.321637,0.25013,0.0667909,0.520356,0.175212,-0.291775,-0.208871,0.280173,0.240686,0.104449,0.176726,0.211557,0.00149544,0.0915101,0.17435,0.108279,-0.0643431,-0.0235177,-0.184252
1.80616,-0.257654,0.266116,0.244693,0.37179,0.312955,0.108679,-0.186352,0.343278,0.0340593,0.0422877,0.0197085,-0.0214004,-0.0462277,-0.0602099,0.533554,0.199358,0.000733382,-0.124031,0.308486,0.0035278,0.301532,0.084369,0.103975,0.0971777,0.097637,0.125768,0.21059,0.110508,-0.164831,-0.132444
2.02902,-0.396951,0.267445,0.144374,0.302776,0.401599,0.314141,-0.147164,0.36987,0.154461,0.213779,0.00799487,-0.329239,-0.0350756,-0.170996,0.505605,0.109472,0.124505,-0.157744,0.19087,0.0892288,0.104566,0.0484847,0.0948538,-0.142995,0.0126953,-0.000594929,-0.0240057,-0.167557,-0.0312644,-0.072997
2.09616,-0.562956,0.430397,0.210112,-0.254404,0.190221,-0.0358141,-0.160326,0.371702,0.0757231,0.00795622,0.115144,-0.0802172,0.0412412,0.0123028,0.545429,0.124546,-0.0327306,-0.0487081,0.24385,0.0844968,0.125611,0.116884,-0.104105,-0.00470674,0.0229812,0.0445156,0.235915,-0.080471,-0.0320199,-0.126218
1.91649,-0.269553,0.164804,0.255452,0.288063,0.62128,0.635115,-0.184795,0.367755,0.209223,0.166683,0.273719,-0.18437,0.21482,-0.195127,0.440838,0.0953305,-0.181007,-0.206222,0.131607,-0.0944443,0.0167176,0.00704926,0.17014,-0.0985267,-0.0590646,0.123017,0.167882,-0.164319,0.0464392,-0.130481
1.91695,-0.499647,0.114566,0.499271,0.422073,0.887915,0.370973,-0.16318,0.335821,0.133033,0.0617281,0.157912,-0.265248,0.0228189,-0.0926322,0.465834,0.255032,0.13243,-0.219104,0.175495,-0.379677,0.0868455,-0.0723169,0.401831,-0.0739342,-0.0988663,0.147859,0.189163,-0.0588862,-0.435798,-0.115844
1.74852,-0.508702,0.319168,0.459817,0.765693,0.697246,0.575877,-0.236602,0.342656,0.156142,0.125698,0.00647297,-0.331391,-0.144361,-0.0571771,0.530388,0.189874,-0.117707,-0.232601,0.168799,-0.0205418,0.0880189,0.015911,-0.137546,-0.043764,0.0528785,0.0546129,0.020145,-0.00798296,-0.123609,-0.127748
1.9398,-0.371,0.224095,0.0989249,0.116883,0.65136,0.461894,-0.178793,0.336723,0.172509,0.163704,0.248535,-0.128405,0.0459874,-0.101511,0.586112,0.166307,-0.0793304,-0.275047,0.236853,-0.0562568,0.128451,0.0456989,0.112455,-0.0389528,-0.0653224,0.18346,0.172334,-0.115503,-0.291181,0.0200055
2.19985,-0.420808,0.197311,0.188294,0.107274,0.641245,0.318941,-0.210224,0.3593,0.297811,0.10025,0.0334666,-0.416418,0.0202299,-0.284454,0.471945,0.112006,-0.160669,-0.219265,0.128504,-0.0583579,0.0670985,-0.0596813,0.0843158,-0.0753518,-0.0485442,-0.0544134,-0.00913746,-0.120348,-0.115107,-0.187618
2.18614,-0.376161,0.294079,0.190165,0.283713,0.580648,0.247222,-0.227894,0.349299,0.468608,-0.16341,-0.147315,-0.749598,-0.395707,-0.405208,0.447638,0.169523,-0.111411,-0.0565205,0.270672,-0.140805,0.218749,0.138806,-0.00760112,0.0265143,-0.0265917,0.158767,0.0324873,-0.00912552,0.0762096,0.00867755
2.39284,-0.487166,0.265556,-0.176897,0.00249136,0.323521,0.250598,-0.204003,0.362131,0.266658,0.0695029,-0.0598091,-0.435265,0.0402501,-0.220387,0.458126,0.141912,0.121062,-0.327669,0.254185,-0.0441508,0.0526643,0.0417479,0.0401118,-0.0882539,-0.00959558,0.162484,0.317359,-0.142016,-0.268572,-0.020051
2.18797,-0.529103,0.204904,0.0720824,-0.00949552,0.304872,0.0380194,-0.136254,0.355046,0.12964,0.299805,0.157213,-0.16416,0.063473,-0.0430386,0.526947,0.170674,-0.00996391,-0.262236,0.227629,0.103214,0.0882397,0.069223,0.237072,0.0490724,-0.0383195,0.071799,0.131273,-0.0859111,-0.23469,0.090268
2.09913,-0.568141,0.162031,0.273683,0.303662,0.54249,0.380375,-0.185602,0.367561,0.116678,0.0826586,0.0383039,-0.0851749,-0.101889,-0.146218,0.487584,0.13696,0.035047,-0.222819,0.0898093,-0.0156272,0.106135,-0.00936905,0.237159,-0.0993815,-0.0682748,0.0392728,-0.134516,-0.0718597,-0.136539,-0.045285
2.01694,-0.475659,0.176865,0.339915,0.351746,0.361168,0.382963,-0.169623,0.382901,0.242855,0.261035,0.0897165,-0.251292,0.0457187,-0.137628,0.462382,0.185428,-0.280887,-0.303072,0.178048,-0.0499116,0.0555392,-0.0808641,0.149618,-0.139058,0.0230472,0.0290041,0.0869692,-0.190484,-0.350852,-0.192858
2.39984,-0.468733,0.101477,-0.0998379,-0.00898794,0.393884,0.0723396,-0.184294,0.379896,0.191403,0.237832,0.00972518,-0.2454,-0.152348,-0.334482,0.483085,0.226572,-0.0400982,-0.225725,0.174831,-0.0506922,0.149683,0.0742351,0.251136,-0.0737768,-0.000877135,0.0657293,-0.017884,-0.140797,-0.332946,-0.194257
2.28564,-0.517352,0.0465531,0.0549397,0.23747,0.502681,0.134524,-0.204672,0.330105,0.118145,0.255345,-0.0903519,0.0124201,0.0900077,-0.231771,0.508362,0.132935,0.0393815,-0.25118,0.116255,-0.192939,0.161343,0.0132609,0.0766879,-0.0454528,-0.0782102,-0.0312642,0.188274,-0.0859637,-0.201273,-0.158806
2.31122,-0.570428,0.253814,0.261048,0.261375,0.350747,0.182397,-0.16568,0.361064,0.203753,0.207505,0.0604557,-0.125863,-0.0549685,-0.370194,0.541578,0.231513,-0.061903,-0.352535,0.0814541,-0.0880922,-0.0136463,-0.116593,0.225477,-0.247494,-0.0588767,-0.0323362,0.0901621,-0.280108,-0.40416,-0.30793
2.08898,-0.57435,0.263269,0.0876249,0.525202,0.57928,0.226251,-0.209121,0.358679,0.270512,0.380935,0.0412244,-0.277395,0.126859,-0.290704,0.513796,0.0998608,0.0859816,-0.129628,0.212957,-0.108146,0.151213,0.0260372,-0.0400732,0.0641079,-0.0744458,0.118241,0.029291,-0.0967452,-0.06209,-0.0345388
1.98812,-0.531075,0.0690804,0.463118,0.306064,0.654056,0.466242,-0.212914,0.366006,0.0219826,-0.0486228,0.0200477,0.0275068,0.0214915,-0.000924403,0.499292,0.178717,-0.00386018,-0.150222,0.275997,-0.101419,0.167683,0.0718499,-0.0866623,0.027181,0.132629,0.131181,0.139412,-0.00983191,-0.0694344,-0.138689
2.10877,-0.498637,0.29146,0.0944841,0.281751,0.334625,0.379144,-0.162646,0.331152,0.155001,0.0790631,-0.0746486,-0.281586,-0.0463907,-0.330595,0.481221,0.160486,0.0359552,-0.240668,0.198175,0.163941,0.0745327,0.0137283,0.144017,-0.117177,-0.0344074,0.0906724,0.11455,-0.156098,-0.180358,-0.138219
1.68243,-0.411035,0.22087,0.288048,0.153767,0.645603,0.498027,-0.229111,0.352614,0.179534,0.373403,0.366237,0.082147,0.122169,0.0258703,0.478056,0.128133,-0.243264,-0.216798,0.279269,0.101036,0.203007,0.148573,0.0634972,0.013701,-0.114359,0.10321,0.0515039,-0.0240905,-0.201554,0.0016126
1.7906,-0.406591,0.297927,0.281577,0.282515,0.782216,0.614896,-0.200102,0.337221,0.246514,0.15577,0.201372,-0.243377,0.111522,0.149235,0.462438,0.199303,-0.162987,-0.175388,0.215967,-0.268832,0.144768,0.0232082,0.237488,0.00826593,-0.0368036,0.0489696,0.0236224,-0.157301,-0.0490837,-0.162083
2.14974,-0.561639,0.110738,0.509834,0.30736,0.266941,0.615251,-0.162247,0.367436,0.32292,0.137235,-0.118244,-0.46594,0.227406,-0.320034,0.522359,0.169644,-0.19628,-0.280558,0.195081,-0.163199,0.109077,0.0391641,0.14401,0.00871701,-0.141659,-0.0044691,0.0933785,-0.114694,-0.0883547,0.145816
2.16288,-0.495723,0.111462,0.160666,0.181024,0.45815,0.254084,-0.233871,0.366176,0.311906,0.199809,0.103429,-0.320854,-0.0775326,-0.282513,0.43313,0.120223,0.017382,-0.245403,0.157019,-0.0695415,0.170462,0.111632,-0.161604,0.0180198,-0.0291196,0.0167622,-0.034069,-0.058598,-0.0850506,0.0580333
2.24796,-0.286242,0.0597235,0.0762315,0.0215504,0.341941,0.300272,-0.174922,0.350894,0.132914,-0.0454612,0.137569,-0.123143,-0.0513412,-0.138553,0.540633,0.126243,-0.0777272,-0.276831,0.189187,0.0568068,0.151766,-0.0647105,-0.027982,-0.0915398,-0.0654723,0.0828228,0.151088,-0.117559,-0.0697107,0.0710407
2.16787,-0.711305,0.243071,0.146157,0.0239626,0.391149,0.280418,-0.0910117,0.366014,0.0863308,0.11337,0.180537,-0.022301,0.0183152,-0.19493,0.520495,0.113655,-0.0302221,-0.113412,0.204698,-0.029982,0.150214,0.0888726,0.0552062,-0.0358677,0.0262652,0.100401,0.17081,-0.105568,-0.0073508,-0.176875
1.7228,-0.357055,0.378345,0.386464,0.321584,0.395602,0.324249,-0.206519,0.357945,0.141897,0.258476,0.187641,-0.234764,-0.0662923,0.00960209,0.43834,0.10213,-0.100317,-0.16538,0.152814,-0.0269435,0.050586,-0.0300576,-0.000537036,-0.0680267,-0.0446805,0.0930517,0.198306,-0.0794768,-0.0378815,-0.0592201
2.18436,-0.542855,0.243623,0.00953117,0.113459,0.357342,0.139522,-0.206888,0.345556,0.0797668,0.126661,0.0766216,-0.0992219,0.153508,-0.128726,0.539115,0.244896,-0.0679543,-0.263066,0.125863,0.0876786,0.159983,-0.0654388,0.0185703,0.0180485,-0.1599,0.0362998,0.122125,-0.136234,-0.191534,-0.285693
2.09718,-0.623933,0.219104,0.180313,0.140128,0.398722,0.550147,-0.191306,0.343612,0.247846,0.287041,0.0925733,-0.133756,-0.00126151,-0.259315,0.507246,0.182894,-0.0208464,-0.254976,0.169903,0.0614219,0.0627607,0.0754297,0.00766236,-0.0984614,-0.0240991,0.151133,0.185858,-0.077999,-0.0717605,-0.0111861
2.05518,-0.476615,0.0984956,0.312567,0.319754,0.391278,0.649084,-0.117398,0.363765,0.117503,0.168885,0.152956,-0.108736,0.0158129,-0.00763676,0.528838,0.164454,-0.175222,-0.287006,0.123832,-0.043154,-0.0271718,-0.0553691,0.132501,-0.238336,-0.0479125,0.0766463,-0.00952238,-0.174306,-0.33933,-0.262657
1.75011,-0.378885,0.389858,0.437997,0.463292,0.369825,0.696415,-0.187078,0.372055,0.0874226,0.198148,0.064461,-0.0314103,0.0569193,-0.0296445,0.571926,0.117616,-0.190804,-0.297511,0.169908,-0.274783,0.105219,-0.00514021,0.0259089,0.0167168,0.020004,0.0846456,-0.111278,-0.0972822,-0.0426356,0.0505233
1.84131,-0.39761,0.283045,0.244503,0.262753,0.494055,0.50636,-0.260993,0.357166,0.110852,0.164379,-0.0219856,-0.139803,-0.0452097,-0.213527,0.455257,0.246107,0.0342162,-0.119733,0.358873,0.110116,0.208015,0.127153,0.297412,0.0342027,0.0492208,0.375085,0.378872,-0.0380841,-0.307763,-0.0690945
1.54957,-0.337986,0.291753,0.479607,0.279284,0.726429,0.338879,-0.147816,0.369189,0.253425,0.367592,0.516626,-0.218511,0.141254,0.0571514,0.474785,0.1343,0.0162038,-0.240422,0.194733,-0.0349824,0.148287,0.0342397,0.0831749,0.0512186,0.00419271,0.0924737,0.130475,-0.0653883,-0.2435,-0.120715
1.34193,-0.211439,0.171251,0.417447,0.498684,0.722342,0.960265,-0.250925,0.361241,0.3793,0.384133,0.356568,-0.156927,0.405795,0.0784929,0.424426,0.205027,-0.0243255,-0.0772881,0.312562,-0.0350733,0.157001,0.0873755,0.0660175,-0.035398,0.0120659,0.202511,0.451843,-0.160202,-0.37326,-0.155511
1.59242,-0.391931,0.179469,0.57345,0.71498,0.740179,0.662147,-0.190041,0.359959,0.113879,0.122615,0.269432,-0.0196316,0.219291,0.0319426,0.452856,0.148052,0.0690334,-0.162417,0.224885,-0.131754,0.0924251,0.116043,0.0469348,0.046386,-0.0574054,0.183341,0.00534628,-0.0619619,-0.128183,-0.0174153
1.54834,-0.354261,0.512014,0.469613,0.422046,0.62357,0.580024,-0.218136,0.377271,0.0959802,0.162991,0.0594977,-0.14231,0.141761,-0.105638,0.444264,0.122348,0.0761473,-0.141505,0.18866,0.0693022,0.118501,0.0485056,0.00307351,-0.0215659,0.0842246,0.187336,0.126907,-0.0953592,0.0351546,-0.100218
1.83768,-0.424835,0.578342,0.306985,0.167174,0.485945,0.149178,-0.194585,0.35389,0.155054,0.0245523,0.0864369,-0.350044,0.0999876,-0.2214,0.521464,0.0862532,-0.0578432,-0.18212,0.212195,-0.0058819,0.0650237,0.0395976,0.0684227,0.0442674,-0.0247571,0.0719512,0.0881999,-0.086238,-0.150621,-0.0051185
2.02983,-0.449181,0.278939,0.176291,0.348503,0.486981,0.145132,-0.166463,0.363839,0.0797415,0.143749,-0.0178021,-0.0696578,0.0223533,0.0327015,0.527943,0.199094,0.0400374,-0.256938,0.184237,0.141765,0.139008,0.0739351,0.0251272,-0.0110061,-0.105763,0.101215,0.318174,-0.0985629,-0.204799,-0.165936
2.14574,-0.544923,0.190609,0.0912797,0.234167,0.34232,0.297255,-0.199571,0.349758,0.161357,0.147835,0.0395341,-0.084841,-0.102934,-0.232649,0.488936,0.121516,-0.0801446,-0.267357,0.156129,0.116106,0.103947,0.0280497,0.198159,-0.0729108,-0.0663128,0.024279,-0.0604761,-0.062363,-0.179356,-0.193961
2.14325,-0.462634,0.170901,0.0466569,0.00075207,0.454317,0.666045,-0.238975,0.349916,0.0963742,0.102859,0.0279388,-0.112521,0.029441,0.0368282,0.516537,0.218036,-0.128391,-0.133687,0.19261,-0.20486,0.0440382,0.0813697,0.168319,-0.0275065,-0.0424031,0.109253,0.339091,-0.141171,-0.162255,-0.0434896
1.66107,-0.0639443,0.337066,0.348273,0.526245,0.649778,0.446042,-0.251795,0.360089,0.265788,0.21157,0.0937439,-0.261839,-0.0216752,-0.447634,0.466855,0.273042,-0.130434,-0.385917,0.155895,-0.0360883,0.0874033,0.0556229,-0.00914092,-0.0731465,-0.12828,-0.162164,0.405002,-0.0524876,-0.407041,-0.0643575
1.84055,-0.246765,0.430835,0.467283,0.402562,0.725595,0.276364,-0.161312,0.352175,0.591666,-0.19077,-0.123686,-0.760532,-0.241501,-0.357815,0.485634,0.148111,0.0103963,-0.163533,0.279109,0.145281,0.204275,0.0736307,0.00436741,-0.0677474,0.0304812,0.048285,0.299618,-0.0383699,-0.0439775,-0.210229
1.91511,-0.352728,0.303512,0.183884,0.37201,0.409639,-0.0937936,-0.17148,0.335682,0.158783,0.174874,0.0894488,-0.3458,-0.108946,-0.0899793,0.501777,0.186246,-0.0203961,-0.224233,0.237342,0.0946053,0.229929,0.00330935,0.252535,-0.0110523,-0.0202001,0.0950944,0.134561,-0.0431755,-0.379473,-0.0977157
1.85863,-0.353333,0.224117,0.382309,0.366847,0.587031,0.492042,-0.200591,0.342212,0.149958,-0.0485606,0.0939041,-0.232056,-0.0414986,-0.14456,0.463188,0.126897,-0.195822,-0.133037,0.245991,-0.100106,0.196856,0.0510688,0.0327622,-0.0218873,0.0732212,0.0328148,0.2852,-0.0948762,-0.0197791,-0.227818
1.90048,-0.414184,0.364929,0.277434,0.0621218,0.514301,0.212645,-0.166553,0.334136,0.269456,-0.0217052,0.124725,-0.1789,0.0249097,-0.111904,0.463177,0.181692,-0.126676,-0.167099,0.203935,-0.229799,0.102198,0.037428,0.188173,-0.0624597,0.0611867,0.0791311,-0.0114653,-0.103081,0.0449252,-0.0469746
1.67432,-0.307772,0.248023,0.45473,0.420048,0.647343,0.987099,-0.222684,0.334085,0.15298,0.190889,-0.0845716,-0.277517,0.0832634,-0.29706,0.47266,0.10571,-0.14244,-0.261753,0.199391,-0.12118,0.20623,0.0714443,0.00139926,-0.0307355,0.0423815,0.0277564,0.101081,-0.0878928,0.00619771,-0.0469752
1.73818,-0.217711,0.332815,0.0888413,0.389812,0.593634,0.3862,-0.226214,0.320102,0.133546,0.101027,0.108321,-0.25464,0.0203383,-0.142514,0.442154,0.189413,-0.0344332,-0.20654,0.149983,0.243945,0.0159926,0.0815514,0.188602,0.0193328,-0.0300685,0.16968,0.339372,-0.0903544,-0.32958,-0.0229165
2.16238,-0.470831,0.162416,0.165068,0.259185,0.439874,0.640762,-0.259602,0.35635,0.3268,0.15529,-0.0729233,-0.486642,-0.115617,-0.434916,0.451246,0.0796337,-0.0435124,-0.225806,0.210496,-0.0323572,0.120543,0.0938612,0.11531,-0.0119804,-0.013583,0.129541,-0.0159871,-0.0792017,-0.12172,-0.0131145
1.78593,-0.464811,0.365528,0.486641,0.354421,0.365262,0.342992,-0.20965,0.333481,0.0443635,-0.0484244,0.00248389,0.021613,-0.0396054,0.0086121,0.522059,0.242473,-0.0938355,-0.15207,0.260739,0.373269,0.175346,0.068459,-0.103968,0.0657016,0.0398344,0.108763,0.176142,-0.0443389,0.0852136,0.0309806
1.87133,-0.360856,0.338913,0.239579,0.315459,0.544369,0.42994,-0.243804,0.33216,0.242916,0.175352,0.264536,-0.190443,0.0461272,-0.0957813,0.449399,0.0968965,-0.0328004,-0.194115,0.12082,0.0501483,-0.0303164,-0.0707557,-0.00967241,0.00253872,-0.0477149,0.0283422,0.04032,-0.160299,-0.255982,-0.0941581
2.38145,-0.611133,0.11129,0.456621,0.258834,0.405624,0.319429,-0.108243,0.343679,0.323411,-0.125683,0.0303555,-0.468472,-0.0221006,-0.253528,0.513117,0.174932,-0.31986,-0.231045,0.2065,-0.145457,0.128445,0.0193036,0.28013,-0.0507637,-0.135718,0.0136533,0.10807,-0.0870808,-0.221293,0.0446122
2.20593,-0.443684,0.25013,0.127468,0.322898,0.448462,0.434546,-0.214735,0.356635,0.211784,0.10129,-0.0907673,-0.365733,-0.0350149,-0.506012,0.453863,0.244764,0.174621,-0.112814,0.165803,0.17029,0.0886571,-0.0323792,0.0408183,-0.0476622,-0.0735668,0.0425111,0.0587976,-0.165201,-0.348289,-0.167249
2.03008,-0.536555,0.165912,-0.0724236,0.0252584,0.0994845,-0.0386302,-0.130789,0.345848,0.394255,0.579148,0.409513,0.292487,0.205394,0.00648771,0.474618,0.114771,0.0739611,-0.196905,0.176795,0.0449284,0.10018,0.0295459,-0.0985202,0.0641008,-0.0928728,0.0476175,0.0937062,-0.0799361,-0.181402,-0.0949114
2.09997,-0.371823,0.263236,0.186874,0.0883049,0.561425,0.240577,-0.176767,0.348694,0.113866,0.0217588,0.240483,-0.199368,0.0102439,-0.144456,0.449325,0.158917,-0.299209,-0.302879,0.128555,-0.118798,0.0924753,0.0232674,0.0183703,0.0298962,-0.084388,0.0511337,0.0502162,-0.171798,-0.127067,0.0278795
2.11093,-0.593429,0.250887,0.409988,0.360678,0.460878,0.402801,-0.214157,0.352946,0.113054,0.193677,0.0787791,-0.241799,0.0643177,-0.182738,0.462378,0.187948,-0.231109,-0.28919,0.0418988,-0.125536,0.0962259,-0.0619594,0.1261,-0.0559497,-0.128285,0.13431,0.144209,-0.230372,-0.304971,-0.306844
1.91012,-0.284698,0.0175655,0.42528,0.33642,0.648962,0.583628,-0.170135,0.332963,0.128853,-0.0559129,0.120628,-0.089335,-0.15646,-0.155135,0.446648,0.271916,-0.113507,-0.174199,0.228018,0.0380239,0.107128,0.0556874,0.2612,-0.0212806,0.0765371,0.156814,0.0574811,-0.0485477,-0.491628,-0.096422
2.18456,-0.558834,0.252557,0.16576,0.193824,0.407341,0.497305,-0.173286,0.346132,0.230436,0.090609,-0.095939,-0.418137,-0.244792,-0.308832,0.490245,0.123892,0.106925,-0.229395,0.235736,0.0990824,0.0571839,0.0272659,0.178333,-0.0293134,-0.036291,0.0814061,0.132981,-0.0983616,-0.0822034,-0.117429
