alpha,public,urban,healthcentre,primary,secondary,tertiary,logVisits,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines,sigma_f,sigma_v,op_adherencesupportvisit,op_coughtriage,op_diagnosticvisit,op_follow-upvisit,op_monitoringvisit,op_screeningvisit,op_screeningvisit_mch,op_treatmentvisit,op_treatmentvisit_dot,op_treatmentvisit_ltbi,op_treatmentvisit_mdr,op_vaccinations,op_visitforcollectingmedicine,op_visitforinjection
1.35712,-0.380587,0.330739,0.53825,0.477178,0.861145,0.845768,-0.290294,0.358393,0.141034,0.446412,0.33907,-0.0289737,0.24044,-0.154957,0.405491,0.17161,-0.104888,-0.173883,0.1595,-0.161913,0.144252,-0.038253,-0.0238434,0.111308,-0.0700671,0.0796188,-0.00616614,-0.156191,-0.543898,-0.0481678
1.41985,-0.0381602,0.347761,0.448566,0.268555,0.774513,0.903944,-0.297831,0.373009,0.0952052,0.106094,0.163531,0.0552424,0.031231,-0.142138,0.545463,0.120407,-0.046841,-0.119362,0.215503,-0.0724158,0.083013,0.0945247,0.149209,0.06143,0.0227604,0.116032,0.00603065,-0.107393,-0.0131958,0.0542038
1.53682,-0.274306,0.161515,0.580694,0.649899,0.92241,0.594587,-0.209059,0.337215,0.125649,0.260318,0.0353568,-0.165787,-0.0614133,-0.219484,0.479267,0.144737,-0.00588488,-0.140404,0.184893,0.230477,0.174334,0.0728327,0.0082674,0.00528203,0.0544895,0.231131,-0.00124908,-0.0669427,-0.112888,-0.246217
1.73868,-0.345417,0.313996,0.212224,0.133739,0.465625,0.305963,-0.179507,0.368613,0.0238368,0.0265338,0.0133303,0.0255001,0.0358224,-0.0184902,0.534289,0.193324,-0.137572,-0.0159766,0.31985,0.160153,0.322021,0.179621,0.258049,0.0226997,0.192236,0.108401,0.150898,0.0126828,0.0390009,-0.0534936
1.89122,-0.318953,0.356775,0.187958,-0.103457,0.679303,-0.194634,-0.189639,0.332572,0.0600974,0.0922935,0.0645875,-0.0313005,0.0863934,-0.0602991,0.579429,0.174673,0.0241399,-0.132396,0.254841,-0.171516,0.114543,0.17191,0.358061,-0.0329767,0.0938166,0.190087,0.214107,-0.0402893,-0.0677964,-0.0960639
2.02947,-0.510788,0.167569,-0.018594,0.273081,0.445184,0.608372,-0.243497,0.365697,0.174203,0.247349,0.0859161,-0.289477,0.0652997,-0.349038,0.435642,0.128212,0.00642235,-0.197235,0.207164,0.0466745,0.136151,0.0645995,-0.0093291,-0.00275839,0.0839685,0.110949,0.187958,-0.138508,0.0760286,0.0820676
1.71071,-0.399296,0.189759,0.49474,0.482981,0.548992,0.321007,-0.127953,0.376276,0.230784,0.303942,0.346735,-0.200149,0.354367,0.158674,0.460653,0.117221,-0.0395739,-0.214796,0.230524,-0.0325808,0.196952,-0.00487507,-0.0651573,-0.0132942,0.0169969,0.0752802,-0.137888,-0.160805,-0.0604585,-0.132936
1.60473,-0.299675,0.172898,0.347824,0.339439,0.587744,0.778987,-0.261572,0.356047,0.324956,0.470625,0.165366,-0.0919069,0.196754,-0.113304,0.456618,0.212885,-0.111549,-0.137125,0.165617,-0.096331,0.125797,0.0712674,0.221115,-0.00617885,-0.00645117,0.132282,0.353097,-0.12743,-0.0658572,-0.283708
1.9241,-0.40085,0.289347,0.477873,0.103592,0.405853,0.371341,-0.167682,0.38986,0.0954088,0.0311383,0.108483,0.00276286,-0.00541647,-0.197878,0.448188,0.11863,-0.120904,-0.250354,0.161294,-0.0192537,0.062092,0.0715005,-0.0420728,0.0461579,0.0236063,0.069829,0.154999,-0.086164,0.00783195,-0.0746154
2.08896,-0.313772,0.17527,0.232305,0.36601,0.63368,0.512024,-0.198188,0.362118,0.230887,0.0312951,0.0388609,-0.258614,-0.128692,-0.263113,0.421869,0.132052,-0.110976,-0.188058,0.113692,0.243126,0.163053,-0.0521071,0.0361502,-0.0918008,0.000659921,0.111441,0.223572,-0.158403,-0.124789,-0.104487
2.1917,-0.514679,0.305197,0.27136,0.236894,0.341472,0.0997696,-0.180512,0.371667,0.115225,-0.0192206,-0.0248111,-0.27415,0.0030116,-0.187203,0.512042,0.102931,-0.0873841,-0.17157,0.230532,-0.0506716,0.152838,0.0583711,0.11135,0.0433271,0.0204384,0.158318,0.0829622,-0.0828768,-0.129634,-0.138017
2.44006,-0.65975,0.082125,0.0225139,0.205817,0.27942,0.365501,-0.236493,0.356691,0.212427,0.086303,-0.0196619,-0.0257335,-0.104183,-0.300615,0.477561,0.109772,0.0449745,-0.178321,0.0745942,0.162166,0.0946962,-0.0419321,0.107016,-0.122059,-0.0713866,-0.0158942,0.167211,-0.119469,-0.116241,-0.0806067
2.05117,-0.497066,0.234325,0.368347,0.0584879,0.47025,0.120554,-0.224764,0.357349,0.186322,0.107804,0.207208,-0.235499,0.147826,-0.344373,0.422389,0.167825,-0.111431,-0.221039,0.205893,0.160857,0.127265,0.0231049,0.0772126,-0.0803721,-0.0794694,0.090188,0.158148,-0.0954433,-0.434446,-0.021142
1.9036,-0.413048,0.318408,0.42196,0.38734,0.803181,0.692544,-0.216686,0.347064,0.164105,0.13132,0.124539,-0.176635,-0.027987,-0.140112,0.470846,0.134998,-0.0708818,-0.304657,0.107903,0.0357419,0.0462519,-0.0179468,-0.124697,-0.11083,-0.113931,0.0170117,-0.0449661,-0.233386,-0.143031,-0.216804
1.89691,-0.36276,0.324678,0.221468,0.172749,0.483832,0.44686,-0.176024,0.329105,0.2364,0.196819,0.0535919,-0.376562,0.148944,-0.219581,0.483094,0.188166,0.0469723,-0.29742,0.13323,-0.144775,0.153021,-0.00405505,-0.0709991,-0.0461934,-0.0948409,-0.0195575,0.0652017,-0.144399,0.0993804,-0.114042
2.04114,-0.462487,0.0673175,0.325363,0.30622,0.625051,0.287497,-0.166373,0.347688,0.0917874,0.102379,0.186011,-0.167158,-0.0578257,-0.0520286,0.467384,0.116287,-0.0384978,-0.216483,0.16883,-0.0651767,0.199927,0.0799951,0.0702249,-0.0484615,0.0071911,0.151874,0.209968,-0.0585633,-0.171837,-0.183533
1.87197,-0.413617,0.239163,0.0970161,0.0480035,0.587423,0.224837,-0.230747,0.354634,0.119843,0.2942,0.206748,-0.0423602,0.15668,0.0549163,0.492376,0.113188,-0.046845,-0.25754,0.206319,0.0971506,0.113333,0.00390478,0.0542035,0.00854463,-0.0719266,0.0404253,0.160615,-0.144808,-0.137339,-0.137531
1.53659,-0.436051,0.319298,0.410165,0.384558,0.796788,0.357696,-0.215348,0.35332,0.0525141,0.0723833,0.0312455,0.0188629,-0.0166079,0.00150349,0.462453,0.202152,0.0253305,-0.0338863,0.271677,0.0595045,0.330183,0.154314,0.154504,0.0601279,0.118379,0.152018,0.06022,-0.0204412,-0.148963,-0.29319
1.85096,-0.429242,0.32865,0.233337,0.0993142,0.440221,0.531607,-0.225702,0.346738,0.108742,0.15907,0.00402456,-0.0820618,0.103503,-0.110145,0.471542,0.160724,-0.00349472,-0.157884,0.27597,0.0532805,0.158528,0.0342439,-0.000122001,0.0525665,0.0616234,0.168745,0.0987233,-0.107021,-0.294929,-0.135624
1.47185,-0.257399,0.298214,0.61508,0.600954,0.934253,0.669989,-0.186366,0.349487,0.0419956,0.0258217,0.0402069,-0.00834892,0.0342879,0.0368633,0.503322,0.124294,-0.0236457,-0.23201,0.184835,-0.0494891,0.116779,0.0368569,0.135663,-0.00684662,-0.077339,0.080856,0.248555,-0.0795503,-0.157775,-0.0276598
1.86097,-0.332043,0.0604731,0.535356,0.694378,1.1432,1.05983,-0.281834,0.373874,0.316225,-0.0885571,-0.169777,-0.567852,-0.223246,-0.395276,0.473927,0.191826,-0.0215206,-0.186167,0.229233,-0.0353222,0.0223237,0.0394462,0.156343,-0.0454129,-0.0784831,0.0557998,0.201994,-0.143378,-0.0306695,-0.257222
1.93377,-0.365844,0.310404,0.0175678,0.17112,0.506603,0.24145,-0.204689,0.362303,0.11659,0.134901,0.218511,0.0480387,0.0561718,-0.0503653,0.574591,0.156484,-0.204838,-0.170905,0.17876,0.0277878,0.121948,0.0183477,-0.123639,-0.0331407,-0.00775976,0.0102021,0.0304869,-0.0818319,-0.400552,-0.144705
1.99225,-0.359666,0.168624,0.349797,0.199572,0.372476,-0.109533,-0.123203,0.366694,0.105073,0.301437,0.217866,-0.0810107,0.0897903,0.0422718,0.518751,0.0884866,0.113393,-0.162854,0.20847,-0.0881728,0.131087,0.0467207,-0.00592603,-0.0324208,0.0996507,0.127392,0.00244224,-0.018542,-0.0101926,-0.0124081
2.11123,-0.412102,0.103239,0.138243,0.134075,0.551376,0.301297,-0.124572,0.338658,0.25892,0.206429,0.334863,-0.431053,0.0660699,-0.00603543,0.496029,0.114684,-0.0545335,-0.238979,0.121689,0.0355613,0.0380246,0.0393331,0.204761,-0.082011,-0.0856798,0.113012,0.145236,-0.114369,-0.253743,0.0226707
2.1945,-0.557122,0.00834818,0.198647,0.29948,0.588774,0.273887,-0.284502,0.323611,0.488361,0.143309,0.196274,-0.280742,-0.194946,-0.443899,0.503137,0.245017,-0.0628354,-0.162754,0.274504,-0.195,0.23312,0.116253,0.0532411,0.0632626,0.0325422,0.159525,0.178805,-0.102318,-0.621148,-0.0409302
2.08292,-0.471626,0.0344277,0.279967,-0.106665,0.365873,0.278285,-0.148457,0.346719,0.17485,0.124509,0.326403,-0.23188,0.249092,-0.164449,0.537384,0.169138,-0.138475,-0.209167,0.29106,-0.0860198,0.15155,0.0676987,-0.0597995,0.0807302,0.0245266,0.18625,-0.113034,-0.0559251,-0.276367,-0.0536717
1.90394,-0.254724,0.168648,-0.0266616,0.30027,0.550832,0.301178,-0.225505,0.372806,0.121164,0.274695,0.19509,-0.130562,0.11059,-0.106597,0.550875,0.151125,0.0102512,-0.227155,0.134565,0.21206,0.136031,0.0624539,-0.0237674,-0.0809444,-0.126731,0.0700224,-0.0837186,-0.206382,-0.467248,-0.0346583
1.77567,-0.237874,0.161868,0.181029,0.410818,0.674004,0.566866,-0.169794,0.350643,0.0526826,0.0425677,0.053068,-0.0827181,0.0569131,-0.0309083,0.4828,0.195158,0.278253,-0.184704,0.251193,0.10881,0.131932,0.0765128,0.0714253,0.032225,0.0455312,0.265367,0.170107,-0.0101932,-0.212874,-0.163561
1.79325,-0.329926,0.357364,0.233099,0.330197,0.686754,0.39508,-0.238919,0.332989,0.114583,0.21247,0.0321453,-0.249923,0.00906668,-0.103697,0.545577,0.211026,0.0326257,-0.237045,0.173258,-0.234005,0.13889,0.0655204,0.314306,0.02642,-0.0439866,0.148438,0.109064,-0.0798804,-0.121925,-0.154365
2.01107,-0.395221,0.366854,0.2935,0.167115,0.414323,-0.355182,-0.14598,0.349969,0.0836708,-0.00537531,0.0306477,-0.235173,0.0948777,-0.103535,0.525284,0.178888,-0.0376539,-0.2647,0.217166,-0.144967,0.140139,0.0439612,0.318286,0.00169583,0.0451294,0.0515601,0.108658,-0.0617002,-0.224375,-0.201807
1.99696,-0.407801,0.372894,0.255873,0.435005,0.531297,0.280356,-0.169274,0.331268,0.273155,0.204972,-0.0674164,-0.587094,-0.0611685,-0.14378,0.496545,0.160577,-0.327851,-0.28229,0.158791,0.440702,0.0763618,-0.039348,0.180905,-0.118834,-0.124772,0.0660414,0.0661461,-0.124314,-0.0774165,-0.212377
2.10568,-0.259122,0.435693,-0.117012,0.160294,0.0936491,0.131687,-0.179808,0.364502,0.149758,0.105782,0.020115,-0.278679,-0.0870575,-0.377009,0.499499,0.135784,-0.0751239,-0.181479,0.185097,0.176262,0.10491,0.0444599,0.138926,-0.100866,-0.0431354,-0.052371,-0.023972,-0.0771794,-0.154892,-0.249224
2.39898,-0.632531,-0.00806453,0.307205,0.359609,0.541754,0.775689,-0.160181,0.354937,0.302802,0.190671,0.109815,-0.432883,-0.241335,-0.203054,0.515036,0.118207,-0.179995,-0.172581,0.127273,0.246424,0.0541835,-0.0807223,0.11947,-0.0585762,-0.115976,-0.00532147,0.139203,-0.149373,-0.284293,-0.145107
2.18304,-0.400299,0.190031,-0.15418,0.0426065,0.210332,-0.0758985,-0.157435,0.367632,0.33209,0.504099,0.325021,-0.313993,0.12046,-0.11217,0.458487,0.168423,-0.192499,-0.229368,0.166044,0.284209,0.127085,-0.00302003,0.100633,-0.0503205,-0.10289,0.0556906,0.010462,-0.0420607,-0.244566,-0.0390018
1.98969,-0.506604,0.280438,0.113967,0.181956,0.276312,-0.0143593,-0.111093,0.367081,0.214519,0.326626,0.297787,-0.182712,0.195379,-0.183894,0.469353,0.126653,0.0801877,-0.204925,0.282842,-0.137607,-0.0291911,0.0545415,-0.0196378,-0.0567206,-0.0430271,0.0396812,-0.0436304,-0.100045,-0.0331823,-0.202127
1.88795,-0.432948,0.291255,0.27086,0.29471,0.635764,0.39041,-0.233764,0.362568,0.132383,0.110325,0.0334941,-0.0135568,0.0773867,-0.152697,0.444974,0.192124,-0.187872,-0.186822,0.121817,-0.232905,0.100896,-0.0108315,-0.0240834,0.00109804,-0.000859122,0.190671,0.0452929,-0.0435083,-0.368105,-0.226028
1.88957,-0.366346,0.383477,0.101798,0.222183,0.369422,0.435822,-0.242216,0.357098,0.170006,0.111138,0.104466,-0.161184,0.0719891,-0.272418,0.502939,0.143749,-0.0143246,-0.0417128,0.227923,0.119767,0.118773,0.101672,0.138594,0.118438,-0.000853779,0.169047,0.0202372,-0.0151275,-0.103051,-0.0270646
1.86769,-0.46589,0.264023,0.253006,0.406509,0.653893,0.709347,-0.20702,0.342401,0.217087,0.216341,0.133259,-0.312083,0.0561469,-0.316047,0.421108,0.13917,-0.123475,-0.215405,0.255316,0.173681,0.286344,0.0973489,0.0646211,0.0184404,0.0108817,0.0655197,0.135928,-0.029834,-0.184832,0.0404394
2.01576,-0.595752,0.271565,0.428881,0.161269,0.465991,0.238952,-0.150404,0.352295,0.107296,0.0561954,0.158877,0.00884052,0.0169831,-0.119192,0.520284,0.198107,-0.0711226,-0.370698,0.149812,0.0958063,0.0786399,0.0389454,0.126114,-0.00951131,-0.00764497,0.0889283,0.30888,-0.129689,-0.212289,-0.224488
1.93127,-0.473559,0.177945,0.432411,0.26066,0.601195,0.38488,-0.156099,0.373537,0.180669,0.117446,0.25538,-0.372004,0.0223348,-0.0903001,0.480864,0.0866091,0.00625203,-0.135325,0.232812,0.0556985,0.118694,0.0651249,-0.0263809,0.0498336,0.0300594,0.0719975,0.0337172,-0.0673746,-0.200991,-0.0100728
2.01808,-0.43724,0.35251,0.215629,0.241163,0.438436,0.278379,-0.212004,0.345816,0.219049,0.128803,-0.0187558,-0.291852,0.0916218,-0.189564,0.501415,0.12982,-0.252145,-0.318188,0.172136,-0.0679422,0.104609,-0.0213972,-0.0380239,-0.0737916,-0.0208369,0.0294719,-0.000662448,-0.127165,-0.0754417,-0.0300803
1.89516,-0.301731,0.114176,0.10156,0.266466,0.729122,0.648945,-0.29346,0.344759,0.22158,0.271892,-0.0507158,-0.265101,0.0843315,-0.117219,0.524019,0.0889904,-0.0012758,-0.21844,0.176988,-0.0456359,0.118348,0.0761932,0.0121666,-0.00753253,-0.0545539,0.0980744,0.150316,-0.112294,0.0849671,0.0427276
1.81663,-0.338996,0.367194,0.446158,0.298791,0.574335,0.294422,-0.186243,0.34993,0.0878158,0.105528,0.0870955,-0.131099,-0.150593,-0.127809,0.474394,0.108478,0.00822707,-0.238049,0.195138,0.119794,0.0919517,0.05028,0.0548769,-0.0499465,0.046761,0.116307,0.11553,-0.0738191,-0.177956,-0.0400453
2.14001,-0.41611,0.298393,0.151003,-0.0325329,0.373718,-0.0825071,-0.150187,0.350939,0.197564,0.21462,0.132545,-0.413222,0.0350888,-0.187834,0.445053,0.178059,-0.140451,-0.279316,0.175345,-0.136932,0.11605,0.0115729,0.106471,-0.0340052,-0.102594,-0.0592321,0.113649,-0.108629,-0.200499,-0.146161
1.83257,-0.310258,0.345324,-0.00428432,0.0370294,0.403845,0.089975,-0.195658,0.365941,0.145756,0.315591,0.221223,0.0319058,-0.0572736,-0.11181,0.503299,0.109402,-0.0734635,-0.194814,0.214463,-0.0588599,0.159595,0.0356585,0.0726106,0.0181642,-0.00274735,0.11319,0.101659,-0.133677,-0.265245,-0.00557865
1.75754,-0.44153,0.20481,0.402694,0.421301,0.624885,0.732497,-0.197515,0.35032,0.181519,0.137855,0.0925394,-0.235429,-0.0495239,-0.14125,0.461371,0.256011,0.356526,-0.126102,0.359625,-0.0319363,0.14532,0.202102,0.467676,0.0394678,0.0666463,0.277805,-0.204655,-0.0891552,-0.41667,0.0387157
1.73925,-0.227398,0.0216711,0.392359,0.459238,0.848756,0.907394,-0.277747,0.349811,0.182446,0.0800783,0.104448,-0.194979,0.0271977,-0.11293,0.542191,0.168394,0.146283,-0.162393,0.302993,0.0975973,0.149106,0.0435495,0.183399,-0.0327517,0.00576492,0.0898967,0.340065,0.00209828,-0.187727,-0.0813928
2.03656,-0.403756,0.177848,0.289166,0.346266,0.428218,0.22871,-0.148058,0.371124,0.254317,0.187382,0.181138,-0.358377,-0.100166,-0.162244,0.52895,0.106412,-0.0342303,-0.207882,0.158088,0.106238,0.163859,0.0585904,-0.141042,-0.0511081,-0.0748498,0.0501733,0.217805,-0.152229,0.102009,-0.130774
2.13059,-0.461356,0.171226,0.255033,0.154837,0.43773,0.410908,-0.2149,0.355337,0.216614,0.0987523,0.15619,-0.241644,0.0923448,-0.20301,0.487147,0.142968,-0.111131,-0.309093,0.145692,0.199148,0.130206,-0.0469456,-0.137779,0.0131624,-0.10148,0.0061934,0.117137,-0.132105,-0.127532,-0.243292
1.73852,-0.39808,0.34516,0.430546,0.377839,0.437872,0.39998,-0.177176,0.335867,0.138716,0.208968,0.104349,-0.117353,0.0754732,-0.0804585,0.526462,0.203827,-0.181568,-0.325354,0.193126,-0.113595,0.153879,-0.0151859,0.197068,-0.048323,-0.0454793,0.193585,0.219665,-0.20945,-0.0863726,-0.0810571
1.50988,-0.286104,0.574502,0.395288,0.323797,0.567836,0.516893,-0.254269,0.360262,0.181654,0.103081,0.219813,-0.112744,0.212525,-0.138914,0.524583,0.143163,-0.0845433,-0.17003,0.170006,-0.106283,0.15166,0.0297468,-0.0861983,-0.0567012,0.0523456,0.0373092,0.302454,-0.188009,-0.310835,-0.064695
1.7243,-0.360024,0.31928,0.168659,0.392675,0.69063,0.590412,-0.228636,0.356161,0.193363,0.271911,0.139577,-0.108313,0.0737828,-0.112618,0.426032,0.163938,0.0210743,-0.130526,0.245148,-0.0417639,0.158869,0.0928695,0.0239984,0.0513298,0.0411461,0.118191,0.0411309,-0.0615195,-0.103207,-0.257775
1.66544,-0.203609,0.286547,0.197021,0.291996,0.678725,0.292879,-0.224174,0.372455,0.196756,0.288353,0.320475,-0.0342516,0.115073,-0.178449,0.450072,0.179696,-0.358168,-0.2573,0.128609,-0.155184,0.085186,0.00181873,0.0807017,-0.103831,-0.0259518,0.0433817,0.0292951,-0.136483,-0.372533,-0.0796819
1.73232,-0.524005,0.154122,0.301141,0.467088,0.58085,0.664674,-0.222549,0.358806,0.144712,0.344702,0.206579,-0.183051,0.262929,-0.0962326,0.496374,0.157863,0.130004,-0.233584,0.232759,-0.0785078,0.284999,0.0582252,0.000270057,-0.0647921,0.0580966,0.161188,0.240074,-0.0151467,-0.394119,0.0444672
1.73992,-0.323881,0.402311,0.121779,0.296083,0.399524,0.516711,-0.248811,0.3495,0.196948,0.237394,0.045175,-0.0720745,0.245722,-0.202842,0.479052,0.177888,0.0818193,-0.11006,0.29476,0.142001,0.132739,0.0856102,0.0480206,-0.0207978,0.145689,0.207915,0.29335,-0.148665,-0.313657,-0.137364
1.83585,-0.436495,0.378157,0.327581,0.558804,0.477655,0.0235896,-0.164154,0.357155,0.100254,0.147409,-0.000894871,-0.067868,0.0237362,-0.0625376,0.50537,0.127539,-0.0198173,-0.163424,0.130082,-0.139084,0.0401677,0.0146981,0.0928898,-7.19345e-05,0.00424863,-0.0252498,-0.0273463,-0.0761736,-0.140889,-0.115972
1.84138,-0.380845,0.0490663,0.527091,0.383703,0.727634,0.404673,-0.182399,0.361686,0.217616,-0.0386948,0.101852,-0.250734,-0.0117953,-0.282659,0.489403,0.170506,0.0430196,-0.152998,0.264484,0.388425,0.169905,0.0662677,0.144195,0.0396996,0.0662925,0.166241,0.216677,-0.0409598,0.0394382,-0.181603
2.15526,-0.461672,-0.0610004,0.175936,0.233415,0.432975,0.563939,-0.221641,0.346792,0.220531,0.389389,0.305276,-0.275488,0.0781481,-0.259144,0.428463,0.106973,-0.129388,-0.209294,0.130026,-0.0320063,0.142484,-0.0601879,0.115295,-0.12163,-0.106239,0.0397634,0.0370849,-0.161478,-0.128382,-0.0595302
1.7565,-0.522921,0.0317198,0.600984,0.431797,0.861677,0.896506,-0.240818,0.361676,0.237986,0.101384,0.22395,-0.297665,0.175852,-0.158389,0.494915,0.100714,0.00699672,-0.243205,0.189183,0.121047,0.125337,0.0443785,0.0891154,0.0567159,-0.0218916,0.000988157,-0.0655305,-0.144319,-0.286457,-0.0127969
1.91174,-0.478288,0.0921658,0.576816,0.519757,0.796137,0.998948,-0.274436,0.328067,0.192157,0.0501084,0.236178,-0.0631364,0.00740685,-0.351951,0.508736,0.170911,0.022948,-0.189366,0.133294,0.0776512,0.121626,-0.00110409,-0.107241,0.0426712,-0.0627156,0.131963,-0.0756833,-0.11192,-0.348669,-0.210392
1.68515,-0.229406,0.16259,0.491741,0.515558,0.799363,0.668342,-0.210341,0.342799,0.198369,0.180609,0.107606,-0.141828,0.0624225,-0.152214,0.48548,0.144672,-0.0263095,-0.157069,0.225233,0.0698602,0.125148,0.133154,0.089638,-0.00896615,0.0157297,0.148701,0.13925,-0.0791688,-0.299712,-0.168909
1.80284,-0.4312,0.112164,0.290754,0.338544,0.935187,0.584837,-0.267646,0.347144,0.106985,0.126422,0.0482712,-0.203044,0.0770379,-0.0783088,0.508748,0.148552,0.091742,-0.222904,0.342903,-0.00377982,0.278754,0.154871,0.196705,0.0582635,0.0504613,0.169343,0.261018,0.0077427,-0.0051985,0.13793
1.75004,-0.225305,0.399544,0.214034,0.268001,0.595721,0.738097,-0.259008,0.344063,0.206165,0.039831,-0.0339571,-0.192675,0.380356,-0.309264,0.48852,0.167901,-0.229846,-0.251184,0.0398086,0.0369163,0.091706,-0.00987161,0.0589011,-0.112451,-0.0488988,0.0286553,0.0733814,-0.158523,-0.201369,-0.127763
2.24077,-0.384277,0.292561,-0.118923,0.074705,0.259523,0.125084,-0.164785,0.372398,0.22027,0.235791,-0.0600934,-0.388362,-0.0177733,-0.375998,0.540626,0.16735,0.0411121,-0.257082,0.113803,0.255927,0.0760348,-0.108158,0.172078,-0.121957,-0.0533532,0.0729809,-0.0469175,-0.106652,-0.105844,-0.0211319
1.8493,-0.494987,0.214043,0.47921,0.402752,0.350392,0.514076,-0.155207,0.36541,0.203946,0.149336,0.124974,-0.287219,0.0617733,-0.192809,0.511821,0.217719,-0.276287,-0.0931423,0.285361,-0.0559598,0.205749,0.202096,0.220733,0.170015,-0.0245575,0.189862,0.318202,-0.0453343,-0.121932,0.154983
1.82013,-0.40061,0.0145337,0.805726,0.575035,0.554447,0.655919,-0.155861,0.377427,0.210759,0.0128748,0.293787,-0.296773,0.0907374,-0.166647,0.514232,0.149563,0.0614134,-0.141331,0.214918,-0.0348743,0.059392,0.0672892,0.0181481,-0.070613,-0.0633057,0.0745591,0.181742,-0.0872688,-0.187947,0.0299403
1.70114,-0.29282,0.493674,0.132969,0.351618,0.631005,0.342573,-0.205142,0.355587,0.191657,0.0852207,0.202416,-0.127231,-0.017167,-0.120565,0.511843,0.213516,-0.179811,-0.226782,0.208382,-0.0301824,0.253699,0.04778,0.0872649,-0.026538,-0.0343099,0.147635,0.259565,-0.150867,-0.387328,-0.0394018
1.83036,-0.274049,0.326331,0.156773,0.195042,0.457951,0.137541,-0.187318,0.358249,0.146972,0.21074,0.0820927,-0.191382,0.0107344,0.0338143,0.490964,0.0996968,-0.145964,-0.206814,0.180368,-0.251255,0.0611402,0.00561701,0.148061,0.0331382,-0.0185476,0.0874584,0.0779569,-0.0638565,-0.194631,-0.0110409
1.90105,-0.354012,0.589101,0.0541744,0.0430326,0.0695082,0.127446,-0.147507,0.354104,0.131967,0.101252,0.0339917,-0.132716,-0.0579717,-0.184296,0.570594,0.133795,0.0307831,-0.122894,0.230633,0.101234,0.189509,0.00117154,0.18164,0.0371517,0.00690876,0.226675,0.125099,-0.0102391,-0.213937,0.0216073
2.02241,-0.380072,0.0484973,0.421868,0.330563,0.392006,0.701979,-0.196222,0.343596,0.135289,0.142472,0.168791,-0.321244,-0.0993066,-0.1119,0.495858,0.266508,-0.0394878,-0.332858,0.207549,-0.152632,0.203277,0.0647419,0.0577828,-0.018697,-0.0318268,0.152011,0.306053,-0.150843,-0.314808,0.0866731
1.99106,-0.561697,0.110193,0.13034,0.0950792,0.455793,0.284735,-0.188981,0.371694,0.190164,0.574248,0.327823,-0.187329,0.170958,-0.0738992,0.431624,0.198781,0.0471629,-0.210813,0.275691,0.081775,0.237879,0.0458236,-0.00573928,-0.0165473,-0.0311075,-0.000582964,0.0950382,-0.048045,0.0433845,-0.17603
1.83281,-0.438906,0.172878,0.412795,0.484142,0.736781,0.588423,-0.255287,0.338852,0.224933,0.107831,0.244929,-0.131166,0.12778,-0.121024,0.492334,0.136127,0.0967351,-0.192366,0.168614,-0.0580481,0.120508,0.0143639,0.0696096,-0.053534,0.0366972,0.0291379,0.109352,-0.00885417,-0.291654,-0.226136
1.86213,-0.457322,0.239433,0.0802485,0.243574,0.96995,0.154843,-0.140737,0.341568,0.126884,0.164124,0.0583504,-0.349072,0.0891811,0.00743812,0.561772,0.184768,-0.0391134,-0.219178,0.25756,0.128452,0.22073,0.0751484,0.0657612,0.00203366,0.0549108,0.130835,0.222678,-0.0437824,0.0814029,-0.00852952
2.12509,-0.468633,0.20208,0.22461,0.204054,0.412429,0.19256,-0.154512,0.320304,0.0845227,-0.00879698,-0.0183337,-0.194154,0.0132375,-0.179706,0.49936,0.129577,-0.0146605,-0.215643,0.221725,-0.00131322,0.238763,0.0856965,0.195534,-0.0177879,0.00517332,0.119294,0.0406642,-0.114915,-0.14826,-0.157081
2.13632,-0.517586,0.114254,0.206824,0.421314,0.606028,0.202156,-0.20784,0.338043,0.209065,0.143192,0.394188,-0.169694,-0.103209,-0.296863,0.522002,0.167155,-0.0104683,-0.220486,0.182132,-0.0063649,0.0744899,-0.0561425,0.130268,-0.211887,-0.0735845,0.0608273,0.090768,-0.162922,-0.177453,-0.166351
2.21432,-0.411333,0.068771,0.394327,0.294233,0.511829,0.165837,-0.171328,0.371832,0.288551,0.0654413,0.113814,-0.456313,-0.151729,-0.321364,0.498183,0.124599,-0.0675848,-0.19323,0.130294,0.200316,0.176657,0.0607792,0.106368,-0.0187435,-0.0375647,0.108223,-0.0402435,-0.081485,-0.124673,-0.193394
1.9672,-0.28356,0.355391,-0.0824875,0.0928707,0.359665,-0.00897696,-0.217025,0.345254,0.0689325,0.124282,0.021292,-0.157081,-0.00892391,-0.0674724,0.518427,0.125406,0.0684558,-0.132195,0.235419,0.0273224,0.0924752,0.098316,0.0709837,0.122966,0.00565596,0.0805098,-0.0262196,0.0127383,0.0121733,-0.0837694
1.85331,-0.371474,0.29373,0.171442,0.243512,0.552879,0.210446,-0.198784,0.334495,0.171297,0.254195,0.277677,0.0633971,-0.0305015,-0.027997,0.495336,0.0965594,-0.0448121,-0.175353,0.168249,-0.0618428,0.0768561,0.0480552,0.0398769,-0.0890499,-0.0141806,-0.0229056,0.143139,-0.159137,-0.173228,-0.0955445
