alpha,public,urban,primary,secondary,tertiary,n_services,log_ID_p_bldgspace,logVisits,logVisitsPP_TB,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines
1.20418,-0.335551,0.222853,0.310835,0.345553,0.142312,0.181643,-0.0144636,-0.263151,-0.498593,0.709799,0.019806,0.0325965,0.0141485,-0.0243834,-0.0231551,-0.0412968
1.14107,-0.310852,0.229273,0.156272,0.512125,0.0643787,0.274887,0.00243205,-0.298661,-0.455118,0.756772,0.090023,0.195289,0.0949379,-0.0427255,-0.0565202,-0.0614565
0.951777,-0.469535,0.326245,0.151328,0.627501,-0.264813,0.0763588,0.0407463,-0.137842,-0.587095,0.723274,0.529923,0.510199,0.46433,-0.469888,0.217916,0.486716
1.15371,-0.28831,0.316862,-0.0420585,0.261053,0.103241,0.200931,0.0296798,-0.359169,-0.538722,0.736518,0.0558675,-0.0150118,0.0396575,0.0167671,-0.0196841,-0.0474873
1.39165,-0.323993,0.161242,-0.162188,0.607024,0.196157,0.101028,0.196792,-0.238513,-0.472956,0.68514,0.567146,-0.180375,0.373625,-0.823199,0.116406,0.0320088
1.21508,-0.443715,0.326441,0.157355,0.593703,-0.244404,0.261947,0.121919,-0.454447,-0.310547,0.778053,0.13887,0.00232239,0.14372,-0.153544,-0.00271505,-0.0762483
1.16475,-0.294763,0.291587,0.147529,0.544039,0.0949007,0.147156,0.0442149,-0.316355,-0.383009,0.754476,0.271269,0.055658,0.256939,-0.32308,0.0147842,0.0263335
1.03398,-0.359457,0.568256,0.105642,0.444498,0.101689,0.263474,-0.178395,-0.29093,-0.383539,0.759655,0.282732,0.372478,0.0822198,-0.22253,0.265947,0.225323
1.13931,-0.299164,0.27631,0.316057,0.606861,0.0683395,0.340837,-0.0149795,-0.395704,-0.597615,0.767454,0.276208,0.00873117,0.302106,-0.272864,0.0112217,0.257927
1.89997,-0.240189,0.187337,0.190872,0.335286,-0.116141,0.131377,0.143984,-0.188878,-0.433628,0.700878,1.32501,-0.468793,-0.132813,-1.20144,-0.724776,-0.549681
1.60363,-0.257764,0.252918,0.206225,0.482382,0.273803,0.25349,0.136564,-0.252337,-0.503278,0.732928,0.394772,-0.442912,-0.0792243,-0.860394,-0.325164,-0.0593005
1.16002,-0.30672,0.229903,0.503289,0.525924,0.726378,0.315292,0.0338758,-0.438555,-0.201193,0.771138,0.196042,0.13308,0.157775,-0.00907607,0.0131271,-0.149267
1.1846,-0.33167,0.228147,0.220071,0.445845,0.30555,0.184651,0.0819759,-0.182775,-0.558746,0.741909,0.33255,-0.0256561,0.272186,-0.707448,-0.141361,0.429396
1.35907,-0.483458,0.251504,-0.00612205,0.321571,0.211013,0.338488,0.0433032,-0.381349,-0.432668,0.783843,0.0295151,0.00859861,-0.0420411,0.0261837,0.0282734,0.0399168
0.982368,-0.264589,0.350381,0.170047,0.593369,-0.181942,0.205403,0.0534022,-0.210314,-0.461891,0.678326,0.272717,0.118781,0.297522,-0.423581,0.0285615,0.393301
1.44612,-0.454878,0.275039,0.15929,0.163098,-0.101518,0.160903,0.0157925,-0.148025,-0.453168,0.660665,0.264102,0.24854,0.304667,-0.391179,-0.105489,0.210584
0.813452,-0.352539,0.306755,0.175011,0.574917,0.232284,0.169075,0.0265063,-0.398805,-0.362155,0.675007,0.354752,0.446184,0.586222,-0.305022,0.125689,-0.016614
1.1794,-0.377391,0.478373,-0.0896448,0.334229,-0.12139,0.27584,-0.0334374,-0.299633,-0.493759,0.723951,0.117277,0.0332047,0.0359048,-0.137544,0.0225241,0.122396
1.15491,-0.346163,0.269611,0.108641,0.391311,0.166782,0.223535,0.0199348,-0.323406,-0.405695,0.71992,0.235596,0.0905582,0.242558,-0.0937958,0.338878,0.107585
1.43403,-0.396751,0.324505,0.106925,0.419203,0.0882742,0.149403,0.112761,-0.180135,-0.484274,0.712453,0.300235,-0.241795,0.243608,-0.537297,-0.360777,0.0144277
1.25504,-0.282733,0.387728,0.126853,0.077375,-0.236424,0.206846,0.0537489,-0.270037,-0.499398,0.654403,0.201333,0.253386,-0.0224208,-0.247795,-0.078945,0.0472381
1.22121,-0.298464,0.340806,0.346715,0.428972,-0.25641,0.191818,0.00437878,-0.2808,-0.426039,0.713537,0.233844,0.100302,0.207117,-0.378705,-0.0427529,-0.141928
1.17363,-0.261836,0.127268,0.312409,0.50653,0.301519,0.303811,0.158136,-0.344054,-0.489679,0.690953,0.343565,0.0120662,0.325558,-0.498052,0.156776,0.312486
1.23045,-0.357071,0.255764,0.465615,0.50763,0.111071,0.216871,0.05591,-0.265991,-0.499218,0.743548,0.253434,-0.0303817,-0.0188467,-0.374875,-0.0974828,0.180177
1.01396,-0.22302,0.274772,0.24724,0.361461,0.29296,0.238333,0.189552,-0.324573,-0.55101,0.747168,0.415267,0.191798,0.483826,-0.260314,-0.11132,0.474165
1.25272,-0.310619,0.261628,0.0233935,0.669622,0.253344,0.169723,-0.0254564,-0.258151,-0.462451,0.67142,0.174797,-0.0378771,0.0246875,-0.34315,-0.272075,0.0426309
1.05108,-0.207728,0.184148,0.106646,0.677338,-0.161827,0.0717823,0.118627,-0.187339,-0.725769,0.620918,0.415548,0.210278,0.338866,-0.447762,-0.050749,0.473907
1.20007,-0.28433,0.347335,0.220465,0.215369,0.168061,0.0636406,0.0993274,-0.334647,-0.568842,0.80342,0.461307,0.332058,0.0663528,-0.466079,0.481508,0.0795003
1.07889,-0.453963,0.201792,0.469481,0.477535,-0.240122,0.186843,0.0566476,-0.248927,-0.376992,0.658699,0.351012,0.251849,0.477368,-0.283688,0.00156377,0.247941
1.49534,-0.391006,0.167985,0.00449537,0.421092,-0.201147,0.195455,0.0457524,-0.173811,-0.431753,0.672104,0.124695,0.116147,0.314311,-0.304542,-0.0932862,0.100586
1.32802,-0.395502,0.48189,0.0596438,0.633875,-0.0270134,0.202854,0.0444247,-0.23739,-0.463989,0.670865,0.161669,-0.113117,0.065564,-0.436704,-0.181684,-0.0146698
1.24754,-0.326444,0.112591,0.344773,0.830954,0.126023,0.255335,-0.0169658,-0.35652,-0.483838,0.691344,0.0962559,0.0774498,-0.0165965,-0.0924121,-0.0674067,0.159271
1.31307,-0.46018,0.364345,0.0260383,0.0934103,0.158427,0.181287,0.00300497,-0.279119,-0.47582,0.749306,0.0194574,0.0340901,0.0294349,-0.0095346,-0.027427,0.0276672
1.03238,-0.316757,0.379637,0.215244,0.442555,-0.05143,0.235429,0.0378586,-0.210861,-0.621814,0.82342,0.32617,0.117986,0.177975,-0.439671,0.24368,0.43515
1.20394,-0.393025,0.264291,0.210533,0.176775,-0.0258549,0.2019,0.0499282,-0.258701,-0.451263,0.725491,0.236515,0.309977,0.188351,-0.394733,-0.0292231,0.234403
1.24267,-0.375801,0.171806,0.210998,0.355155,-0.19325,0.127809,0.0977599,-0.196521,-0.350173,0.764475,0.309338,0.20542,0.339706,-0.409923,0.0815008,0.298966
1.27241,-0.357619,0.393131,0.0523224,0.401581,-0.157663,0.280203,0.0359948,-0.280231,-0.457146,0.689761,0.2197,0.0117669,0.275478,-0.263961,-0.228546,0.0836429
1.16141,-0.361434,0.23039,0.472768,0.526482,-0.161465,0.180836,0.0837869,-0.246287,-0.460008,0.630929,0.178615,0.206981,0.213679,-0.299455,-0.130704,0.214149
1.29024,-0.441504,0.275165,0.188454,0.730151,0.0197473,0.15006,0.0489301,-0.323646,-0.389698,0.68715,0.0351789,0.00652556,-0.0353537,-0.0341512,0.0464171,-0.0096965
1.0463,-0.244084,0.409756,0.326813,0.369814,-0.369329,0.301011,0.023518,-0.395292,-0.353064,0.747222,0.173951,-0.0108413,0.289986,-0.0938754,-0.105453,0.063943
0.971806,-0.27278,0.544557,0.221235,0.363357,0.177128,0.23691,0.0936746,-0.34427,-0.40274,0.705685,0.191343,0.285447,0.290655,-0.231479,-0.0600802,-0.029886
1.00629,-0.337319,0.393253,0.269242,0.261908,-0.314468,0.203511,0.124,-0.220557,-0.498268,0.713844,0.217333,0.169319,0.152892,-0.27141,-0.110165,0.353943
1.27998,-0.508068,0.304136,0.260073,0.323069,0.44565,0.17041,0.0888598,-0.33302,-0.489111,0.699614,0.1194,-0.0294485,0.148989,-0.290868,0.159347,0.0864413
1.35669,-0.33761,0.234297,0.254034,0.329231,-0.0210176,0.181654,0.0306266,-0.231379,-0.44357,0.74287,0.190459,0.0490245,0.014951,-0.253384,-0.0795645,0.279808
0.805298,-0.363071,0.351577,-0.0606025,0.396867,0.230663,0.208808,-0.0839371,-0.350845,-0.417982,0.67326,0.45902,0.683881,0.616139,0.212551,0.338712,0.577652
1.10758,-0.326165,0.239851,0.562621,0.558958,0.0430312,0.169072,-0.0443285,-0.308575,-0.548335,0.767635,0.149079,0.171579,-0.132664,-0.110023,0.196606,-0.0639818
1.76151,-0.46595,0.243494,0.0917302,0.417493,-0.014285,0.161018,0.0269739,-0.156217,-0.614652,0.752509,0.474597,-0.288848,-0.138862,-1.10112,-0.415162,-0.124419
1.1637,-0.286692,0.288123,-0.000311777,0.221004,0.129413,0.163968,0.0200685,-0.276779,-0.371831,0.705298,0.119079,0.202433,0.183725,-0.241803,-0.0479735,0.0622645
0.966392,-0.189213,0.486776,0.354456,0.509611,0.0370535,0.137975,0.0586213,-0.353343,-0.264252,0.733584,0.186157,0.227809,-0.0808736,-0.291156,-0.274048,-0.128194
0.988769,-0.357095,0.440803,0.230916,0.397381,0.367325,0.210405,0.00813312,-0.359334,-0.498221,0.720053,0.201817,0.213203,0.074098,-0.342106,0.00674373,0.0927264
0.977128,-0.379636,0.400204,0.329999,0.514772,0.257635,0.23837,0.00318359,-0.389975,-0.441483,0.78993,0.110478,0.0177862,0.129549,0.00579856,0.125717,0.118077
1.50741,-0.440846,0.348607,-0.134542,0.11255,-0.180221,0.204753,0.0357668,-0.176035,-0.398352,0.714368,0.16597,0.261444,0.0308972,-0.550363,0.0945859,-0.0149086
1.44298,-0.383208,0.418055,0.237101,0.123827,-0.313896,0.277904,0.0581314,-0.319102,-0.424688,0.729183,0.133487,-0.020387,0.136243,-0.133106,0.0474803,-0.121509
1.37749,-0.352507,0.216131,0.176584,0.352748,-0.197078,0.0987539,0.0727205,-0.255949,-0.60883,0.801065,0.242294,0.048099,-0.0942288,-0.417535,-0.0823686,0.232409
1.34827,-0.45958,0.246883,0.226158,0.386035,0.288834,0.317744,0.0502195,-0.400969,-0.440863,0.705985,0.0254151,-0.025472,-7.89142e-05,0.0111935,-0.0558182,0.0195681
1.61443,-0.452792,0.274246,-0.00998569,0.193241,0.0963627,0.170298,-0.0789664,-0.228566,-0.587077,0.658039,0.29606,0.0841774,-0.277947,-0.595559,-0.0174021,-0.331001
1.03109,-0.307841,0.293412,0.235402,0.505721,0.222843,0.193356,0.0475294,-0.305002,-0.415235,0.67804,0.163773,0.18791,0.2032,-0.22306,0.162187,0.128544
1.25966,-0.30857,0.426365,0.107586,0.100829,-0.150738,0.0813771,0.147785,-0.242807,-0.187042,0.796344,0.316226,0.161152,0.327208,-0.518865,-0.383518,-0.144603
1.32163,-0.328961,0.270021,0.119266,0.350181,0.340474,0.204319,0.0345721,-0.321368,-0.458078,0.817047,0.0409831,0.0181515,-0.00414072,0.00358,-0.0235784,-0.0352162
1.46316,-0.433187,0.159581,0.125128,0.455347,0.149684,0.241207,0.00937169,-0.248994,-0.454248,0.731689,0.260951,0.144021,0.212393,-0.496692,-0.231747,-0.0476636
1.56922,-0.26568,0.0973826,0.33906,0.588087,-0.269133,0.131532,0.0996879,-0.247144,-0.541888,0.680112,0.290903,-0.0919301,-0.186177,-0.712206,-0.266565,-0.225339
1.18231,-0.363497,0.264777,0.284631,0.325029,-0.0371884,0.230845,-0.00548487,-0.307068,-0.377375,0.781833,0.108262,0.257993,0.251028,-0.129794,0.000649504,-0.00231539
1.22391,-0.369968,0.360431,-0.0255137,0.43675,-0.235256,0.227386,0.15279,-0.355462,-0.415695,0.713287,0.130929,0.106284,0.281638,-0.0273286,-0.141949,0.140608
1.1287,-0.38777,0.417523,0.429855,0.573331,0.00265606,0.120942,0.0901888,-0.333872,-0.320255,0.660769,0.302897,0.257112,-0.0782,-0.275148,-0.261109,-0.0890912
1.15261,-0.299073,0.174294,0.279322,0.497095,0.185753,0.0633436,0.154206,-0.272578,-0.401369,0.62445,0.415811,0.0905273,0.312824,-0.523525,0.0273833,0.101959
0.950909,-0.264167,0.32511,0.492893,0.65811,0.25638,0.199099,-0.0449826,-0.32466,-0.443351,0.78364,0.187981,0.306581,-0.145075,-0.136007,0.0168798,0.205089
1.36229,-0.392115,0.202841,0.0256214,0.206737,-0.0415452,0.114004,0.0816289,-0.251954,-0.442516,0.755789,0.116033,0.132468,0.0395865,-0.0748791,0.0234442,0.153832
1.16233,-0.252051,0.331069,0.475639,0.354816,-0.0681652,0.243171,0.146599,-0.233657,-0.305776,0.722942,0.286342,0.189205,0.197058,-0.544944,-0.041601,-0.0058388
1.2315,-0.258552,0.23697,0.164651,0.213803,-0.181034,0.206468,0.0377466,-0.319236,-0.499645,0.711172,0.228445,0.0135679,0.146589,-0.29816,-0.358159,0.295417
1.43895,-0.337537,0.155661,0.204485,0.645099,0.359029,0.15542,0.0591908,-0.347137,-0.519284,0.715468,0.477518,0.216948,-0.0819021,-0.600092,-0.0733576,-0.173504
1.48281,-0.467536,0.228675,-0.022895,0.454175,-0.0957931,0.272723,-0.016183,-0.387269,-0.519376,0.726647,0.0463506,0.035328,-0.0679249,-0.00838453,0.0300992,-0.0262735
1.09145,-0.410334,0.353731,0.22319,0.647209,0.371366,0.15208,0.0518207,-0.385087,-0.165814,0.806199,0.314334,0.33602,0.368777,-0.166692,-0.226549,0.0243379
1.43954,-0.471216,0.223898,0.302652,0.615597,0.179886,0.171758,0.0310709,-0.27065,-0.496661,0.742645,0.310852,-0.0189789,0.00274542,-0.461211,-0.133344,0.151976
1.2618,-0.38829,0.371547,0.223376,0.259328,-0.216929,0.0897113,0.112992,-0.150208,-0.541883,0.797653,0.00856348,0.00371386,-0.00369497,0.0164954,0.00944254,-0.0071713
1.32167,-0.38096,0.21177,0.234791,0.739122,0.141453,0.17688,0.200986,-0.33549,-0.638528,0.801774,0.437468,0.14301,0.151416,-0.526347,-0.327601,0.180035
0.97397,-0.322377,0.196149,0.137351,0.495584,0.266897,0.231952,0.14602,-0.369703,-0.468621,0.699371,0.533662,0.36499,0.614714,-0.191868,0.379585,-0.0167267
1.13543,-0.310052,0.240423,0.353725,0.530249,0.0541398,0.223012,0.0372349,-0.366569,-0.362979,0.737341,0.37198,0.263876,0.281938,-0.469688,0.0323561,0.0538324
1.1367,-0.290769,0.315529,0.0145718,0.285517,-0.468396,0.110531,0.108695,-0.170601,-0.412239,0.782972,0.373187,0.263879,0.338328,-0.419933,0.0667739,0.324287
1.37372,-0.327083,0.250931,-0.0676651,0.737075,0.703591,0.470437,-0.0540772,-0.465869,-0.490206,0.822753,0.0216915,0.0168757,-0.0118239,-0.0197179,-0.0304898,-0.00354215
1.44798,-0.388688,0.12296,0.141676,0.0741217,0.0865959,0.268566,0.122282,-0.346888,-0.431599,0.700661,0.248424,0.115843,0.524458,-0.304248,-0.284221,0.00915405
1.16309,-0.332794,0.451234,0.0786152,0.384012,-0.032125,0.262899,0.0682758,-0.301328,-0.490228,0.762224,0.405908,-0.126296,0.141148,-0.420518,0.112646,-0.104397
1.47441,-0.41316,0.235512,0.0364908,0.345247,0.240309,0.13199,0.040542,-0.264446,-0.446566,0.780261,0.162427,0.203726,-0.0244701,-0.263527,-0.258773,-0.0361031
0.982307,-0.329599,0.339985,0.110695,0.490137,0.638906,0.270379,-0.0226172,-0.366549,-0.420114,0.783735,0.127728,0.125788,0.163384,-0.248864,0.0993364,0.140617
1.14093,-0.248338,0.206659,0.268607,0.709706,0.474256,0.215416,0.0363603,-0.343746,-0.563387,0.754317,0.110087,0.0677987,-0.0506494,-0.26186,-0.188048,0.0026285
0.966097,-0.328616,0.348659,0.150643,0.427795,0.0663769,0.263519,-0.00293738,-0.374201,-0.472908,0.755705,0.202118,0.385179,0.213908,-0.393032,0.170203,0.338503
1.23634,-0.457385,0.302479,0.40632,0.772119,-0.132301,0.233967,0.0352169,-0.280995,-0.520597,0.669149,0.158838,0.19003,0.139505,0.00769426,0.0729459,0.0498805
1.34295,-0.437529,0.332222,-0.0114979,0.42902,0.0769957,0.233029,0.0501466,-0.271281,-0.463769,0.847526,0.150924,0.145313,0.0548319,-0.417347,-0.188833,-0.0455119
1.25744,-0.29782,0.27989,0.178765,0.367343,-0.133007,0.171563,-0.0143049,-0.287574,-0.526207,0.668959,0.16258,0.188982,0.0810308,-0.324028,0.0919153,0.0937468
1.35462,-0.494234,0.355358,-0.0162109,0.567266,0.398302,0.339675,0.0748453,-0.375741,-0.370463,0.726015,0.254133,-0.207281,0.2566,-0.0650977,0.0174532,-0.0684397
1.24884,-0.365122,0.312202,0.169215,0.409863,-0.00211329,0.18656,0.0258517,-0.34958,-0.321196,0.691649,0.0423329,0.0477599,-0.0624163,-0.0523163,-0.012586,-0.0564915
1.23821,-0.439246,0.441576,0.123098,0.38753,0.242729,0.351275,0.0637968,-0.443611,-0.572885,0.720944,0.0525989,0.000418409,-0.0560017,0.0609056,-0.11407,0.00529042
1.31036,-0.383882,0.214903,0.0661937,0.290544,-0.0803293,0.230658,0.0350138,-0.294624,-0.601667,0.693794,0.144584,0.0582827,0.217726,-0.0566011,0.136289,0.144302
1.35705,-0.374676,0.327401,0.0280892,0.0798183,0.149704,0.130058,0.0479469,-0.224915,-0.34854,0.727238,0.446143,0.164717,0.199427,-0.393204,-0.153528,-0.0704911
1.2103,-0.379393,0.224453,0.108605,0.314833,0.224496,0.169143,-0.00341861,-0.23331,-0.486826,0.701338,0.136958,0.159208,0.174884,-0.0905063,-0.0387042,0.13561
1.25566,-0.401593,0.240283,0.184193,0.462179,-0.0593282,0.103729,0.0529399,-0.267041,-0.377626,0.674484,0.18607,0.0879424,0.109709,-0.148401,-0.145087,0.109178
1.31465,-0.42998,0.421408,0.0199167,0.305623,0.314647,0.223474,-0.00836914,-0.317492,-0.38256,0.826865,0.137918,0.0645428,0.203848,-0.0548903,0.116102,0.0200668
1.0985,-0.336652,0.354685,0.321737,0.631433,0.0465875,0.179005,0.0635683,-0.287276,-0.459461,0.824989,0.325656,0.0453081,0.00224559,-0.194844,-0.0573316,-0.0248309
1.31831,-0.33698,0.201721,0.0756285,0.218945,0.222152,0.262045,0.0477089,-0.306244,-0.542881,0.671993,0.366501,0.267123,0.530601,-0.427334,0.00494911,0.164815
1.29115,-0.335817,0.239734,0.246473,0.718816,-0.0234547,0.266487,0.0364308,-0.376502,-0.649334,0.745182,0.00876919,0.00560257,0.0321519,-0.00685248,0.0196008,-0.00636517
1.50158,-0.502207,0.0931462,0.0648551,0.246768,0.0691597,0.12737,0.066358,-0.109423,-0.503994,0.738495,0.488468,0.208713,0.350233,-0.63993,0.120145,0.257175
1.30809,-0.359869,0.24249,0.0826645,0.366311,0.0368004,0.204499,0.0766905,-0.265895,-0.642289,0.74525,0.20908,0.0280582,0.257958,-0.346892,-0.0233837,0.175923
0.901367,-0.244813,0.249531,0.268474,0.499158,0.250766,0.222466,0.0825042,-0.333792,-0.405132,0.758747,0.653359,0.258978,0.677429,-0.329271,-0.204317,0.352795
1.50872,-0.312936,0.204793,0.0349287,0.382248,-0.366308,0.263965,0.0793226,-0.293794,-0.386734,0.791354,0.347945,0.0693762,0.371237,-0.413803,-0.32891,-0.0593003
0.988887,-0.218644,0.516046,0.291571,0.286661,-0.127617,0.234425,0.0264814,-0.370543,-0.491711,0.686401,0.113352,0.0252902,0.109684,-0.17866,0.0120602,0.0175435
0.849976,-0.331035,0.189762,0.343892,0.53853,-0.233652,0.129444,0.113178,-0.213607,-0.422888,0.69031,0.37888,0.372763,0.601315,-0.180187,0.172416,0.570305
1.02673,-0.358175,0.340955,0.233814,0.407675,0.0985963,0.241034,0.0542121,-0.40507,-0.350608,0.702975,0.0890545,0.0714278,0.202897,-0.182352,-0.0910917,0.0920027
1.25502,-0.320214,0.128541,0.268743,0.658223,-0.0490904,0.142787,0.0137575,-0.259364,-0.393156,0.710745,0.171913,0.183018,0.279323,-0.326103,-0.0157788,-0.0773007
1.38556,-0.367862,0.258539,-0.0103639,0.0637701,0.0219789,0.253364,-0.028834,-0.173188,-0.572985,0.69752,0.196463,0.0417115,-0.114264,-0.201708,0.00679258,0.296242
1.3828,-0.36201,0.259304,0.134513,0.394699,-0.415311,0.0803258,0.162465,-0.174065,-0.490293,0.706032,0.298404,-0.0180483,0.181735,-0.404591,-0.472796,0.267152
1.2111,-0.223426,0.289377,0.190245,0.293337,-0.0424764,0.251801,0.148984,-0.30349,-0.420271,0.718762,0.0757881,0.0662953,0.0938761,0.00965013,0.0412635,0.0602524
1.43275,-0.297526,0.106383,0.417551,0.508198,0.0878764,0.288916,0.0614756,-0.202185,-0.319828,0.793049,0.615433,-0.153996,0.290351,-0.772862,-0.479381,-0.034812
1.39571,-0.31925,0.339771,0.0701763,0.360178,0.417388,0.249127,-0.0447818,-0.313705,-0.611679,0.862133,0.176039,0.106945,-0.116495,-0.399081,-0.0385258,-0.0849763
0.985598,-0.116169,0.468924,0.265137,0.372952,0.282388,0.18599,0.0416705,-0.304712,-0.542465,0.711386,0.255199,0.106828,0.0769453,-0.492581,0.0804109,0.0403339
1.03222,-0.397323,0.39374,0.152096,0.69554,0.19616,0.135955,-0.0356835,-0.211271,-0.621957,0.801255,0.214858,0.291014,0.031629,-0.093935,-0.188498,0.137351
1.08381,-0.253859,0.338583,0.263152,0.406526,0.33527,0.267469,0.0938643,-0.450634,-0.4793,0.742017,0.100048,0.00757361,0.230683,-0.132864,0.0100431,-0.0427395
1.34351,-0.361368,0.353574,0.0155237,0.198152,0.152362,0.269086,0.0184365,-0.295566,-0.478189,0.660985,0.25923,-0.0653868,0.157728,-0.162765,0.0444344,-0.0277626
1.11449,-0.360394,0.400046,0.109938,0.42177,0.28859,0.251661,0.0854086,-0.41293,-0.41583,0.727046,0.0125525,0.00311439,0.0406099,0.00248079,0.00436517,-0.0102079
1.03314,-0.278563,0.363388,0.124767,0.487966,-0.181511,0.201445,0.0211325,-0.235533,-0.354944,0.641306,0.691455,0.185136,0.39903,-0.548518,-0.0620687,0.149462
1.1431,-0.261017,0.359694,0.3773,0.492601,0.114715,0.324655,0.0602634,-0.473529,-0.406042,0.743765,0.0142354,0.023473,0.00708382,0.0138755,-0.00931509,-0.00625035
1.17173,-0.390317,0.153994,0.347215,0.748178,0.19889,0.196468,0.127349,-0.285025,-0.315003,0.751135,0.330092,0.277311,0.267683,-0.296198,0.13411,0.231681
1.29647,-0.448768,0.316761,-0.167056,0.234138,-0.240775,0.1898,0.036288,-0.230992,-0.35051,0.710415,0.398483,0.17753,0.522872,-0.507038,0.040162,0.0706059
1.09803,-0.239788,0.119103,0.120855,0.393602,-0.0158251,0.0831024,0.0486184,-0.174627,-0.599362,0.719028,0.370237,0.133483,0.363427,-0.40108,0.226929,0.434714
1.02517,-0.413083,0.220543,-0.142291,0.242022,-0.0394622,0.234829,0.00483072,-0.255797,-0.480549,0.705898,0.986945,0.649326,0.822314,-0.00533138,0.501255,0.407112
0.923731,-0.370828,0.270392,0.171482,0.469757,-0.206025,0.102864,0.140994,-0.227861,-0.552263,0.706314,0.515266,0.313759,0.819665,-0.426812,0.471652,0.555272
0.821053,-0.328217,0.234552,0.214237,0.350656,-0.0576628,0.11339,0.096815,-0.234617,-0.441557,0.713676,0.482971,0.673699,0.543619,-0.146016,0.207026,0.498802
1.43748,-0.413586,0.245567,0.0462796,0.590783,-0.13064,0.26192,0.0498919,-0.192595,-0.442501,0.669604,0.597502,-0.213929,-0.106917,-0.7046,-0.0771738,-0.052254
1.35511,-0.452151,0.219505,0.321842,0.531865,0.0666902,0.165988,-0.0193638,-0.265063,-0.600936,0.645477,0.246245,0.0790794,-0.0844407,-0.524311,-0.158587,0.396789
1.10986,-0.273961,0.367362,-0.00106467,0.401228,0.0821124,0.252495,0.0222832,-0.258894,-0.415087,0.664156,0.330737,0.378254,0.534041,-0.355887,0.0347267,0.170091
1.08606,-0.344706,0.169302,0.0774001,0.52861,0.112429,0.158266,-0.00666317,-0.306705,-0.309644,0.757477,0.410212,0.446568,0.372252,-0.202365,0.345632,0.341066
1.17164,-0.269116,0.284891,-0.0390781,0.423861,-0.203429,0.261005,0.0460396,-0.34974,-0.56922,0.644159,0.216603,0.200279,0.130363,-0.174962,0.150751,0.0827735
1.20952,-0.320551,0.279746,0.247775,0.518251,0.337923,0.247768,0.0507187,-0.335794,-0.436321,0.669697,0.391878,-0.0764469,-0.0260489,-0.531408,0.0381965,0.10209
1.32352,-0.424236,0.398869,0.018887,0.270022,0.122388,0.211145,-0.0409116,-0.234875,-0.573847,0.739671,0.271,0.0730693,0.0453828,-0.194217,-0.110261,0.13232
1.36364,-0.357325,0.161369,0.242487,0.480164,0.0951994,0.263083,0.0689235,-0.313445,-0.365898,0.772473,0.26935,0.147122,0.227333,-0.324158,-0.0142118,-0.0547431
1.24945,-0.224557,0.156394,0.0033094,0.462917,0.14865,0.265002,0.0504533,-0.338275,-0.643807,0.738368,0.0777556,-0.0501998,0.091086,-0.00997331,-0.0352323,-0.0558108
1.0533,-0.273296,0.262279,0.149414,0.253947,0.0470223,0.149354,-0.0443833,-0.226319,-0.494537,0.689196,0.169208,0.140598,0.527864,0.0433061,0.227218,0.064799
1.4401,-0.343008,0.23093,0.0168826,0.373044,0.159504,0.355508,-0.063253,-0.29022,-0.414628,0.752519,0.228924,0.114624,0.0620553,-0.240496,-0.293036,-0.0171814
0.941897,-0.395009,0.352073,-0.0527619,0.150669,0.0795461,0.083943,0.0506768,-0.152483,-0.520811,0.697382,0.476459,0.325487,0.199889,-0.280296,0.289989,0.504851
1.28844,-0.250933,0.393581,0.181398,0.639015,0.346882,0.220935,0.0684751,-0.271588,-0.342991,0.743955,0.402682,-0.100545,0.135357,-0.663502,-0.249796,-0.0942519
1.08236,-0.316407,0.459776,0.235187,0.697659,-0.145901,0.208304,0.0893651,-0.351818,-0.314796,0.75369,0.120966,0.000727119,0.13155,-0.270162,-0.0249093,-0.127268
1.69219,-0.35519,0.0633683,0.273848,0.40318,-0.209325,0.268994,0.0834167,-0.276615,-0.373886,0.692162,0.230577,0.00889921,0.0423603,-0.65701,-0.309476,-0.0121123
1.27956,-0.30601,0.132879,0.153272,0.423127,-0.409105,0.24447,0.0329959,-0.298961,-0.558653,0.742316,0.101002,0.0523541,0.0998582,-0.0750587,0.0454069,0.111708
1.35571,-0.423399,0.326768,0.330269,0.471635,-0.105913,0.0896175,0.0198746,-0.188158,-0.652917,0.703347,0.395178,-0.0560098,-0.0806318,-0.761064,-0.119119,0.11697
1.32783,-0.403414,0.287103,0.174785,0.501744,0.392148,0.247008,0.0680946,-0.437401,-0.479708,0.683287,0.0884427,0.0839558,0.0227851,-0.080038,0.0292081,-0.0449442
0.992411,-0.38074,0.197597,0.455943,0.667889,0.0145287,0.153802,0.0695414,-0.241718,-0.396494,0.735775,0.163935,0.313635,0.211463,-0.249361,0.0256804,0.183356
1.39166,-0.436901,0.283105,-0.045317,0.198916,-0.0559713,0.0704768,0.169923,-0.273576,-0.361927,0.682109,0.258214,-0.00153398,0.398364,-0.535608,0.159935,-0.198831
1.26456,-0.436294,0.434679,0.38646,0.262258,0.210348,0.270023,0.0538211,-0.40604,-0.306596,0.707871,0.0617324,0.020082,-0.0218542,-0.117145,0.0202696,-0.0605667
2.32039,-0.406026,0.282177,0.20154,0.323427,0.0073684,0.320114,0.0986872,-0.27462,-0.200422,0.670012,0.888437,-0.979876,-0.374416,-1.37119,-1.17483,-0.931043
