alpha,public,urban,primary,secondary,tertiary,n_services,log_ID_p_bldgspace,logVisits,logVisitsPP_TB,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines
1.3085,-0.297215,0.115438,0.0541155,0.432958,0.111881,0.269445,0.167761,-0.333034,-0.43772,0.707216,0.240312,0.276495,0.704028,-0.409962,0.267708,0.0369614
1.21919,-0.355875,0.437457,0.152261,0.448229,0.0525012,0.214685,0.000539636,-0.293102,-0.33766,0.637858,0.266263,0.0940954,0.170095,-0.485328,-0.15168,0.0740258
1.34876,-0.338871,0.317218,0.102905,0.295768,0.0155802,0.222586,0.0921022,-0.414567,-0.391393,0.748387,0.0901114,0.0779582,-0.0152386,-0.00268267,0.0715841,0.0288706
1.05968,-0.316321,0.332616,0.296769,0.612173,0.203516,0.25723,0.164471,-0.368331,-0.425296,0.744498,0.200824,-0.027253,0.322167,-0.370322,-0.186524,0.147385
1.35268,-0.351608,0.276276,0.149225,0.626564,0.212006,0.258496,0.108441,-0.328296,-0.487784,0.701773,0.200843,-0.0937023,0.0968371,-0.358884,-0.0793805,-0.0294171
1.34381,-0.335282,0.221755,0.0409673,0.539551,-0.0876723,0.170882,0.0590566,-0.138893,-0.526349,0.60999,0.417004,-0.0695736,0.364008,-0.640661,-0.226826,0.312026
1.14699,-0.363056,0.364038,0.151299,0.590029,0.163243,0.0932553,0.0624801,-0.265138,-0.338102,0.695559,0.250166,0.16538,0.173657,-0.591554,-0.0628459,0.0890972
1.47393,-0.468392,0.215128,0.134739,0.751462,0.144063,0.287646,-0.0351055,-0.30369,-0.551838,0.693767,0.230743,0.0386603,-0.140793,-0.466311,-0.305727,-0.0396867
1.4223,-0.360435,0.131517,0.186743,0.433962,-0.177724,0.0597504,0.0761451,-0.205651,-0.430325,0.785541,0.263549,0.321409,0.0493841,-0.830454,0.288407,-0.0133016
0.891392,-0.309388,0.258329,0.522251,0.782605,0.450447,0.207154,0.0590124,-0.422617,-0.297882,0.743201,0.28983,0.325589,0.38146,-0.23139,-0.183331,0.038818
1.17608,-0.423196,0.382647,0.325345,0.33252,0.392373,0.207381,-0.0535084,-0.284712,-0.275777,0.834667,0.211445,0.13006,-0.0194385,-0.349714,0.106503,0.00849254
1.31577,-0.400986,0.0228065,0.41811,0.16125,0.358527,0.0683083,0.0881641,-0.164253,-0.445301,0.650894,0.249812,0.276209,0.196548,-0.528177,0.193203,0.0188204
1.39333,-0.315774,0.25735,0.141179,0.302784,0.16938,0.181291,-0.0218875,-0.268199,-0.200128,0.668341,0.321597,0.136615,0.398975,-0.689242,-0.293876,-0.129958
1.42827,-0.344558,0.234324,-0.0390008,0.134933,0.189581,0.228274,0.110278,-0.247019,-0.546751,0.684266,0.295438,0.117887,0.331243,-0.460021,0.196444,0.292036
1.40945,-0.394225,0.198625,0.0947035,0.500079,0.13499,0.324386,-0.0421995,-0.301956,-0.320847,0.759751,0.235905,0.0474541,0.234726,-0.182099,-0.188354,-0.200333
1.13612,-0.345056,0.226044,0.159587,0.343634,0.111311,0.14824,-0.048191,-0.201998,-0.449107,0.783942,0.219027,0.358141,-0.0414957,-0.352237,0.238887,0.366099
1.16942,-0.441063,0.41266,0.0879917,0.674238,0.392641,0.164091,0.0324034,-0.311193,-0.444477,0.687369,0.320929,0.218124,0.198858,-0.572969,-0.0994027,0.152723
0.994991,-0.332242,0.314627,0.317045,0.752634,0.23062,0.364033,-0.00193444,-0.401298,-0.550284,0.848465,0.0342203,0.0576261,-0.00207715,-0.0227994,0.00806879,-0.048218
0.858236,-0.420072,0.289353,0.16869,0.541876,0.246457,0.131207,0.0886212,-0.299706,-0.458622,0.695501,0.338877,0.441628,0.381814,-0.0731852,0.261097,0.342439
0.864842,-0.291327,0.17385,0.244773,0.509699,-0.0659786,0.170891,0.157539,-0.254549,-0.251804,0.669656,0.408814,0.46218,0.965802,-0.0444466,0.350068,0.397126
1.01094,-0.304494,0.207507,0.266474,0.548746,0.274926,0.180855,0.0877522,-0.333254,-0.480747,0.81016,0.0686611,0.0187197,0.140486,-0.136622,0.0712516,0.053193
1.17556,-0.294589,0.180454,0.164136,0.34893,0.0659,0.135135,0.0641443,-0.198132,-0.526594,0.688487,0.114347,0.0517972,0.0890158,-0.319265,0.154821,0.274762
1.49557,-0.449963,0.0904814,0.0841164,0.432834,-0.0352079,0.224702,0.118863,-0.22172,-0.613731,0.711615,0.206212,0.125787,0.16438,-0.45017,-0.146646,0.195878
1.2944,-0.413344,0.26554,-0.0179456,0.482602,0.187753,0.224181,0.0523592,-0.280981,-0.405385,0.696609,0.16359,0.100117,0.111928,-0.14794,0.0703174,0.0832155
1.25822,-0.261793,0.227321,0.260133,0.399488,-0.038929,0.226354,0.0903294,-0.282135,-0.445577,0.790497,0.0607377,0.0581823,0.0849726,-0.0374693,-0.0322643,0.0249792
1.36876,-0.374004,0.217728,0.206429,0.388954,0.19127,0.242974,0.0613054,-0.338848,-0.338879,0.714193,0.129623,0.139451,0.0144436,-0.329281,-0.0138473,-0.105791
0.944193,-0.419225,0.376139,0.202964,0.546726,-0.167364,0.190977,0.0188204,-0.219179,-0.493371,0.627908,0.25622,0.277399,0.514369,-0.388055,0.324008,0.457589
1.06961,-0.38651,0.288621,0.0884031,0.343168,-0.014964,0.130238,0.127804,-0.311112,-0.306028,0.683076,0.783398,0.181909,0.868144,-0.169505,0.333843,0.0505986
1.50283,-0.509016,0.149054,-0.0902767,0.451615,0.196327,0.165609,0.0715474,-0.275465,-0.426933,0.671599,0.602931,0.0229623,0.265902,-0.847582,0.0100966,-0.0245959
1.17673,-0.345199,0.16214,0.307709,0.667229,0.168596,0.24287,0.0851428,-0.274711,-0.576746,0.687103,0.177547,0.332871,-0.0200559,-0.310783,-0.178607,0.35654
1.31303,-0.403067,0.226328,0.234057,0.643419,0.196627,0.217167,0.128105,-0.195454,-0.431269,0.702491,0.575694,-0.0530564,0.220211,-0.603754,-0.100913,0.216386
1.28265,-0.349504,0.252428,0.225066,0.425789,-0.00655152,0.147234,0.0220077,-0.200646,-0.333344,0.697372,0.256014,0.395326,0.0918743,-0.606534,-0.148457,-0.0041349
1.21982,-0.344822,0.332422,-0.00169377,0.547402,-0.400537,0.171287,-0.0275941,-0.170195,-0.538502,0.622801,0.602705,0.0731288,0.25191,-0.773992,0.0457159,0.280256
1.11368,-0.293807,0.375373,0.122729,0.415617,-0.0660008,0.101247,-0.00371309,-0.185171,-0.477066,0.658846,0.333614,0.324844,0.336062,-0.643408,0.164474,0.113473
0.999648,-0.342687,0.140234,0.321761,0.403718,0.385098,0.16365,0.120208,-0.274958,-0.481728,0.785454,0.311706,0.350747,0.431927,-0.31677,0.328245,0.434724
1.40904,-0.428871,0.319651,0.135456,0.348494,-0.0286406,0.147503,0.0264829,-0.0752457,-0.422525,0.655925,0.651039,0.144261,0.352865,-0.875347,0.0356731,-0.0111864
1.3592,-0.352594,0.0856331,0.189361,0.523302,-0.246802,0.190481,0.124704,-0.293852,-0.27945,0.756398,0.214991,0.130049,0.338587,-0.398273,-0.155153,-0.186656
1.35043,-0.498357,0.159263,0.138356,0.242639,0.315456,0.241086,0.0379885,-0.270304,-0.547896,0.768714,0.389266,0.0132056,0.421937,-0.199733,0.209898,0.331424
1.60852,-0.317404,0.148817,0.196532,0.0400877,0.429168,0.19709,0.0739742,-0.280673,-0.532005,0.728968,0.269662,0.202836,-0.146628,-0.255238,-0.0982614,-0.110332
1.11917,-0.364423,0.239022,0.289349,0.545569,0.196543,0.233513,0.167024,-0.314797,-0.527684,0.699828,0.245462,0.213096,0.486017,-0.364501,-0.00525704,0.1413
1.4087,-0.360873,0.401793,-0.0225073,0.497623,-0.471574,0.245615,0.0806227,-0.280011,-0.498496,0.658277,0.186085,-0.112412,0.0456991,-0.432682,-0.151035,0.322621
1.29135,-0.479669,0.348994,0.28546,0.690443,-0.152642,0.294162,0.0910107,-0.39523,-0.388976,0.750498,0.148548,-0.068813,0.168476,-0.233233,0.00300442,0.115967
1.2462,-0.25933,0.230851,0.311492,0.887853,-0.221338,0.192938,0.0910125,-0.268193,-0.516921,0.679378,0.247151,0.0358931,0.2847,-0.753665,-0.0537259,-0.0195163
1.47251,-0.418319,0.106573,0.152715,0.554331,0.0799903,0.255083,0.0324719,-0.387863,-0.44541,0.679744,0.0142663,-0.00439525,0.0110268,-0.0161153,0.0349536,-0.00108181
1.29598,-0.429719,0.375566,0.191676,0.406658,0.109759,0.208802,0.0905443,-0.292998,-0.419151,0.743797,0.0844208,0.0473106,0.0472845,-0.000104486,-0.0519614,0.0663626
1.11116,-0.45795,0.363409,0.148721,0.452843,0.197961,0.178754,0.0453086,-0.270753,-0.35119,0.663261,0.194792,0.195915,0.320159,-0.178561,0.113652,0.0976382
1.30787,-0.290652,0.233162,0.0604203,0.192168,-0.0734705,0.161325,0.0390015,-0.146926,-0.555915,0.762276,0.179389,0.0937305,0.299951,-0.56953,0.0350701,0.132682
0.576661,-0.358936,0.237921,0.240808,0.967411,0.45772,0.170516,0.0593115,-0.210113,-0.591296,0.637601,0.614617,0.461325,0.66342,-0.164348,0.762291,0.83417
1.16518,-0.316017,0.0675353,0.198802,0.540752,0.0280849,0.131397,0.24656,-0.158272,-0.550702,0.819352,0.452351,0.339311,0.747085,-0.485459,0.159527,0.374789
1.32752,-0.383766,0.122288,0.0700192,0.543847,0.138004,0.200922,0.0741729,-0.263272,-0.485243,0.623832,0.394396,0.303754,0.290462,-0.702115,0.0117777,0.235382
1.01999,-0.293237,0.145999,0.176411,0.422315,-0.0298123,0.197035,0.158721,-0.210694,-0.504968,0.691595,0.360869,0.372861,0.741169,-0.389938,0.00459332,0.469148
1.20411,-0.391714,0.388952,0.0548965,0.380748,-0.413793,0.203937,-0.011879,-0.209289,-0.381303,0.726943,0.27597,0.194173,0.129094,-0.286678,-0.0676417,0.100143
1.26842,-0.31163,0.220405,0.199125,0.6367,-0.245681,0.163387,0.118759,-0.265245,-0.395637,0.63961,0.252083,0.0182236,0.039821,-0.485162,-0.10322,0.0893874
1.22804,-0.405257,0.355409,0.291257,0.566665,-0.184139,0.132455,0.150822,-0.221728,-0.319967,0.704324,0.274881,0.10262,0.243022,-0.518247,-0.0417353,0.0439988
1.10716,-0.344029,0.456574,0.108462,0.387322,0.0273809,0.285586,0.0604606,-0.453956,-0.389875,0.721142,0.0140502,-0.011077,-0.0202864,-0.0322466,-0.00138865,-0.00120688
1.15591,-0.372955,0.414257,0.229396,0.619458,0.313756,0.118527,0.0420858,-0.276839,-0.434109,0.668964,0.36682,0.260717,-0.0272804,-0.786582,-0.0857974,0.0449756
1.26013,-0.324544,0.390731,0.263266,0.458153,0.0250939,0.232859,0.0587845,-0.330187,-0.38192,0.656196,0.177582,0.173698,0.0239726,-0.283529,-3.97527e-06,-0.184489
1.49071,-0.444605,0.0391354,-0.153096,0.400998,0.0796785,0.307604,0.0724495,-0.313141,-0.546387,0.685427,0.30593,0.041763,0.167845,-0.0864927,0.0572414,0.291871
1.25656,-0.340377,0.469084,-0.179367,0.527748,0.124779,0.275749,-0.00137114,-0.316569,-0.42013,0.698748,0.165851,-0.0906671,0.14495,-0.192899,-0.090472,-0.10926
0.614808,-0.159328,0.340675,0.268597,0.792893,-0.068139,0.125213,-0.0200291,-0.19625,-0.404088,0.756247,0.529201,0.837622,0.593264,-0.265194,0.191831,0.325502
1.28776,-0.271873,0.260535,-0.0874562,0.220199,0.0149877,0.179301,0.177666,-0.195837,-0.557713,0.740936,0.261323,0.105654,0.193838,-0.634025,-0.161974,0.283878
1.30681,-0.299071,0.181515,0.080804,0.360864,0.399237,0.134384,0.0364268,-0.253801,-0.496055,0.834419,0.0955,-0.158972,-0.0613636,-0.181379,-0.108005,-0.00548326
1.05764,-0.434379,0.480525,0.0867901,0.429202,0.0346818,0.112497,-0.115966,-0.185705,-0.220679,0.704391,0.311084,0.257879,0.0736807,-0.548771,0.125611,0.255113
1.13763,-0.326483,0.175943,0.298032,0.268521,-0.362194,0.130729,0.189513,-0.114553,-0.333225,0.722972,0.963945,0.353117,0.755285,-0.456855,0.279439,0.313618
1.29431,-0.319741,0.264234,0.152851,0.49676,0.257597,0.246917,0.0812895,-0.436795,-0.487745,0.730858,0.0337151,0.00447361,0.00249899,0.0129876,-0.00111539,0.0180707
1.3457,-0.500035,0.302683,0.170289,0.434243,-0.0502811,0.21844,-0.0137639,-0.300047,-0.488401,0.691721,0.0583675,0.128941,0.00548479,-0.118757,-0.0146504,-0.0146963
1.20066,-0.303077,0.398875,0.22649,0.515405,-0.188539,0.147979,0.0100735,-0.306476,-0.378946,0.794165,0.102764,0.0548015,0.118277,-0.190154,-0.00472031,0.11868
1.42389,-0.324871,0.255278,-0.0217167,0.385826,0.239335,0.229115,0.0387141,-0.299503,-0.523908,0.669645,0.367687,0.135131,0.0146374,-0.521087,-0.000934761,0.166669
1.16738,-0.346482,0.395473,0.162314,0.225531,-0.0329093,0.304794,0.209338,-0.322419,-0.554087,0.730325,0.333522,0.132177,0.502128,-0.12816,-0.129178,0.0671963
1.44001,-0.418706,0.270146,-0.0304339,0.457568,0.0464665,0.257571,0.0550898,-0.334323,-0.35651,0.651558,0.144848,0.077806,-0.00818722,-0.259139,-0.102148,-0.150804
1.3734,-0.422924,0.043995,0.198131,0.435208,0.167689,0.168918,-0.0286686,-0.257409,-0.346446,0.802979,0.177754,0.0349313,0.0433812,-0.127163,0.109379,-0.233971
1.0884,-0.341065,0.183201,0.48821,0.448935,0.272412,0.118334,0.111546,-0.239326,-0.294681,0.635154,0.310313,0.439492,0.30499,-0.32103,0.0795073,0.249092
1.26026,-0.298426,0.303518,-0.102364,-0.0164527,0.00433638,0.183006,0.0731521,-0.240837,-0.525851,0.749428,0.176856,0.168444,0.312807,-0.164362,0.154968,0.121781
1.26469,-0.338141,0.31862,0.182371,0.611828,0.371476,0.332811,0.0636837,-0.256368,-0.421958,0.721778,0.165138,0.0120445,0.231783,-0.178793,-0.241868,-0.0494316
1.59367,-0.336148,0.196994,0.213291,0.649621,0.153583,0.221607,0.112859,-0.304303,-0.451959,0.612196,0.262633,-0.245227,0.0467565,-0.805144,-0.144818,-0.104378
1.22663,-0.360241,0.34887,0.169644,0.575631,0.00112034,0.207181,0.0316146,-0.301879,-0.516776,0.658986,0.155513,0.0947106,0.0692953,-0.131547,-0.0308471,0.00204237
1.41961,-0.331205,0.119657,0.243719,0.48151,0.0243218,0.207498,0.123179,-0.248868,-0.51519,0.711943,0.339462,0.133878,0.438503,-0.750809,-0.279153,0.115595
1.58166,-0.275251,0.101298,0.319504,0.509797,0.280543,0.155559,0.126556,-0.183531,-0.323161,0.636478,0.758577,-0.0532028,0.160721,-1.30172,-0.478324,-0.230304
1.39197,-0.279457,0.232336,0.408781,0.624439,0.158446,0.170021,0.113733,-0.312173,-0.539441,0.692814,0.20837,0.0893627,-0.159955,-0.509431,-0.215029,0.0162659
1.24172,-0.344173,0.210626,-0.00546488,0.427453,-0.351821,0.188359,0.0834105,-0.193416,-0.300945,0.695261,0.381365,0.275153,0.516722,-0.267044,-0.115588,0.288035
1.34722,-0.446918,0.183258,0.109641,0.608829,-0.174495,0.164567,0.157972,-0.265894,-0.489074,0.657004,0.388155,0.0136675,0.412981,-0.475139,-0.101878,0.511381
1.34973,-0.412036,0.245826,0.113259,0.462049,0.151006,0.164263,0.118241,-0.31399,-0.529629,0.694087,0.187523,0.157473,0.0948885,-0.55067,-0.419642,0.122051
1.61564,-0.28975,0.316644,0.242808,0.647555,-0.158982,0.245747,0.161871,-0.248255,-0.483701,0.688799,0.609101,-0.240061,-0.0623897,-1.15997,-0.820787,-0.101761
1.03786,-0.304466,0.305152,0.0670363,0.690572,0.380137,0.219533,0.111225,-0.422869,-0.363566,0.64529,0.269088,0.101948,0.368443,-0.565486,0.0478946,0.156317
1.28953,-0.40687,0.225669,0.244915,0.807038,-0.258297,0.305033,0.136331,-0.224919,-0.51541,0.750228,0.455888,-0.0684143,0.472058,-0.468216,-0.297255,0.509509
1.39773,-0.506799,0.149864,0.299918,0.679628,0.0309086,0.179995,0.0287695,-0.273154,-0.375138,0.646189,0.387424,0.138239,0.292879,-0.743208,-0.14742,0.0144716
1.17054,-0.234298,0.456581,0.113401,0.399513,0.287954,0.06568,0.0594573,-0.166131,-0.493687,0.64924,0.264427,-0.0192074,0.230415,-0.607384,-0.0634543,-0.060254
0.807534,-0.265579,0.601975,0.252972,0.386495,0.122162,0.147051,0.0625457,-0.238274,-0.449274,0.652526,0.166299,0.340838,0.187963,-0.254523,0.132669,0.0622736
0.496621,-0.327436,0.305992,0.239278,0.608438,0.407312,0.256772,0.00383984,-0.314213,-0.513401,0.755127,0.685679,0.785479,0.704661,0.339682,0.756835,0.73457
1.27194,-0.281491,0.300391,0.161992,0.475443,-0.208759,0.13139,0.106465,-0.241832,-0.459608,0.756598,0.198417,0.0247556,-0.0256582,-0.45104,-0.0375233,-0.186849
1.16394,-0.44706,0.228422,0.290923,0.480745,0.148157,0.232462,0.0576832,-0.363265,-0.352346,0.705926,0.130744,0.159097,0.250189,-0.0315206,-0.21223,-0.0925987
1.31501,-0.441748,0.180275,0.060887,0.571104,-0.0758054,0.224664,0.0257128,-0.298012,-0.527927,0.770306,0.0825871,0.146596,0.077004,-0.202359,-0.0841457,0.0629107
1.37304,-0.370555,0.377279,0.172062,0.111659,0.213326,0.324969,-0.0103209,-0.30728,-0.458448,0.819596,0.0563203,-0.00401137,0.055044,-0.050382,-0.0530135,-0.0881651
1.18082,-0.266997,0.180264,0.378394,0.837098,-0.0136962,0.225997,0.107584,-0.346313,-0.467278,0.762867,0.164764,0.059607,0.234362,-0.314885,-0.16231,0.0691574
1.34127,-0.299032,0.34075,0.172894,0.514018,-0.368098,0.104215,0.0827542,-0.13046,-0.593551,0.780483,0.3225,-0.0772525,0.0970634,-0.75856,0.00561577,0.2213
1.18295,-0.383054,0.166169,0.100967,0.507657,0.147032,0.14155,0.0937269,-0.303489,-0.331171,0.709924,0.247951,0.135752,0.448637,-0.208319,0.156466,0.0546929
1.36493,-0.310849,0.40398,-0.204623,0.475911,0.174782,0.266462,0.0527708,-0.377941,-0.411914,0.75054,0.0821525,0.0824948,0.020645,-0.0205277,-0.0521016,-0.0544611
1.17776,-0.346261,0.270772,0.291811,0.469068,0.763472,0.243204,0.00987755,-0.355071,-0.481723,0.807807,0.134028,-0.0493408,0.00901735,-0.335649,-0.04409,-0.0561031
1.26046,-0.348838,0.26288,0.116139,0.572276,-0.235523,0.197525,0.0855759,-0.174081,-0.516507,0.69126,0.340862,0.136854,0.158335,-0.504071,0.104859,0.146183
1.2236,-0.331924,0.269629,0.14844,0.497306,0.0727965,0.180577,0.112459,-0.2674,-0.538828,0.776555,0.245262,-0.0371696,0.324463,-0.618326,0.0702096,0.097955
1.33453,-0.39864,0.268909,0.137287,0.405082,-0.279859,0.165481,0.0607101,-0.24625,-0.36006,0.614034,0.108707,0.0284493,0.0891283,-0.107763,-0.0381492,0.0921368
1.1909,-0.437997,0.26258,0.063991,0.352898,0.439184,0.343667,0.0407197,-0.384596,-0.449663,0.71652,0.195507,0.100134,0.272993,0.00645156,0.151028,0.273563
1.36013,-0.406377,0.142369,0.249117,0.352947,0.0425244,0.219178,0.0161084,-0.344161,-0.471998,0.682544,0.657832,0.123281,0.211125,-0.469728,-0.11369,0.121317
1.14362,-0.243973,0.314235,0.0659746,0.217774,-0.017249,0.243787,0.0117002,-0.30959,-0.489711,0.824037,0.137228,0.113233,0.139161,0.0546049,0.0710408,0.0491253
1.10704,-0.344062,0.305022,0.197093,0.758634,0.31832,0.193513,-0.0806281,-0.348975,-0.346652,0.693556,0.339725,0.335303,0.0648661,-0.430395,-0.00848976,0.0787389
1.33174,-0.360541,0.205583,0.106218,0.272141,-0.472494,0.158121,0.143143,-0.253206,-0.327949,0.775049,0.146032,0.0547037,0.210591,-0.242757,0.00243433,-0.189303
1.44789,-0.358937,0.269745,0.000462749,0.32044,-0.176505,0.16858,0.209831,-0.181224,-0.465582,0.696989,0.38014,0.114919,0.213004,-0.668409,-0.1774,0.269326
1.41143,-0.297717,0.31273,0.164869,0.581787,0.117804,0.246386,0.149659,-0.200056,-0.53984,0.693119,0.76587,-0.318653,0.364597,-0.637991,-0.351927,0.179974
1.25782,-0.284531,0.314609,-0.0399472,0.21587,-0.31964,0.138925,0.126748,-0.227265,-0.429638,0.66573,0.264755,0.128453,0.355203,-0.340274,0.162023,0.213323
1.36979,-0.347243,0.265533,-0.0028874,0.414469,-0.26647,0.291791,0.113269,-0.315393,-0.405373,0.707325,0.259052,0.0159776,0.304941,-0.212288,-0.267181,-0.0721927
1.25714,-0.418881,0.474843,0.236312,0.474017,-0.0596015,0.270793,0.0794414,-0.357369,-0.405106,0.751568,0.0693461,0.04628,0.00670107,-0.153722,-0.155843,-0.0487407
1.3028,-0.427143,0.375212,0.190713,0.484596,-0.160538,0.185236,0.0692178,-0.333478,-0.264267,0.713219,0.161101,0.00247599,-0.0620407,-0.399777,0.033928,-0.100025
0.862329,-0.274684,0.290605,0.335206,0.298264,-0.134432,0.180743,0.0616169,-0.27717,-0.4723,0.834449,0.183798,0.490991,0.451731,0.0418624,0.166462,0.253114
1.17968,-0.420987,0.357912,0.0807326,0.40429,-0.124589,0.210508,0.115167,-0.271078,-0.491914,0.715165,0.304483,0.215575,0.394387,-0.413567,0.143396,0.206895
1.00967,-0.42817,0.313236,0.179949,0.335259,-0.0168995,0.239044,0.0513606,-0.308425,-0.383564,0.739356,0.295131,0.633749,0.331326,-0.138192,0.078734,0.0246363
1.13965,-0.358879,0.354634,-0.0793881,0.40519,-0.222352,0.249372,0.0156457,-0.306172,-0.556762,0.687915,0.301028,0.125168,0.539256,-0.161253,0.252966,0.393893
1.26912,-0.291962,0.201541,0.243175,0.594586,-0.0270773,0.266889,0.0349121,-0.333433,-0.43154,0.723398,0.241367,-0.0477481,0.0719913,-0.444236,-0.128232,-0.0235801
1.13386,-0.285995,0.334244,0.382092,0.466357,0.291462,0.246066,0.151681,-0.29222,-0.316499,0.779394,0.234904,0.110926,0.395475,-0.19879,-0.0721462,0.0324672
1.36836,-0.539921,0.204463,0.195223,0.632984,0.0635479,0.305362,0.0185533,-0.308262,-0.451905,0.726763,0.356609,-0.13435,0.412248,-0.524121,-0.0316749,0.247107
1.25739,-0.3299,0.241788,0.0366457,0.638239,0.184224,0.216459,0.0580566,-0.346082,-0.47756,0.753919,0.0950733,-0.0114016,0.0522519,-0.0887446,-0.0032245,-0.0326864
1.3649,-0.48893,0.349813,0.0199575,0.412922,0.249246,0.286646,0.011217,-0.331261,-0.365371,0.735878,0.267528,0.11513,0.24606,-0.0791437,-0.116891,0.141103
0.980101,-0.190282,0.385632,0.345649,0.724727,-0.127458,0.180496,0.0968166,-0.423738,-0.404014,0.793331,0.208136,0.104619,0.0227049,-0.328962,-0.0900117,-0.0342338
1.23081,-0.362744,0.286954,0.406912,0.241806,-0.163837,0.276176,0.180371,-0.317668,-0.429033,0.748821,0.129252,0.132944,0.228625,-0.082072,0.0539495,-0.123174
1.2899,-0.432087,0.150504,0.276471,0.4422,0.301983,0.197073,0.1283,-0.305615,-0.500593,0.768014,0.187834,0.172601,0.045441,-0.166616,-0.00343997,0.0875173
1.31475,-0.235866,0.369524,0.178416,0.452942,-0.0831445,0.230753,-0.060252,-0.262565,-0.611274,0.719106,0.173411,-0.00909265,-0.287445,-0.468055,0.148496,-0.0757927
1.28143,-0.338921,0.384209,0.129811,0.486866,0.239895,0.249235,0.0420965,-0.381714,-0.483948,0.689054,0.129202,-0.078572,0.0289178,-0.0391101,-0.237904,0.0806276
0.912307,-0.237481,0.233277,0.582254,0.585523,0.360661,0.146506,0.116673,-0.218991,-0.465429,0.7079,0.224454,0.214592,0.273867,-0.249485,-0.0103171,0.0852544
1.03368,-0.334577,0.392124,0.39642,0.524586,0.503611,0.187952,0.0184834,-0.357128,-0.351727,0.731411,0.276475,0.156492,0.068456,-0.283061,-0.0730514,-0.0105039
1.16196,-0.420578,0.233917,0.235989,0.689117,0.164452,0.146679,0.114208,-0.238086,-0.385775,0.658087,0.202126,0.0684717,0.520063,-0.394352,0.175203,-0.0330764
1.27582,-0.443914,0.253928,0.121979,0.368557,0.0177178,0.236412,0.021109,-0.237629,-0.459578,0.648026,0.375974,0.134821,0.258117,-0.225266,0.00892357,0.0114935
1.18895,-0.299293,0.23026,0.384601,0.372399,-0.302571,0.161468,0.114513,-0.209643,-0.489575,0.640154,0.253396,0.0386206,0.20522,-0.323114,0.0838528,0.237339
1.14996,-0.354197,0.435444,0.108879,0.627656,0.0121448,0.292257,-0.0664081,-0.364029,-0.489206,0.660366,0.157575,0.206143,-0.168594,-0.374426,-0.0862086,0.0335064
1.46298,-0.388051,0.366903,0.27728,0.425531,-0.244517,0.122035,0.018128,-0.198768,-0.462459,0.654667,0.425453,0.214077,-0.253437,-0.823527,-0.268278,0.138372
1.37552,-0.361873,0.230386,-0.0379809,0.16422,-0.011935,0.0914931,0.100772,-0.223948,-0.50779,0.767415,0.00415995,-0.00423885,0.000866041,-0.00481415,-0.00458022,-0.00181529
1.06017,-0.254206,0.220108,0.437536,0.830842,0.352411,0.240045,-0.0151675,-0.368635,-0.409932,0.707008,0.280775,0.0938359,0.243573,-0.187019,-0.459299,-0.192289
1.58852,-0.479995,0.312679,0.173905,0.324293,0.231439,0.226399,0.119451,-0.292465,-0.452114,0.766469,0.208001,-0.0085263,0.236989,-0.388048,-0.187642,-0.169199
1.41325,-0.415091,0.293317,0.130971,0.455807,0.250675,0.139784,0.178311,-0.386106,-0.441091,0.6743,0.228016,0.00198739,-0.176918,-0.31116,-0.269791,-0.0164069
1.04718,-0.395463,0.288897,0.122039,0.429292,-0.0814377,0.213019,-0.00922382,-0.242152,-0.43793,0.721998,0.307714,0.434607,0.428295,-0.285686,0.122355,0.327364
1.08994,-0.321547,0.393288,0.104947,0.457678,-0.104494,0.170523,0.0891086,-0.394431,-0.460269,0.799326,0.017332,-0.0164702,-0.00266096,-0.0110816,0.0183643,0.00323315
1.47529,-0.335,0.106141,0.25224,0.673468,-0.0741217,0.0955136,0.00412383,-0.267458,-0.330382,0.754911,0.447935,0.116323,-0.204093,-0.737703,-0.191937,-0.256581
1.40546,-0.353329,0.434408,0.129241,-0.163965,0.132614,0.174564,-0.0352375,-0.203975,-0.571765,0.746351,0.239178,-0.101168,-0.0792788,-0.389022,-0.051049,0.0906236
1.25562,-0.376301,0.299886,0.23065,0.509495,0.318115,0.321433,0.0434447,-0.403715,-0.573055,0.689807,0.0383269,-0.0084437,-0.00520743,-0.00695278,0.00153633,0.0130788
1.0896,-0.297492,0.259721,0.0399996,0.301751,0.397477,0.204707,0.039194,-0.252867,-0.476492,0.716532,0.451579,0.167654,0.322681,-0.208715,0.0108749,0.0924449
0.923823,-0.226344,0.404677,0.486656,0.382959,-0.273942,0.110527,-0.00279213,-0.165417,-0.457613,0.731624,0.081507,-0.0119008,-0.0393903,-0.055455,-0.0678676,0.242095
1.31123,-0.393418,0.399759,-0.119595,0.496636,0.170258,0.318597,-0.0222097,-0.358681,-0.33814,0.707437,0.165526,0.0215233,0.241254,-0.11911,-0.20545,-0.264118
1.24591,-0.443761,0.225826,0.0285657,0.318169,-0.201538,0.0361109,0.0118,-0.0732185,-0.48903,0.715732,0.572453,0.402872,0.319642,-0.54963,0.207444,0.546918
1.23442,-0.364834,0.139052,0.530112,0.64399,0.155978,0.186564,0.0876866,-0.318258,-0.459403,0.744292,0.244032,0.217952,-0.0145116,-0.382396,-0.135984,-0.0532567
1.09889,-0.354584,0.431732,0.124744,0.657539,0.410511,0.220184,0.0125319,-0.386707,-0.542006,0.802707,0.112064,-0.0740467,0.057812,-0.216102,0.0127929,0.0380648
